img_name,Head_x,Head_y,Head_z,LShoulder_x,LShoulder_y,LShoulder_z,RShoulder_x,RShoulder_y,RShoulder_z,LElbow_x,LElbow_y,LElbow_z,RElbow_x,RElbow_y,RElbow_z,LWrist_x,LWrist_y,LWrist_z,RWrist_x,RWrist_y,RWrist_z,LHip_x,LHip_y,LHip_z,RHip_x,RHip_y,RHip_z,LKnee_x,LKnee_y,LKnee_z,Rknee_x,Rknee_y,Rknee_z,LAnkle_x,LAnkle_y,LAnkle_z,RAnkle_x,RAnkle_y,RAnkle_z,Neck_x,Neck_y,Neck_z,Hip_x,Hip_y,Hip_z
000000.jpg,-0.3770231474769258,1.509167049430217,-0.7096437625412696,-0.4849604910689764,1.3458934448669972,-0.5155722431043558,-0.5016908600058391,1.6512254078039057,-0.5187792088704966,-0.444448010944045,1.336319686556737,-0.25760464844294895,-0.45242429825742936,1.6665511962609159,-0.25691917935312986,-0.3040049803114478,1.437542440969914,-0.11320880250935961,-0.30311959472693945,1.6022031214349775,-0.10686502315105371,-0.5506783991735834,1.392814120782886,-0.06058663901628073,-0.5860071033869877,1.5974311183008316,-0.060181651978511504,-0.23269843891408323,1.2396447008541203,-0.16017018663812257,-0.2136409175541084,1.765614311057767,-0.0848702593073139,-0.3443108393695349,1.5534580772305515,-0.06457216142620521,-0.31184580068161977,1.409618797169745,-0.013389644067897164,-0.49664462827568373,1.496612592015597,-0.6029985014470245,-0.5660308893361965,1.5031905297740498,-0.08549178563558929
000001.jpg,-0.37587355114474014,1.5056251905647144,-0.7065208731757575,-0.4878658278626424,1.3413816185350769,-0.5161591545126789,-0.5106158238261541,1.642840292969858,-0.5231485177084576,-0.4464427438798276,1.3260581668255105,-0.2534960733065058,-0.45368367547783495,1.6678220747825934,-0.25139008022983284,-0.3008131294653752,1.4737049679144927,-0.13465679321178603,-0.3021525505445621,1.5992309621634975,-0.1011594763247071,-0.5642628921368408,1.373148104450488,-0.05800002482013787,-0.5891945215032472,1.5950654879370527,-0.061470240132344596,-0.23558110136276017,1.232656669358696,-0.15917242317819263,-0.20754850443450054,1.7700339639265428,-0.08470229729565301,-0.38921414310706665,1.5090739093496075,-0.010930676518314562,-0.3068821702745891,1.4211074147085438,-0.025165512698755135,-0.501630704567382,1.497560093345353,-0.6070677201975724,-0.5721731939326871,1.493855789299896,-0.08296884300271797
000002.jpg,-0.3766703828580091,1.5085888017073044,-0.7067289744921189,-0.48752500210442795,1.3467635443363297,-0.5164857417934123,-0.501093470210215,1.6509738180291293,-0.5196241024035244,-0.4370670943827939,1.3429295810633597,-0.250860004285987,-0.4546829378437778,1.6680082952674846,-0.2551411991777066,-0.3094684159397121,1.4404274161539807,-0.1169105737646249,-0.30619610865822666,1.6020836363987045,-0.10945393633770019,-0.5670866680345666,1.3673305220343048,-0.04969952587728317,-0.5902424785094631,1.5957886784090638,-0.06267068526489873,-0.23353929371045312,1.2387175736063296,-0.1606943108533009,-0.2131687679745822,1.7688381745789608,-0.08674616907559271,-0.36915998729986194,1.5535526216252864,-0.03745082349587786,-0.30966551627756056,1.4120781489109906,-0.01674326487292991,-0.49653761915165795,1.4975759747992463,-0.6040984401805306,-0.5636906573855676,1.5047091243168471,-0.08518151260767198
000003.jpg,-0.38064524409375006,1.499545582854316,-0.7050121070147867,-0.489041799314737,1.3422315298615888,-0.5162557506113277,-0.5026174067380857,1.6490567572440216,-0.5202130190528181,-0.44687347827580653,1.3315558848990272,-0.2534954900128829,-0.44821834453269943,1.6688935177360404,-0.25119502711628894,-0.3209190075274507,1.4433228090498116,-0.11222783755705261,-0.30697013485876107,1.5917762068369,-0.09953361822547835,-0.5559334224326514,1.3663231719863032,-0.051214808034465,-0.591647827509451,1.5896152144368236,-0.06268402970485114,-0.23728959109932732,1.2384290620069642,-0.15733989926148548,-0.21111446047162888,1.7686580086120194,-0.08677505463300161,-0.3015539492043369,1.3696600554061777,0.00017878050925063124,-0.3120312087586394,1.4226012030715989,-0.01963247613902679,-0.5007774357460318,1.4981711536100837,-0.607664424287466,-0.5728513805183316,1.4914694064152016,-0.08455842140359411
000004.jpg,-0.3766261734971909,1.5081054820136264,-0.7084591596935469,-0.48567081035921733,1.3473040429829786,-0.5156802548871638,-0.49934751802129757,1.653416349570865,-0.5156982333422077,-0.43488931335219916,1.3414864677281504,-0.2519929734121147,-0.4527584849142042,1.6697699506356225,-0.25544766261265106,-0.31583528858258825,1.450781534226026,-0.1273561365037026,-0.30688759970184454,1.6053614934402736,-0.10761317858817687,-0.5611860417862239,1.3761003363031439,-0.05960689237433014,-0.5860200627496672,1.5912259270026707,-0.06311148777341888,-0.23328837041674733,1.2388550668155092,-0.1609434977835308,-0.21344140816103516,1.7648113136090287,-0.08789640153711713,-0.16922913263803732,1.5017531010702168,0.01205581291359656,-0.3491957658635285,1.4623691632608864,-0.011442963243735012,-0.49697362872766965,1.4989661523334061,-0.6032132215280619,-0.5644881771883984,1.504566269916363,-0.0821437722757751
000005.jpg,-0.3767368469614414,1.5070644513298863,-0.7042170156629828,-0.4896859326586781,1.338886516263686,-0.516027899822092,-0.5112445260711955,1.6426897321842633,-0.5203698918834515,-0.4291507684135792,1.3521613511950243,-0.24569899898810887,-0.4498952403774786,1.6645740367551003,-0.25290810439419076,-0.30100827785097223,1.4760127940228338,-0.12928433587504082,-0.30122672483576685,1.6038489442718757,-0.1009999816410279,-0.5599471055948742,1.3717534352915566,-0.051017500455761075,-0.586782305751483,1.5934307441421163,-0.06301874442447263,-0.23994875108046781,1.23434360355809,-0.15989646695172097,-0.2116918492593744,1.772895270380941,-0.08515871916030042,-0.38604725926809813,1.5037183033953516,-0.008268934413993205,-0.30983762918758245,1.4167939698987309,-0.01978734112779972,-0.4995554657073617,1.4948281674656727,-0.6091391246567505,-0.5724604489773657,1.4915803320197936,-0.08262948858046879
000006.jpg,-0.37764457965876896,1.511298358462187,-0.7094091435547151,-0.4839784168849588,1.3472913243851126,-0.5155544042504999,-0.49652614606659934,1.6501589189714527,-0.5207726784847997,-0.4350259610056156,1.3465804716340795,-0.2502910916495619,-0.45071528925594856,1.6688261735176402,-0.254130607141369,-0.3061685169533177,1.438896634686615,-0.11428984431577954,-0.3062080138125115,1.6050018906152363,-0.107149992187549,-0.5573079402478396,1.3890771347643383,-0.0647546594340521,-0.5894675395534295,1.5870238465013242,-0.06481153895816982,-0.23558111479078078,1.239203918168992,-0.15749561061561207,-0.21373864021973482,1.7655090480538067,-0.08601890400765115,-0.3157383785672361,1.6198760933659373,-0.08269806423494436,-0.27590532609688856,1.455908678464066,-0.04125809145494954,-0.49712469021990474,1.498221588598342,-0.6018465424997884,-0.5651417788801351,1.5005590653604233,-0.08812092515622454
000007.jpg,-0.3763759398899431,1.5053823545671132,-0.7103108721712191,-0.488358018161531,1.3443879718364993,-0.51726527181377,-0.49749582018851823,1.6485158646776914,-0.5188205641513011,-0.44550593259575283,1.332935211528025,-0.26049180914824305,-0.4494345885389302,1.669781270694148,-0.2560291866225987,-0.3116067666730801,1.4347693728764876,-0.11344103548067867,-0.30397130182842347,1.6013148580186896,-0.10860341600525633,-0.5642423085115065,1.3887140412020098,-0.0599350854022193,-0.5890949168627541,1.5950115679741252,-0.06466941903994594,-0.23010000133468395,1.2407229979176428,-0.16025623106105508,-0.21516672547571755,1.7689939232534553,-0.08794696450724751,-0.333781441084852,1.5896450725215752,-0.08189598091462708,-0.3074604972927508,1.414343656444723,-0.01923973122611325,-0.49764535808551713,1.498558698633017,-0.6028705683716999,-0.5605411892772727,1.5034801652600889,-0.08445535034510764
000008.jpg,-0.38029939228428855,1.5104285738595962,-0.7086692341351786,-0.4876467534579538,1.3458825743202159,-0.5173348474068206,-0.49373474839091086,1.6492230856836319,-0.5154406091748125,-0.43239930920689557,1.3417139296837304,-0.25265575266682805,-0.45106400490077764,1.6698064457549617,-0.25737818615314206,-0.31548838624510833,1.4494025888546966,-0.1252527646600349,-0.30590053754593033,1.6054156081242823,-0.10950079557570477,-0.5564780148022431,1.3935029478145067,-0.058837030301360484,-0.5645939219865509,1.607759672417956,-0.06354850202482808,-0.23520511688895238,1.2369114048908336,-0.15867559285932215,-0.21429086472121403,1.767118977103504,-0.08762895688042079,-0.39100557514921536,1.5310590062342226,-0.03232691541833814,-0.3094217062518313,1.4120773016282997,-0.01860559466876017,-0.4963835113972667,1.4980151867160252,-0.6039510917232657,-0.5640983456491445,1.506307626008001,-0.08582375034609961
000009.jpg,-0.37620126966854867,1.507400761318288,-0.7073156446857967,-0.4839671818778218,1.3470703672665814,-0.516152563289297,-0.49780200695152604,1.6504737500661801,-0.5160342522265425,-0.43621072149616663,1.340405956799184,-0.25333596961528804,-0.4503746119135766,1.6681116177453785,-0.25613456137161794,-0.31502660086306505,1.4477133435601688,-0.1289450091517842,-0.30564642780735723,1.6026853457482422,-0.1056454288004942,-0.5655330547627713,1.3726908736930536,-0.06100296845395771,-0.5896784690431952,1.5975447461643009,-0.06273347916823031,-0.23288568251018077,1.2391033230808772,-0.1571985526771819,-0.2147689152554604,1.7690843038422512,-0.08737881141954601,-0.2539796525369676,1.5464657275398108,-0.05062902207418965,-0.27928713010158385,1.4632815971330861,-0.04257215949167206,-0.4992491864865342,1.498433109551808,-0.6044164354435785,-0.5648355441866804,1.5025370508851594,-0.08267440115878111
000010.jpg,-0.3759868835261199,1.508633234832939,-0.7086921161551409,-0.48416863311159875,1.3423088441639783,-0.5159237435333623,-0.49693539181055346,1.6515447581938107,-0.5198175997576283,-0.43345320717793157,1.3469749936535986,-0.25004673789016757,-0.45124004001666135,1.6689107979986484,-0.25585174910624375,-0.3070407962190702,1.435763626080023,-0.10886118670958603,-0.3054175728064642,1.5987937522113127,-0.10304964613762133,-0.5634300358987775,1.3688991678829419,-0.05453983920812739,-0.5948927994326543,1.5888296870783591,-0.06186241130766493,-0.23304481990981027,1.2387071619564278,-0.1602612310263568,-0.21602169882432462,1.7689728618886762,-0.0847278499658949,-0.32050518999537414,1.6132965049992019,-0.07726462287099624,-0.30799257818998826,1.415937340056547,-0.015302924233812732,-0.4988936678594049,1.4976879879133151,-0.6068598742076503,-0.5632111567850587,1.498243546633637,-0.08564025954975166
000011.jpg,-0.3777164051109833,1.5044991310737195,-0.7103910563464294,-0.4828704059634711,1.346404011018259,-0.5157660394199475,-0.5012845871739542,1.6505248275521722,-0.5173803287879242,-0.43830267572808534,1.3395970880809591,-0.2516113344574551,-0.4501836086031291,1.6707486345054785,-0.2566544441871269,-0.31501083325010737,1.4481257573818267,-0.13128069885670782,-0.3087387779531989,1.6023108410580822,-0.1071606886526974,-0.5523875250337688,1.3969411961164768,-0.06025097139351329,-0.5606344017885948,1.6120678108857585,-0.061346300061849844,-0.23350177894553975,1.237931725948753,-0.16053302685548412,-0.21481215405153392,1.765988949434139,-0.0837841497321247,-0.3842520610223997,1.5343604426116928,-0.03080793399853168,-0.30909610587225567,1.4120505871558124,-0.016930912659395645,-0.49803731872872775,1.497554944866603,-0.6049306977874692,-0.5631018959145286,1.5028002713734565,-0.0835754199779367
000012.jpg,-0.3770387286918429,1.5085146900553483,-0.7050421914871621,-0.4886477659362496,1.3422551303818466,-0.5182421003652838,-0.5009799357852525,1.6448422149510828,-0.5199917336679949,-0.4441761338174598,1.3317536934173113,-0.25719589772553775,-0.44884657639698516,1.6678249009863937,-0.25115499076181774,-0.32008967917797215,1.4036187460267857,-0.09653508565327464,-0.3028261998529993,1.5980966414875408,-0.10201168857630245,-0.5609712571729047,1.3701829402079497,-0.052780287135175824,-0.5859851307754225,1.5941891307969018,-0.05944242753060015,-0.23223681678516364,1.2450207130615105,-0.15853912739070591,-0.20846653725884415,1.7714431326316218,-0.0844070418240265,-0.3347429312706668,1.5141781448300684,-0.027621991443496,-0.3102553347980441,1.4139447316249338,-0.019959780514408377,-0.49759244766085725,1.4941171315643584,-0.6084703639968833,-0.5703344659617753,1.4951437194999113,-0.08135122028227791
000013.jpg,-0.37575021311526846,1.5060030340894492,-0.7066823386120487,-0.48347273940895164,1.3441163996815515,-0.5162592142097413,-0.5009018103303509,1.6478022925154814,-0.5185256021252663,-0.433451471464929,1.3441170536860791,-0.24862159195415962,-0.44915375380433487,1.6693093838861663,-0.2554271725614919,-0.31267564210332305,1.4521419485562297,-0.12455954454952431,-0.3026188375215162,1.6019349303802393,-0.10866014257326993,-0.5646413645029983,1.3679988229814815,-0.05056599101353003,-0.5651148386775363,1.6101973864869654,-0.06310515534648173,-0.2330177727970585,1.237702498260791,-0.15809527472224283,-0.21323770680237608,1.767184165461623,-0.08762970658022133,-0.3496494716370043,1.4685376567829524,-0.023530242408194197,-0.30346046812749977,1.4195521818514574,-0.02538706090867992,-0.4974604930641859,1.4985454751135499,-0.605485898372698,-0.5655238842108607,1.5053648912810311,-0.08547713074076925
000014.jpg,-0.37719800842619566,1.5070152547154132,-0.7089646388053104,-0.4854719203320667,1.343354325278254,-0.5163445272741228,-0.4962865403926681,1.6491361341823267,-0.5206954797138085,-0.4368093816426076,1.339383120876319,-0.2513533797552233,-0.45118785936493466,1.6705714750330076,-0.2570686779719381,-0.3144007490747592,1.4457812829222398,-0.12792126900605563,-0.31095145608004215,1.6064229136164025,-0.10592679406777748,-0.5664334838132449,1.372944683938685,-0.05859556642131485,-0.5618118773199249,1.6147379021564927,-0.06399989599923217,-0.23325774975213523,1.2371026945964825,-0.15785939407370794,-0.21439244763236862,1.7648153872099552,-0.08643189542715202,-0.3454340052474098,1.5530404493302967,-0.02997646614351413,-0.31518136531831015,1.4185358393903091,-0.01364321789503078,-0.4979864151622809,1.497773037546689,-0.6029352351383088,-0.56732737172953,1.5053591287911468,-0.08518611441625194
