img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,1222.7519779034408,876.5261128911575,1319.2764360587869,949.0378862617112,1142.7466482149096,954.7391599520136,1363.4549925467584,1089.9572894266055,1102.1136763226652,1094.727778211891,1406.4713261047484,1185.5549697078957,1049.8472708711602,1190.1858282757883,1294.3449391466513,1177.6303429166367,1171.3765541717544,1183.0956913728874,1411.6446263361033,1211.5974796380888,1046.898666803064,1223.3579502377625,1207.27424348951,1233.0340786766235,1224.3049699591545,1255.117566592926,1227.414709568747,908.88603078022,1236.6590740241568,1169.4209180757832
000001.jpg,1220.8633041715668,877.5535932792402,1320.221779684566,950.3227477732152,1141.3404854789012,954.3950281516122,1362.141689805034,1091.3472133035589,1100.571291665339,1093.944554735306,1407.097049167,1185.970314031171,1052.6145058794166,1190.6616055733048,1301.3189920371117,1182.5095373123454,1176.8186232694402,1184.8007255782168,1410.9288349824399,1210.7790439379705,1044.4822672980724,1222.8371261853488,1232.353968334053,1236.0340413183608,1227.6676537138092,1256.0867934724558,1227.2992225988341,910.7174183843243,1237.6964758008844,1167.315370635304
000002.jpg,1224.7141685158529,876.0900776256301,1319.5637530522024,950.2242666095308,1144.074964910876,952.4134740968651,1362.3881093808823,1091.954401749161,1100.0323766084987,1095.8789738925323,1406.660758670008,1185.5237689427436,1052.5949418113617,1191.2323411192092,1294.1139517566655,1176.4861892287322,1175.1100050823204,1180.1612524976756,1413.3673362300333,1211.5979574859862,1047.057219894479,1224.143430795453,1237.6275224056153,1230.905282525834,1228.794251529178,1253.5967584267155,1228.074548158503,909.044808386943,1236.8148077080289,1167.576322865036
000003.jpg,1221.6415179684511,877.4683477876554,1317.9873163759955,949.6435953596728,1141.2442744057373,955.1567010534167,1362.9597911840044,1091.1084686485378,1099.8468812706567,1096.0444242158908,1410.7192262117808,1185.3588453626878,1052.3142397040745,1189.3288082818879,1295.5422257861323,1179.492444527223,1171.2239495637345,1185.5017781051477,1410.9767209218217,1210.033068802279,1047.1991305104693,1222.6492312083967,1235.2674986721124,1235.107019571067,1228.7885564335324,1256.6143200422998,1226.4053007562893,909.1977325200935,1235.216191797929,1167.9296022023984
000004.jpg,1222.6197502997318,876.7281826373184,1319.377286491398,949.7251226638843,1141.4053639126055,954.7171361585034,1362.0252618282855,1090.7333776956114,1099.3922821693177,1094.6323227769353,1406.6177421792318,1187.2001535900486,1053.6510834847318,1189.176430555154,1291.1557355442128,1173.9396565478144,1170.271421691288,1182.0548626059533,1412.3299912709836,1213.01165700343,1046.8368756923062,1224.4908997110738,1232.1345786718277,1231.5117932415471,1227.9427392289188,1256.5739065480632,1226.0001808797508,909.6520702101475,1234.5204786507745,1166.8175603017166
000005.jpg,1222.7017279311153,876.7813086368828,1319.243500920094,949.6543485220376,1142.369653544677,956.2192043415045,1362.3910331370298,1091.5532526304848,1103.4738539431055,1095.8040483753487,1408.333791012575,1186.1501747302116,1050.795673249007,1190.4631600694256,1294.4245190947452,1176.9684932887271,1168.4830970554885,1185.1272513516396,1412.7237009084652,1210.9343983408123,1045.2537687364347,1223.7778155579633,1217.0429749646828,1233.436668484381,1229.2945515328884,1257.1315840735456,1227.327248215932,909.4922888892432,1234.565159815597,1168.4084239782378
000006.jpg,1224.439045768708,877.4421482579957,1319.0300755384064,949.2227772199532,1142.2208214331304,954.5312532563826,1362.4720644291476,1091.633103113662,1101.975334744352,1096.3602986696226,1410.2179719646556,1184.2901740418838,1049.0432978834112,1190.3778222769906,1294.6392700300698,1177.9157099526774,1171.1122702206967,1183.9516800546671,1407.863967585195,1210.6320575887114,1047.36297123649,1224.6572085452535,1234.1315886742182,1240.3357732755242,1228.709092078794,1256.3106293222193,1228.039939573312,910.6874104982031,1235.2964712392043,1167.1047138055403
000007.jpg,1221.8652635207168,876.6934771301118,1319.2251298132753,949.1117892754684,1144.2453382250676,952.257637442014,1362.608830610239,1090.9127311315467,1099.8335849180069,1096.933374633071,1408.3563961380182,1186.6655264616738,1049.1569855690104,1190.4421427629384,1295.020119721759,1177.3243969648513,1172.2978101387055,1184.1445877132398,1409.7647105648653,1212.5730752858815,1046.215749972799,1224.3089217144902,1214.4041925676613,1232.1908436283327,1227.8138100712013,1257.8865116823429,1227.357493719925,908.3197421303587,1235.3445496045667,1167.0625921818526
000008.jpg,1224.6167892820688,876.7519019048588,1319.2169762931605,949.2292393198165,1143.49112593698,956.2569538029175,1361.8151939690385,1090.854373775054,1098.3399645119725,1094.9096290526552,1409.8561090161234,1183.2267382863758,1052.12563729068,1188.7819957913625,1294.2342079424916,1179.8819533972962,1176.3033453332057,1180.3691168389782,1409.901986145373,1214.4815564075993,1049.2874080231436,1224.129704220236,1232.5374631471307,1239.640122548727,1230.3257598457783,1253.9714929212587,1227.3717102224787,909.6615279314383,1236.131095063955,1168.0491602116742
000009.jpg,1222.7018867671516,876.8786011167775,1320.3365882814485,949.3708982525836,1141.8597449753845,954.3224722992427,1364.2611463427254,1092.0485059410223,1100.0169291928232,1095.9983182706028,1407.4715543640623,1187.0568461925686,1050.84913715149,1191.3629794364876,1293.0884092073456,1180.21323819894,1176.2701658490166,1182.8085543826146,1411.0775023697863,1213.9777512237374,1047.374699588781,1223.185187989046,1236.2946769578793,1234.7275057495535,1230.0205290959989,1256.5874636217773,1227.8417896643073,909.4652293814165,1235.3494900505739,1167.8705928367021
