img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,1062.8955799819257,1144.383659765488,1159.0274928129259,1222.429422890758,993.9531291317984,1227.7506342543422,1179.7827585701318,1374.0270240360421,982.1165495140417,1376.9888170087463,1154.8584550691867,1475.2389853659909,1026.2484461635686,1481.374704703704,1151.85089664614,1447.9281661285575,1041.0542852454782,1445.3045703841522,1244.8648710460807,1489.5752831879543,915.3477706702487,1500.987940872152,1062.227153530288,1523.6870937394817,1119.369226011742,1503.5227657807714,1073.2646029135205,1179.8293849941772,1088.4541163928207,1438.4950376457352
000001.jpg,1063.089527317842,1146.0213255876445,1159.8834122154615,1223.6225599711508,993.7665639509361,1227.5180575349937,1179.2742164188276,1375.4336939780999,982.4214930302259,1377.7397267395895,1154.3578955312757,1475.4105742781396,1027.2163897151418,1481.689514857903,1153.7171171793568,1446.7760906926853,1041.9317084900974,1449.2787237814432,1243.2439170291582,1489.5073673572015,916.3547190235705,1501.6401082617413,1058.1651616678955,1522.9218694864321,1100.8450967552992,1508.9359055920847,1073.9510789650822,1181.1321169287967,1088.7834252534665,1438.5758009592105
000002.jpg,1063.5419916756705,1145.9703095004343,1159.464744329616,1222.7811647601316,994.4718354739147,1228.5991585530728,1180.4784947077565,1375.5961176289038,982.2602472257024,1379.410018501231,1155.147823764855,1475.7633660622957,1027.2574382006055,1481.0511529566609,1151.1608824710459,1446.881748388676,1039.779090087462,1447.1378298653688,1241.9387599808572,1487.0278665661792,914.2691033937812,1500.4613222874189,1056.1851014251597,1522.5418219692178,1112.9861245139682,1504.7423261944534,1073.0022707512244,1180.9049814564034,1089.4440605755574,1437.5933879330455
000003.jpg,1061.9440029931209,1147.293554142391,1157.6057385208624,1222.335154376936,993.6582512276345,1226.4246767179886,1179.315661485304,1375.9773364237228,982.4522648414345,1378.6909164671806,1152.4095966634777,1476.9912150174293,1027.048718663997,1483.1399967017076,1152.8043047730612,1446.621745380413,1041.7927094734796,1446.0721226923372,1242.5816792477365,1487.222862399558,914.888195980587,1500.2559040937551,1062.3664248585355,1528.9884303264082,1118.4133557606583,1505.0444539753346,1074.2207360973798,1180.9112662149853,1087.864663338495,1438.4926891438613
000004.jpg,1063.7643646478239,1145.5439431274572,1159.2598866118344,1223.9295516289483,993.4532660356518,1227.6813551415694,1178.2664675255996,1375.8323599674418,983.0677331117294,1378.6198312460506,1154.0931978263397,1475.6874942559473,1028.195196447001,1482.0338279657556,1154.4901427573648,1447.434646123948,1042.081228856416,1447.0646860751076,1242.9646482512032,1487.471670435637,916.5132632099013,1501.2727113569672,1061.6339462554529,1524.1946100915823,1123.5147128329809,1502.984296403956,1073.7148440105718,1181.430849003477,1090.237990054264,1436.8050581474415
000005.jpg,1066.689770384744,1145.5737352128556,1162.4250755320613,1221.869707074657,995.1292103620009,1223.7966275336228,1177.8981551015222,1379.3178795689646,982.3687480170225,1380.1976834323195,1159.8660882711501,1478.266801011448,1024.1377047356493,1490.1136264768625,1159.8226094362738,1450.3413353438177,1039.6556552379905,1449.2568658658477,1242.0525970025933,1487.6142893870626,915.9205037748198,1499.956973734927,1038.5971786731814,1507.3093313228185,1110.6498903630188,1559.9903930819546,1075.3553429830797,1177.3931839700415,1091.6839939559638,1438.9117458701428
000006.jpg,1063.6317805490723,1145.98238157989,1157.4776039357862,1222.8555014313363,994.1344905330488,1229.214512488896,1179.9871544849238,1376.3534691730438,983.6169752173846,1377.1555332756468,1155.7608479674525,1476.854862501989,1026.871178026017,1481.2178742495973,1151.8889666183325,1445.6723080228307,1041.284958437722,1445.8196538424272,1237.7992856190922,1493.824293227785,913.8816442426487,1501.7201427976593,1061.1646506808304,1525.6156433363822,1101.0730224919298,1510.4095437245562,1073.9735838928489,1181.1693357030565,1088.8144440113904,1436.1142517101287
000007.jpg,1064.0015299661688,1146.5826230095756,1159.8305907659446,1222.6226894950864,993.5203630545562,1227.2949159418604,1180.33741394436,1377.512940081378,984.1439058230025,1379.7993044911818,1155.2377467873785,1476.4173216283366,1028.6020793774544,1481.4137417204,1152.2564071755494,1445.7297181436236,1041.2625415460836,1445.9939263351318,1242.2638622225445,1488.4624543440375,915.5607046384276,1500.7928726573646,1060.2088337468952,1528.1555409288962,1118.2603688396798,1504.5244420304361,1073.9075423513705,1180.6776955304617,1089.1831638283884,1435.5496206507898
000008.jpg,1061.6442582835962,1148.3752186563754,1159.4476373357925,1223.1512977581817,993.7099844098534,1227.1521088012041,1180.0493768982303,1376.6906572886596,983.2693393951396,1377.7493658776882,1154.9480257387745,1476.4989630336531,1029.3815643543965,1482.0364469486801,1151.7074201797054,1444.600683544501,1042.5899645844183,1447.9102810729519,1243.1849812270593,1487.2075255037248,914.9677058776928,1499.3428908341332,1061.3100821359267,1525.4353152403924,1107.7100296727801,1509.485357834226,1073.2328228724116,1181.704251244752,1088.4420219144156,1438.166832260672
000009.jpg,1066.4691329521897,1146.011547446026,1161.292689068952,1222.3805418530417,993.5242539351648,1229.971896734853,1180.4947160104896,1376.4997686815266,985.6690401008232,1382.1174850900343,1154.0727444087838,1478.3041346234606,1029.0846298052645,1484.5926103347958,1152.6560300739654,1446.3571962972255,1041.4677979308656,1445.441572027339,1241.314524215882,1488.4450874871147,916.0412328153803,1499.8043024281062,1057.0922190161452,1519.710148015449,1113.636472872473,1502.5837247446836,1074.5019858350313,1180.2760554211775,1094.3459892303242,1435.6162110853022
