Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1331.83,843.76,0.99,1351.17,824.5,0.99,1312.2,825.99,0.99,1376.87,832.24,0.91,1286.45,836.88,0.91,1407.97,933.11,1.0,1260.22,944.08,1.0,1424.35,1085.97,1.0,1253.89,1090.09,1.0,1356.38,1178.02,1.0,1310.18,1182.48,0.99,1388.37,1131.8,1.0,1286.68,1137.92,1.0,1499.32,1180.57,0.99,1176.71,1199.77,0.99,1300.63,1235.27,0.98,1402.73,1240.06,0.97
1,0.033,1331.37,844.95,0.99,1350.81,825.68,0.99,1311.55,827.01,0.99,1376.36,833.87,0.92,1285.76,838.23,0.91,1407.38,934.07,1.0,1259.73,944.34,1.0,1424.14,1086.32,1.0,1253.74,1089.8,1.0,1356.28,1178.16,1.0,1311.31,1183.0,0.99,1388.41,1131.36,1.0,1286.87,1137.11,1.0,1499.43,1182.77,0.99,1177.39,1200.35,0.99,1299.06,1233.96,0.97,1401.35,1239.69,0.97
2,0.067,1331.3,845.15,0.99,1350.68,826.07,0.99,1311.46,827.4,0.99,1376.25,834.24,0.91,1285.47,838.61,0.91,1407.14,933.84,1.0,1259.93,943.91,1.0,1424.06,1085.18,1.0,1253.57,1087.81,1.0,1356.02,1178.3,1.0,1311.56,1182.24,0.99,1388.57,1131.76,1.0,1287.31,1137.4,1.0,1498.89,1181.8,0.99,1177.22,1199.13,0.99,1299.33,1233.92,0.98,1399.97,1239.62,0.97
3,0.1,1330.97,845.28,0.99,1350.45,826.29,0.99,1311.53,827.38,0.99,1375.98,834.83,0.92,1286.0,838.58,0.9,1406.79,934.0,1.0,1259.12,943.49,1.0,1423.79,1085.59,1.0,1253.12,1087.26,1.0,1355.85,1178.75,1.0,1310.8,1182.33,0.99,1388.61,1131.04,1.0,1286.92,1136.6,1.0,1500.67,1182.37,0.99,1176.01,1200.15,0.99,1299.81,1235.13,0.98,1404.11,1240.25,0.97
4,0.133,1330.95,845.77,0.99,1350.53,826.92,0.99,1311.53,827.74,0.99,1375.98,835.21,0.91,1285.6,838.36,0.91,1407.1,933.76,1.0,1258.91,943.68,1.0,1424.09,1084.46,1.0,1253.02,1087.92,1.0,1355.69,1178.72,1.0,1310.7,1182.92,0.99,1388.76,1131.06,1.0,1286.89,1136.76,1.0,1497.71,1182.43,0.99,1177.43,1200.75,0.99,1299.72,1233.91,0.97,1401.14,1239.22,0.97
5,0.167,1330.66,846.47,0.99,1350.39,827.63,0.99,1311.24,828.36,0.99,1375.99,836.19,0.92,1285.64,839.14,0.91,1407.17,934.84,1.0,1258.55,944.26,1.0,1423.72,1086.03,1.0,1253.47,1088.16,1.0,1355.77,1178.14,1.0,1310.82,1181.6,0.99,1389.57,1130.54,1.0,1287.46,1136.2,1.0,1498.93,1183.27,0.99,1179.42,1201.41,0.99,1300.52,1231.35,0.97,1401.81,1238.2,0.97
6,0.2,1330.4,846.32,0.99,1349.99,827.31,0.99,1310.93,828.35,0.99,1375.83,835.42,0.92,1285.5,839.09,0.9,1407.48,934.0,1.0,1259.32,943.97,1.0,1423.62,1085.3,1.0,1253.42,1087.73,1.0,1355.25,1179.56,1.0,1312.37,1182.98,0.99,1389.25,1129.93,1.0,1287.34,1135.67,1.0,1498.77,1182.28,0.99,1179.33,1200.71,0.99,1301.87,1232.68,0.97,1402.96,1237.4,0.97
7,0.233,1329.84,846.29,0.99,1349.53,827.6,0.99,1310.93,828.3,0.99,1375.45,835.6,0.92,1285.92,838.44,0.9,1407.06,934.23,1.0,1259.43,943.8,1.0,1423.33,1086.26,1.0,1253.55,1088.98,1.0,1354.95,1178.66,1.0,1311.66,1182.62,0.99,1389.45,1132.11,1.0,1287.97,1137.65,1.0,1497.88,1182.07,0.99,1178.49,1200.19,0.99,1301.19,1233.38,0.97,1402.63,1237.95,0.97
8,0.267,1329.71,846.5,0.99,1349.4,827.84,0.99,1310.85,828.45,0.99,1375.12,836.06,0.93,1285.7,838.73,0.9,1406.72,934.5,1.0,1258.51,944.44,1.0,1423.37,1086.88,1.0,1254.44,1091.54,1.0,1354.14,1179.1,1.0,1313.0,1183.5,0.99,1388.81,1133.1,1.0,1286.85,1138.89,1.0,1501.05,1182.5,0.99,1177.02,1200.57,0.99,1300.3,1234.97,0.97,1406.3,1241.07,0.97
9,0.3,1329.56,846.45,0.99,1349.16,827.83,0.99,1310.73,828.51,0.99,1374.94,835.94,0.92,1285.71,838.8,0.9,1407.2,934.39,1.0,1258.93,943.92,1.0,1424.23,1086.02,1.0,1254.45,1089.61,1.0,1355.34,1178.87,1.0,1312.11,1183.48,0.99,1389.45,1132.19,1.0,1287.48,1137.55,1.0,1499.78,1183.27,0.99,1176.48,1199.7,0.99,1300.41,1235.74,0.98,1404.52,1240.7,0.97
10,0.333,1328.96,846.47,0.99,1348.75,827.66,0.99,1309.87,828.32,0.99,1374.78,835.46,0.92,1284.76,838.31,0.9,1406.6,933.6,1.0,1258.97,943.54,1.0,1424.4,1084.85,1.0,1253.66,1088.81,1.0,1354.72,1179.25,1.0,1311.57,1182.37,0.99,1388.62,1130.25,1.0,1287.13,1135.88,1.0,1499.74,1182.45,0.99,1178.36,1200.15,0.99,1298.73,1231.64,0.97,1401.69,1238.44,0.97
11,0.367,1328.83,846.24,0.99,1348.58,827.68,0.99,1309.82,828.23,0.99,1374.46,836.23,0.92,1284.71,838.84,0.9,1406.39,933.78,1.0,1258.41,943.47,1.0,1423.42,1085.26,1.0,1253.32,1088.96,1.0,1355.53,1178.88,1.0,1311.55,1182.99,0.99,1389.1,1131.73,1.0,1287.32,1137.27,1.0,1500.6,1182.14,0.99,1177.08,1199.48,0.99,1299.24,1233.31,0.97,1401.93,1238.53,0.97
12,0.4,1329.38,846.59,0.99,1348.9,827.68,0.99,1310.11,828.76,0.99,1374.68,835.61,0.92,1284.81,839.36,0.9,1406.8,934.14,1.0,1258.75,944.79,1.0,1423.18,1086.12,1.0,1254.55,1090.25,1.0,1355.62,1178.4,1.0,1312.64,1182.94,0.99,1388.81,1132.99,1.0,1287.05,1139.01,1.0,1498.43,1180.86,0.99,1178.21,1199.71,0.99,1300.48,1233.69,0.97,1400.52,1238.02,0.97
13,0.433,1328.72,846.09,0.99,1348.47,827.71,0.99,1310.0,828.16,0.99,1374.44,836.36,0.93,1285.06,838.62,0.9,1406.77,934.47,1.0,1258.33,944.22,1.0,1423.85,1086.07,1.0,1253.53,1089.99,1.0,1354.43,1178.76,1.0,1312.41,1183.34,0.99,1389.28,1132.76,1.0,1287.26,1138.41,1.0,1498.06,1180.63,0.99,1177.65,1199.57,0.99,1300.34,1233.73,0.97,1401.08,1237.7,0.97
14,0.467,1329.07,847.15,0.99,1348.94,828.22,0.99,1309.66,828.91,0.99,1374.96,836.32,0.92,1284.15,839.24,0.9,1406.6,934.73,1.0,1258.73,944.68,1.0,1423.4,1086.43,1.0,1253.78,1090.24,1.0,1354.9,1179.0,1.0,1313.34,1184.07,0.99,1388.24,1131.3,1.0,1286.61,1136.94,1.0,1498.6,1181.52,0.99,1177.81,1200.07,0.99,1298.81,1232.77,0.97,1401.36,1238.58,0.97
15,0.5,1328.92,847.02,0.99,1348.85,828.03,0.99,1309.55,828.69,0.99,1374.92,836.21,0.92,1284.07,839.07,0.9,1406.59,934.27,1.0,1258.4,944.68,1.0,1423.28,1085.2,1.0,1254.43,1090.12,1.0,1354.79,1179.52,1.0,1313.27,1183.78,0.99,1389.62,1129.75,1.0,1287.7,1135.61,1.0,1498.22,1181.97,0.99,1178.53,1200.33,0.99,1301.13,1232.86,0.97,1403.5,1237.36,0.97
16,0.533,1328.74,846.67,0.99,1348.21,827.97,0.99,1309.6,828.79,0.99,1373.69,835.9,0.92,1284.01,839.13,0.91,1406.03,934.4,1.0,1258.69,944.46,1.0,1423.81,1085.96,1.0,1254.19,1090.07,1.0,1355.03,1178.33,1.0,1312.11,1183.71,0.99,1388.35,1132.05,1.0,1287.07,1137.58,1.0,1497.82,1181.96,0.99,1177.37,1199.55,0.99,1300.17,1234.98,0.97,1402.95,1239.33,0.97
17,0.567,1328.81,847.35,0.99,1348.59,828.36,0.99,1309.43,829.21,0.99,1374.67,836.11,0.92,1284.02,839.43,0.9,1406.76,934.12,1.0,1259.0,944.72,1.0,1423.66,1085.65,1.0,1254.57,1090.41,1.0,1355.52,1177.71,1.0,1312.0,1182.91,0.99,1389.01,1131.47,1.0,1287.46,1137.3,1.0,1498.31,1181.34,0.99,1177.69,1199.78,0.99,1299.33,1233.54,0.97,1401.66,1239.02,0.97
18,0.6,1328.45,846.78,0.99,1348.31,828.11,0.99,1309.43,828.53,0.99,1374.18,836.43,0.92,1284.21,838.73,0.9,1406.31,934.41,1.0,1258.63,944.3,1.0,1422.66,1086.68,1.0,1254.3,1091.09,1.0,1354.8,1178.95,1.0,1312.39,1184.14,0.99,1388.21,1131.04,1.0,1286.63,1136.65,1.0,1497.32,1180.98,0.99,1177.39,1200.06,0.99,1299.56,1233.3,0.97,1401.2,1238.64,0.97
19,0.633,1328.55,847.01,0.99,1348.44,828.09,0.99,1309.28,828.79,0.99,1374.69,835.94,0.93,1284.03,838.89,0.9,1406.85,934.48,1.0,1258.24,944.44,1.0,1423.2,1085.51,1.0,1253.41,1090.15,1.0,1355.68,1178.5,1.0,1312.04,1183.67,0.99,1388.86,1131.13,1.0,1286.81,1136.67,1.0,1497.74,1182.23,0.99,1178.0,1198.91,0.99,1299.41,1232.15,0.97,1401.1,1238.7,0.97
