Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1451.28,821.19,0.99,1469.28,802.48,0.99,1432.87,802.45,0.99,1494.04,808.37,0.9,1409.6,811.15,0.89,1528.76,904.4,1.0,1380.49,917.1,1.0,1555.46,1043.94,0.99,1380.02,1057.19,1.0,1530.2,1145.87,0.99,1416.7,1163.43,0.99,1512.94,1113.7,1.0,1409.74,1120.16,1.0,1608.99,1162.19,0.98,1328.4,1184.49,0.99,1482.37,1204.55,0.94,1456.36,1215.69,0.94
1,0.033,1451.4,824.03,0.99,1470.9,805.42,0.99,1433.2,804.97,0.99,1496.84,812.39,0.88,1409.12,812.57,0.88,1528.77,905.62,1.0,1382.57,915.11,1.0,1550.34,1043.31,1.0,1372.57,1063.05,0.99,1531.0,1149.03,0.99,1418.09,1168.12,0.99,1514.68,1119.03,1.0,1413.14,1125.39,1.0,1609.15,1168.63,0.99,1335.68,1180.49,0.99,1481.38,1204.4,0.95,1464.53,1223.46,0.95
2,0.067,1451.34,823.07,0.99,1470.65,804.64,0.99,1433.44,804.13,0.99,1496.4,811.83,0.89,1409.77,811.9,0.87,1528.79,905.53,1.0,1382.87,914.15,1.0,1549.9,1043.79,0.99,1372.1,1062.22,0.99,1530.69,1150.22,0.99,1418.36,1168.3,0.99,1514.9,1118.95,1.0,1413.8,1124.79,1.0,1607.78,1170.91,0.99,1335.75,1180.75,0.99,1478.75,1205.23,0.96,1469.05,1224.31,0.96
3,0.1,1451.5,823.33,0.99,1470.79,804.99,0.99,1433.6,804.44,0.99,1496.69,812.11,0.88,1409.99,812.1,0.87,1529.36,906.24,1.0,1383.4,913.84,1.0,1549.62,1044.48,1.0,1371.6,1060.05,0.99,1530.96,1150.16,0.99,1416.35,1166.09,0.99,1514.77,1119.45,1.0,1413.95,1124.81,1.0,1609.06,1169.83,0.99,1335.93,1178.86,0.99,1474.58,1204.61,0.96,1471.5,1225.2,0.96
4,0.133,1451.67,823.69,0.99,1471.13,805.45,0.99,1433.59,804.67,0.99,1496.75,813.08,0.88,1409.24,812.57,0.88,1528.06,907.14,1.0,1382.41,914.97,1.0,1547.74,1044.51,0.99,1372.46,1061.92,0.99,1531.03,1149.51,0.99,1417.77,1167.83,0.99,1514.24,1120.0,1.0,1413.43,1125.47,1.0,1608.7,1167.7,0.99,1331.96,1176.26,0.99,1474.12,1206.34,0.97,1473.19,1226.32,0.97
5,0.167,1451.34,823.55,0.99,1470.75,805.31,0.99,1433.57,804.64,0.99,1496.55,812.45,0.88,1409.8,812.15,0.87,1528.11,905.89,1.0,1383.22,914.54,1.0,1549.42,1041.78,1.0,1371.9,1060.52,0.99,1531.89,1148.13,0.99,1417.5,1166.57,0.99,1515.13,1120.11,1.0,1414.71,1125.98,1.0,1609.1,1168.18,0.99,1333.03,1178.22,0.99,1477.26,1206.01,0.96,1471.24,1225.18,0.96
6,0.2,1452.68,822.1,0.99,1470.31,803.03,0.99,1433.73,803.42,0.99,1494.26,807.28,0.89,1409.53,811.26,0.9,1529.21,903.91,1.0,1380.38,915.71,1.0,1556.42,1044.17,0.99,1379.89,1056.16,1.0,1529.2,1147.79,0.99,1416.49,1163.72,0.99,1513.24,1115.67,1.0,1411.27,1121.12,1.0,1603.69,1168.01,0.99,1325.74,1183.64,0.99,1464.93,1205.14,0.94,1471.66,1219.72,0.95
7,0.233,1451.53,822.9,0.99,1470.7,804.38,0.99,1433.66,804.15,0.99,1496.73,811.4,0.89,1410.23,812.03,0.86,1530.05,905.98,1.0,1383.12,915.24,1.0,1549.69,1044.22,0.99,1371.35,1062.99,0.99,1531.56,1149.3,0.99,1417.56,1169.97,0.99,1515.92,1119.76,1.0,1413.69,1126.19,1.0,1609.8,1170.28,0.99,1338.13,1182.7,0.99,1486.82,1204.04,0.95,1464.63,1223.3,0.95
8,0.267,1451.1,823.82,0.99,1470.7,805.43,0.99,1433.27,804.65,0.99,1496.73,812.54,0.89,1409.6,811.89,0.86,1528.18,906.1,1.0,1382.94,914.48,1.0,1549.71,1043.37,1.0,1371.5,1060.74,0.99,1531.99,1148.74,0.99,1417.45,1167.47,0.99,1514.08,1120.15,1.0,1413.56,1126.33,1.0,1610.14,1168.79,0.99,1339.05,1181.83,0.99,1478.63,1204.18,0.96,1469.78,1223.83,0.96
9,0.3,1451.23,824.19,0.99,1470.46,805.87,0.99,1433.35,805.38,0.99,1496.14,812.74,0.88,1409.65,812.87,0.86,1527.8,905.67,1.0,1383.17,915.08,1.0,1548.37,1043.12,1.0,1371.69,1062.65,0.99,1532.68,1147.62,0.99,1417.33,1168.76,0.99,1512.59,1120.9,1.0,1413.36,1127.23,1.0,1609.32,1169.77,0.99,1339.75,1182.25,0.99,1462.74,1207.88,0.96,1478.04,1226.57,0.96
10,0.333,1451.43,825.11,0.99,1470.99,806.21,0.99,1433.04,805.91,0.99,1497.24,812.49,0.88,1408.95,813.01,0.86,1528.38,905.98,1.0,1383.64,914.73,1.0,1548.97,1043.86,0.99,1372.24,1061.44,0.99,1531.71,1147.63,0.99,1418.0,1168.33,0.99,1513.26,1118.91,1.0,1413.06,1124.88,1.0,1608.27,1168.22,0.99,1337.06,1179.57,0.99,1475.93,1205.15,0.96,1467.88,1224.45,0.96
11,0.367,1451.06,824.91,0.99,1470.8,806.3,0.99,1433.04,805.55,0.99,1497.05,812.74,0.88,1408.88,812.16,0.87,1528.53,906.52,1.0,1382.72,914.27,1.0,1549.66,1043.56,1.0,1371.65,1059.97,0.99,1531.36,1148.27,0.99,1417.23,1166.95,0.99,1514.33,1119.9,1.0,1413.07,1125.49,1.0,1608.05,1166.76,0.99,1334.46,1177.41,0.99,1484.18,1203.83,0.96,1465.03,1222.78,0.96
12,0.4,1451.19,823.74,0.99,1470.78,805.32,0.99,1433.11,804.61,0.99,1496.73,812.72,0.88,1409.22,812.42,0.86,1527.7,906.26,1.0,1382.82,914.41,1.0,1548.06,1044.72,0.99,1373.35,1062.55,0.99,1531.23,1148.97,0.99,1419.06,1167.4,0.99,1514.69,1119.37,1.0,1414.76,1124.97,1.0,1607.59,1168.6,0.99,1333.27,1176.86,0.99,1469.11,1205.16,0.96,1477.34,1226.29,0.96
13,0.433,1450.96,823.63,0.99,1470.29,805.19,0.99,1433.08,804.66,0.99,1496.17,812.11,0.88,1409.17,812.08,0.87,1528.0,905.36,1.0,1383.09,914.58,1.0,1549.99,1042.85,0.99,1371.83,1061.8,0.99,1532.54,1147.85,0.99,1418.68,1168.18,0.99,1514.0,1117.65,1.0,1413.44,1123.92,1.0,1608.58,1163.94,0.99,1336.32,1176.28,0.99,1483.87,1206.78,0.96,1469.11,1223.59,0.96
14,0.467,1451.37,823.62,0.99,1470.7,805.23,0.99,1433.49,804.68,0.99,1496.61,811.82,0.88,1409.71,811.92,0.86,1528.1,905.43,1.0,1383.54,913.79,1.0,1548.78,1042.26,0.99,1372.68,1061.48,0.99,1531.77,1149.05,0.99,1418.25,1170.01,0.99,1514.06,1119.16,1.0,1414.37,1124.5,1.0,1608.75,1168.23,0.99,1331.97,1174.77,0.99,1466.27,1206.09,0.96,1474.87,1227.16,0.97
15,0.5,1451.58,823.67,0.99,1470.95,805.05,0.99,1433.43,804.52,0.99,1496.62,811.8,0.88,1409.23,811.97,0.87,1528.49,906.22,1.0,1382.91,914.43,1.0,1549.23,1044.59,1.0,1373.11,1063.62,0.99,1530.92,1151.1,0.99,1418.96,1170.21,0.99,1514.23,1118.53,1.0,1413.79,1123.74,1.0,1606.19,1170.23,0.99,1330.82,1175.97,0.99,1468.55,1204.53,0.96,1473.52,1226.45,0.96
16,0.533,1451.34,823.86,0.99,1470.8,805.31,0.99,1433.26,804.65,0.99,1496.61,811.81,0.88,1409.09,811.51,0.87,1528.37,906.15,1.0,1382.73,914.16,1.0,1550.62,1043.82,1.0,1371.62,1062.05,0.99,1530.9,1149.92,0.99,1419.19,1169.5,0.99,1514.23,1119.17,1.0,1413.43,1124.73,1.0,1607.94,1170.83,0.99,1338.71,1179.63,0.99,1477.64,1202.11,0.95,1464.12,1222.99,0.95
17,0.567,1451.44,824.09,0.99,1470.86,805.4,0.99,1433.23,804.92,0.99,1496.52,811.79,0.88,1409.15,811.99,0.87,1528.62,905.4,1.0,1382.43,914.18,1.0,1549.45,1043.43,1.0,1372.06,1062.82,0.99,1531.13,1149.07,0.99,1418.93,1167.95,0.99,1515.32,1119.56,1.0,1414.65,1125.46,1.0,1609.2,1174.48,0.99,1339.12,1183.14,0.99,1469.49,1202.53,0.96,1472.67,1224.46,0.96
18,0.6,1450.96,823.15,0.99,1470.57,804.74,0.99,1433.02,804.13,0.99,1496.91,812.18,0.89,1409.45,812.0,0.86,1528.65,906.19,1.0,1383.02,914.67,1.0,1549.63,1043.53,1.0,1371.82,1061.6,0.99,1531.46,1148.68,0.99,1418.27,1168.31,0.99,1514.76,1118.75,1.0,1413.83,1124.6,1.0,1610.18,1167.78,0.99,1335.41,1178.26,0.99,1479.12,1206.55,0.96,1471.13,1224.68,0.96
