Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1268.91,1137.97,0.99,1290.05,1121.14,1.0,1251.94,1120.56,0.99,1317.66,1125.21,0.96,1228.55,1124.8,0.88,1349.71,1221.87,1.0,1202.14,1223.6,1.0,1378.09,1366.26,1.0,1191.21,1371.31,1.0,1330.59,1478.39,1.0,1243.76,1478.37,1.0,1337.42,1430.48,1.0,1236.42,1429.88,1.0,1469.76,1487.93,0.99,1106.85,1471.6,0.99,1236.33,1520.02,0.96,1326.07,1527.07,0.97
1,0.033,1268.78,1137.67,0.99,1289.74,1120.6,1.0,1251.95,1120.32,0.99,1318.11,1124.44,0.96,1229.5,1124.79,0.86,1350.91,1222.16,1.0,1203.34,1223.3,1.0,1379.32,1366.49,1.0,1190.93,1370.5,1.0,1330.02,1477.75,1.0,1243.92,1478.34,1.0,1338.02,1429.52,1.0,1237.27,1428.23,1.0,1468.37,1490.24,0.99,1107.12,1470.21,0.99,1233.17,1519.47,0.96,1327.56,1526.05,0.96
2,0.067,1269.24,1136.29,0.99,1290.08,1119.54,1.0,1252.41,1119.29,0.99,1317.97,1123.81,0.96,1229.6,1124.17,0.87,1349.91,1221.32,1.0,1202.62,1223.23,1.0,1378.99,1364.72,1.0,1191.26,1369.58,1.0,1330.23,1478.53,1.0,1243.3,1479.08,1.0,1337.62,1430.85,1.0,1236.83,1430.16,1.0,1468.32,1490.57,0.99,1107.0,1472.42,0.99,1232.64,1519.34,0.95,1325.56,1524.99,0.96
3,0.1,1269.73,1136.87,0.99,1290.6,1119.97,1.0,1252.54,1119.72,0.99,1318.24,1124.67,0.96,1229.52,1125.16,0.88,1350.35,1221.31,1.0,1203.23,1223.69,1.0,1380.15,1364.04,1.0,1191.69,1370.57,1.0,1330.63,1477.88,1.0,1244.84,1479.47,1.0,1338.62,1428.78,1.0,1238.35,1428.21,1.0,1470.39,1489.29,0.99,1107.58,1470.74,0.99,1229.89,1519.57,0.96,1331.53,1526.77,0.96
4,0.133,1269.28,1136.3,0.99,1290.07,1119.62,1.0,1252.33,1119.24,0.99,1317.61,1124.75,0.96,1229.38,1124.9,0.88,1350.24,1221.62,1.0,1202.24,1223.78,1.0,1378.69,1365.79,1.0,1191.39,1371.78,1.0,1331.15,1478.81,1.0,1244.67,1480.44,1.0,1338.11,1431.17,1.0,1237.01,1430.65,1.0,1470.72,1489.03,0.99,1105.02,1472.01,0.99,1229.74,1520.99,0.96,1329.99,1527.35,0.96
5,0.167,1269.43,1137.27,0.99,1290.55,1120.35,1.0,1252.37,1119.81,0.99,1318.41,1125.28,0.96,1229.49,1125.03,0.87,1349.81,1221.17,1.0,1202.68,1223.26,1.0,1379.47,1365.03,1.0,1191.31,1371.31,1.0,1330.51,1477.15,1.0,1244.31,1480.0,1.0,1337.65,1428.98,1.0,1237.2,1428.45,1.0,1470.06,1490.06,0.99,1106.26,1472.98,0.99,1228.72,1519.67,0.96,1329.39,1526.84,0.96
6,0.2,1269.37,1137.25,0.99,1290.61,1120.45,1.0,1252.3,1119.77,0.99,1318.61,1125.32,0.96,1229.2,1124.75,0.88,1350.07,1221.97,1.0,1202.59,1223.09,1.0,1379.22,1366.23,1.0,1191.24,1371.4,1.0,1330.04,1477.47,1.0,1244.85,1479.58,1.0,1337.52,1430.04,1.0,1237.16,1428.88,1.0,1470.29,1489.34,0.99,1106.34,1470.11,0.99,1226.41,1521.46,0.96,1332.14,1528.89,0.96
7,0.233,1269.45,1137.68,0.99,1290.74,1120.74,1.0,1252.32,1120.06,0.99,1318.64,1125.15,0.96,1228.98,1124.59,0.88,1349.83,1221.76,1.0,1202.43,1223.14,1.0,1379.3,1365.1,1.0,1191.24,1370.85,1.0,1329.99,1477.11,1.0,1244.36,1479.72,1.0,1337.56,1429.85,1.0,1237.15,1428.86,1.0,1469.79,1490.21,0.99,1106.31,1471.03,0.99,1227.38,1521.26,0.96,1329.64,1529.56,0.96
8,0.267,1268.96,1137.56,0.99,1290.27,1120.68,1.0,1252.17,1119.91,0.99,1318.68,1125.34,0.96,1229.54,1124.53,0.87,1350.5,1221.93,1.0,1202.44,1223.27,1.0,1379.6,1365.71,1.0,1191.83,1371.02,1.0,1329.91,1477.67,1.0,1244.18,1479.53,1.0,1337.32,1429.6,1.0,1236.39,1428.64,1.0,1468.66,1490.55,0.99,1106.7,1472.31,0.99,1227.96,1520.13,0.96,1328.88,1527.72,0.96
9,0.3,1268.93,1136.96,0.99,1290.23,1120.36,1.0,1252.28,1119.43,0.99,1318.38,1125.04,0.96,1229.42,1123.88,0.87,1349.92,1221.73,1.0,1202.44,1223.18,1.0,1378.98,1365.09,1.0,1191.58,1371.02,1.0,1329.71,1477.83,1.0,1244.4,1479.39,1.0,1338.15,1430.31,1.0,1237.59,1429.44,1.0,1469.68,1489.85,0.99,1106.76,1471.69,0.99,1227.66,1520.83,0.96,1329.15,1528.6,0.96
10,0.333,1268.31,1137.65,0.99,1289.81,1120.87,1.0,1251.61,1119.86,0.99,1318.68,1125.52,0.96,1229.21,1124.2,0.86,1350.51,1222.13,1.0,1203.11,1222.61,1.0,1378.76,1366.57,1.0,1192.17,1370.45,1.0,1329.62,1475.81,1.0,1242.95,1478.21,1.0,1337.14,1429.56,1.0,1236.72,1428.03,1.0,1468.04,1490.12,0.99,1107.09,1471.1,0.99,1226.51,1519.54,0.96,1327.95,1527.26,0.96
11,0.367,1268.28,1137.36,0.99,1289.59,1120.44,1.0,1251.45,1119.92,0.99,1318.69,1124.7,0.96,1229.09,1124.47,0.85,1350.09,1221.49,1.0,1202.62,1223.26,1.0,1380.11,1364.53,1.0,1191.5,1370.62,1.0,1330.76,1476.29,1.0,1243.43,1478.34,1.0,1337.94,1429.32,1.0,1237.33,1428.49,1.0,1469.77,1489.94,0.99,1106.85,1470.3,0.99,1227.71,1519.38,0.96,1327.78,1527.81,0.97
