Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1414.67,1099.81,0.99,1433.35,1082.45,0.99,1396.34,1083.4,0.99,1457.43,1089.57,0.93,1373.31,1092.82,0.93,1490.82,1183.21,1.0,1343.44,1194.82,1.0,1538.07,1320.22,1.0,1301.61,1325.93,0.99,1605.45,1404.23,0.99,1269.82,1424.22,0.99,1461.64,1382.4,1.0,1363.44,1389.49,1.0,1618.07,1435.28,0.99,1273.97,1467.52,0.99,1407.33,1499.9,0.97,1469.16,1477.94,0.97
1,0.033,1414.45,1099.77,0.99,1432.22,1082.31,0.99,1396.31,1083.48,0.99,1457.45,1090.13,0.88,1372.44,1093.02,0.88,1492.75,1182.27,1.0,1341.9,1191.07,1.0,1535.22,1320.39,0.99,1293.46,1331.9,0.98,1602.2,1408.53,0.99,1272.87,1425.96,0.97,1457.17,1390.51,1.0,1353.05,1396.33,1.0,1611.21,1446.94,0.99,1322.78,1462.74,0.99,1416.52,1486.78,0.96,1429.79,1486.48,0.96
2,0.067,1414.08,1099.86,0.99,1431.8,1082.55,0.99,1395.98,1083.66,0.99,1457.03,1090.63,0.88,1372.23,1093.47,0.88,1492.37,1182.6,1.0,1341.41,1191.2,1.0,1535.26,1320.16,0.99,1293.56,1332.74,0.98,1602.67,1408.2,0.99,1272.9,1427.83,0.97,1457.85,1391.1,1.0,1354.08,1396.8,1.0,1613.59,1446.59,0.99,1325.1,1459.73,0.99,1414.27,1487.77,0.97,1436.17,1488.36,0.96
3,0.1,1413.94,1099.63,0.99,1431.63,1082.32,0.99,1395.86,1083.45,0.99,1456.81,1090.44,0.88,1372.07,1093.23,0.88,1492.24,1182.28,1.0,1341.12,1191.01,1.0,1535.47,1320.19,0.99,1293.43,1332.67,0.98,1603.26,1408.79,0.99,1273.27,1428.54,0.97,1457.41,1391.46,1.0,1353.23,1397.37,1.0,1613.72,1446.03,0.99,1325.87,1460.56,0.99,1417.72,1486.49,0.96,1431.67,1486.45,0.96
4,0.133,1413.94,1099.17,0.99,1431.77,1081.89,0.99,1395.99,1083.0,0.99,1457.28,1090.29,0.89,1372.54,1093.03,0.87,1492.32,1182.46,1.0,1341.74,1190.76,1.0,1535.03,1320.43,0.99,1293.37,1331.51,0.98,1603.33,1408.31,0.99,1272.69,1426.46,0.97,1456.72,1391.74,1.0,1352.8,1397.37,1.0,1613.75,1445.85,0.99,1324.7,1460.43,0.99,1416.29,1487.78,0.97,1432.02,1486.12,0.96
5,0.167,1413.93,1099.23,0.99,1431.4,1081.72,0.99,1395.88,1083.25,0.99,1456.74,1089.59,0.89,1372.43,1093.31,0.87,1492.73,1182.12,1.0,1342.3,1191.14,1.0,1535.43,1320.68,0.99,1293.58,1332.36,0.98,1603.2,1408.45,0.99,1273.13,1426.85,0.97,1457.21,1390.78,1.0,1353.17,1396.53,1.0,1612.51,1446.75,0.99,1322.03,1461.17,0.99,1416.36,1487.19,0.97,1428.42,1485.79,0.96
6,0.2,1413.81,1099.63,0.99,1431.36,1082.14,0.99,1395.7,1083.51,0.99,1456.65,1089.97,0.88,1372.1,1093.35,0.87,1492.46,1182.28,1.0,1341.91,1191.08,1.0,1535.04,1320.36,0.99,1293.32,1331.99,0.98,1602.82,1407.79,0.99,1272.84,1426.34,0.97,1457.01,1391.0,1.0,1353.09,1396.73,1.0,1611.84,1446.8,0.99,1323.81,1461.13,0.99,1415.97,1486.92,0.96,1428.25,1486.65,0.96
7,0.233,1413.77,1099.2,0.99,1431.43,1081.77,0.99,1395.7,1083.08,0.99,1456.92,1089.84,0.89,1372.22,1093.11,0.87,1492.92,1182.33,1.0,1342.02,1191.06,1.0,1535.06,1320.11,0.99,1293.46,1331.84,0.98,1603.25,1408.44,0.99,1272.69,1426.6,0.97,1457.27,1390.79,1.0,1352.93,1396.42,1.0,1611.82,1446.62,0.99,1321.31,1460.74,0.99,1417.1,1486.63,0.97,1428.12,1486.69,0.96
8,0.267,1414.0,1099.44,0.99,1431.6,1081.89,0.99,1395.91,1083.31,0.99,1456.93,1089.83,0.89,1372.42,1093.29,0.87,1492.85,1182.46,1.0,1342.05,1191.43,1.0,1535.25,1320.24,0.99,1293.09,1332.5,0.98,1603.2,1407.84,0.99,1272.8,1427.7,0.97,1458.16,1389.74,1.0,1354.01,1395.41,1.0,1609.51,1447.4,0.99,1322.42,1461.32,0.99,1417.67,1486.45,0.96,1425.75,1484.88,0.96
9,0.3,1413.86,1099.3,0.99,1431.51,1081.89,0.99,1395.81,1083.16,0.99,1456.84,1090.08,0.89,1372.39,1093.28,0.87,1492.76,1182.1,1.0,1342.02,1190.9,1.0,1535.02,1320.03,0.99,1293.3,1332.13,0.98,1602.76,1407.25,0.99,1272.38,1427.82,0.97,1458.92,1388.99,1.0,1355.16,1394.69,1.0,1611.6,1445.69,0.99,1324.06,1459.26,0.99,1417.48,1487.35,0.97,1433.58,1487.25,0.97
10,0.333,1413.77,1099.19,0.99,1431.47,1081.82,0.99,1395.8,1082.92,0.99,1456.77,1089.95,0.88,1372.32,1092.72,0.87,1492.74,1182.26,1.0,1342.2,1190.4,1.0,1534.93,1319.91,0.99,1293.67,1330.99,0.98,1602.38,1407.84,0.99,1273.65,1427.32,0.97,1458.5,1389.05,1.0,1354.74,1394.45,1.0,1612.33,1446.23,0.99,1324.23,1459.74,0.99,1416.97,1486.69,0.97,1431.34,1486.26,0.96
