Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1504.82,1085.24,0.99,1526.13,1065.42,1.0,1486.03,1065.6,0.99,1552.77,1068.01,0.94,1460.75,1069.24,0.9,1585.37,1171.04,1.0,1424.57,1173.41,1.0,1628.43,1304.19,1.0,1384.87,1311.29,0.99,1687.1,1406.46,0.99,1334.44,1420.71,0.99,1558.6,1397.98,1.0,1447.16,1399.45,1.0,1713.92,1475.78,0.99,1327.93,1466.73,0.99,1513.72,1481.99,0.96,1545.38,1504.85,0.96
1,0.033,1504.62,1084.89,0.99,1525.9,1065.26,1.0,1485.89,1065.39,0.99,1552.31,1068.02,0.94,1460.48,1069.15,0.91,1584.8,1170.34,1.0,1424.42,1173.28,1.0,1628.21,1302.71,1.0,1384.38,1310.99,1.0,1686.95,1406.19,0.99,1334.14,1422.47,0.99,1559.0,1397.63,1.0,1448.01,1399.53,1.0,1715.11,1474.11,0.99,1329.55,1466.73,0.99,1516.28,1484.26,0.97,1552.3,1505.74,0.97
2,0.067,1504.9,1085.16,0.99,1526.02,1065.53,1.0,1486.07,1065.68,1.0,1551.91,1068.36,0.93,1460.29,1069.52,0.92,1584.91,1170.46,1.0,1424.1,1173.22,1.0,1627.82,1302.23,1.0,1384.26,1310.77,1.0,1686.6,1406.49,0.99,1334.26,1423.69,0.99,1558.88,1396.67,1.0,1447.38,1398.37,1.0,1713.23,1475.07,0.99,1328.91,1466.78,0.99,1519.48,1483.11,0.97,1546.78,1504.92,0.97
3,0.1,1504.44,1086.02,0.99,1525.66,1066.59,1.0,1485.87,1066.41,1.0,1551.26,1069.16,0.93,1459.79,1069.59,0.92,1584.1,1170.35,1.0,1423.8,1173.37,1.0,1627.79,1302.14,1.0,1384.18,1311.61,0.99,1687.04,1405.56,0.99,1333.4,1421.82,0.99,1559.33,1396.92,1.0,1448.5,1398.73,1.0,1715.04,1474.06,0.99,1327.0,1466.88,0.99,1512.79,1485.15,0.97,1553.45,1506.61,0.97
4,0.133,1504.35,1086.18,0.99,1525.89,1066.58,1.0,1485.63,1066.29,1.0,1551.8,1069.17,0.93,1459.51,1069.33,0.92,1584.23,1170.84,1.0,1423.66,1173.33,1.0,1627.95,1303.97,1.0,1384.73,1311.6,1.0,1686.95,1406.33,0.99,1333.33,1421.85,0.99,1559.66,1397.53,1.0,1448.79,1399.23,1.0,1713.4,1474.57,0.99,1327.25,1467.85,0.99,1512.9,1484.45,0.97,1554.99,1506.72,0.97
5,0.167,1504.25,1086.01,0.99,1525.56,1066.4,1.0,1485.58,1066.33,0.99,1551.41,1068.87,0.93,1459.59,1069.53,0.92,1584.26,1170.98,1.0,1423.57,1173.57,1.0,1627.5,1302.44,1.0,1384.69,1310.66,0.99,1686.51,1405.26,0.99,1333.13,1421.61,0.99,1559.66,1396.76,1.0,1448.33,1398.48,1.0,1712.99,1474.78,0.99,1327.69,1466.92,0.99,1518.55,1482.9,0.97,1551.76,1505.45,0.97
6,0.2,1504.47,1086.01,0.99,1525.68,1066.46,1.0,1485.66,1066.52,1.0,1551.49,1069.07,0.93,1459.36,1070.01,0.92,1583.96,1170.67,1.0,1423.61,1173.55,1.0,1627.9,1302.73,1.0,1385.03,1310.29,0.99,1686.58,1405.26,0.99,1334.14,1419.68,0.99,1559.26,1396.29,1.0,1448.09,1398.16,1.0,1714.47,1472.52,0.99,1325.91,1465.34,0.99,1516.25,1484.81,0.97,1550.89,1507.2,0.97
7,0.233,1504.45,1086.27,0.99,1525.7,1066.71,1.0,1485.66,1066.6,1.0,1551.31,1069.29,0.92,1459.33,1069.86,0.92,1584.03,1171.0,1.0,1423.49,1173.0,1.0,1627.61,1303.06,1.0,1385.3,1309.9,0.99,1687.04,1405.88,0.99,1334.49,1420.07,0.99,1559.02,1396.31,1.0,1447.98,1397.7,1.0,1712.1,1474.81,0.99,1327.15,1466.04,0.99,1514.4,1482.34,0.97,1551.94,1505.96,0.97
8,0.267,1504.51,1086.33,0.99,1525.41,1066.75,1.0,1485.71,1066.97,1.0,1550.84,1069.25,0.92,1459.53,1070.58,0.92,1584.28,1170.9,1.0,1423.66,1173.52,1.0,1627.74,1303.03,1.0,1384.53,1310.14,0.99,1686.68,1406.52,0.99,1333.88,1420.52,0.99,1559.15,1397.24,1.0,1447.93,1398.97,1.0,1712.5,1475.06,0.99,1328.92,1467.09,0.99,1517.99,1482.67,0.97,1549.55,1505.67,0.97
9,0.3,1504.56,1085.89,0.99,1525.4,1066.54,1.0,1485.88,1066.58,1.0,1550.42,1069.11,0.92,1459.41,1070.06,0.93,1583.64,1170.44,1.0,1423.61,1173.41,1.0,1626.74,1300.86,1.0,1384.97,1309.73,0.99,1686.29,1405.33,0.99,1333.63,1419.39,0.99,1559.22,1396.99,1.0,1448.3,1398.77,1.0,1712.44,1475.5,0.99,1327.69,1467.48,0.99,1516.3,1483.12,0.97,1550.51,1505.43,0.97
