Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1414.18,871.39,0.99,1433.67,854.44,1.0,1395.78,853.69,0.99,1461.24,862.92,0.96,1374.93,863.97,0.9,1495.92,955.8,1.0,1352.21,967.06,1.0,1526.48,1099.83,1.0,1313.44,1097.13,1.0,1450.38,1182.45,1.0,1382.69,1185.67,1.0,1468.22,1158.24,1.0,1371.52,1163.1,1.0,1594.99,1203.27,0.99,1261.06,1239.18,0.99,1388.85,1254.37,0.94,1469.58,1248.97,0.94
1,0.033,1413.86,871.42,0.99,1433.22,854.87,1.0,1395.6,854.16,0.99,1460.99,863.3,0.96,1374.81,864.45,0.9,1496.35,955.66,1.0,1352.82,967.09,1.0,1525.02,1099.59,1.0,1312.28,1096.21,1.0,1448.96,1183.54,1.0,1381.7,1185.1,1.0,1468.17,1158.66,1.0,1371.59,1163.57,1.0,1595.84,1200.97,0.99,1261.63,1238.22,0.99,1390.36,1256.58,0.95,1470.02,1249.9,0.96
2,0.067,1413.62,871.72,0.99,1433.01,855.15,1.0,1395.53,854.39,0.99,1460.98,863.37,0.96,1374.92,864.39,0.9,1495.88,955.56,1.0,1352.91,966.89,1.0,1525.26,1099.2,1.0,1312.62,1095.93,1.0,1448.46,1183.17,1.0,1382.68,1185.06,1.0,1468.28,1158.22,1.0,1372.12,1163.08,1.0,1593.59,1201.53,0.99,1261.43,1238.33,0.99,1389.64,1255.99,0.95,1471.55,1249.41,0.96
3,0.1,1412.84,870.2,0.99,1433.71,853.19,0.99,1396.56,852.55,0.98,1464.45,863.22,0.94,1376.1,861.78,0.78,1496.1,955.33,1.0,1346.83,961.65,1.0,1524.84,1097.36,1.0,1313.21,1097.64,0.99,1451.94,1182.49,0.99,1385.42,1185.08,0.99,1470.59,1158.8,1.0,1365.96,1164.23,1.0,1571.16,1202.43,0.99,1281.92,1229.1,0.99,1411.3,1243.23,0.96,1462.2,1248.89,0.95
4,0.133,1413.4,871.66,0.99,1432.65,855.14,1.0,1395.39,854.54,0.99,1460.81,863.92,0.96,1375.06,865.29,0.89,1496.21,956.2,1.0,1352.41,967.91,1.0,1525.77,1099.58,1.0,1313.5,1096.96,1.0,1448.28,1183.57,1.0,1383.07,1185.89,1.0,1468.35,1158.51,1.0,1371.44,1163.62,1.0,1595.93,1201.06,0.99,1261.27,1238.02,0.99,1390.52,1256.29,0.96,1471.19,1250.06,0.96
5,0.167,1413.76,872.17,0.99,1432.88,855.26,1.0,1395.45,855.06,0.99,1461.33,862.8,0.96,1374.99,865.16,0.89,1496.86,955.87,1.0,1353.04,967.65,1.0,1525.99,1099.83,1.0,1312.88,1095.99,1.0,1448.52,1183.81,1.0,1382.36,1186.0,1.0,1468.41,1158.9,1.0,1371.58,1163.94,1.0,1595.75,1200.85,0.99,1261.47,1237.16,0.99,1390.24,1257.12,0.96,1470.51,1250.97,0.96
6,0.2,1413.09,871.79,0.99,1433.01,855.62,1.0,1395.98,855.62,0.99,1460.81,863.38,0.96,1375.02,864.59,0.91,1490.78,955.21,1.0,1351.1,966.32,1.0,1526.76,1099.1,1.0,1316.21,1095.39,1.0,1445.57,1187.61,1.0,1380.37,1184.68,1.0,1467.1,1158.15,1.0,1372.05,1164.64,1.0,1603.79,1196.18,0.99,1261.11,1232.5,0.99,1384.52,1255.55,0.97,1482.46,1249.15,0.97
7,0.233,1414.21,872.82,0.99,1433.3,855.89,1.0,1395.99,855.59,0.99,1461.31,863.19,0.96,1375.48,865.34,0.9,1496.07,955.53,1.0,1353.27,967.49,1.0,1526.11,1099.15,1.0,1313.33,1096.26,1.0,1449.0,1182.87,1.0,1382.86,1185.42,1.0,1468.1,1158.37,1.0,1372.06,1163.54,1.0,1595.11,1200.62,0.99,1261.54,1237.12,0.99,1389.35,1256.79,0.96,1474.1,1250.31,0.96
8,0.267,1412.93,872.19,0.99,1433.1,856.2,1.0,1395.95,855.91,0.99,1461.07,864.5,0.96,1374.94,864.98,0.91,1489.82,955.3,1.0,1350.89,967.02,1.0,1526.94,1098.12,1.0,1316.57,1096.2,1.0,1447.56,1186.07,1.0,1381.6,1184.92,1.0,1467.43,1157.93,1.0,1372.86,1165.01,1.0,1604.33,1194.18,0.99,1261.25,1233.02,0.99,1384.63,1256.79,0.97,1485.34,1249.45,0.97
9,0.3,1414.48,872.56,0.99,1433.56,855.64,1.0,1396.07,855.43,0.99,1461.27,862.94,0.96,1375.21,865.28,0.9,1496.21,955.65,1.0,1352.64,967.93,1.0,1525.35,1099.21,1.0,1313.48,1096.39,1.0,1447.53,1183.41,1.0,1383.29,1185.34,1.0,1468.52,1158.81,1.0,1371.91,1164.21,1.0,1594.0,1200.71,0.99,1261.95,1238.01,0.99,1390.0,1255.83,0.96,1471.76,1249.47,0.96
