Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1315.46,856.28,0.99,1335.34,837.74,0.99,1298.03,838.56,0.99,1360.13,842.53,0.92,1275.25,844.6,0.9,1392.43,934.11,1.0,1240.93,936.56,1.0,1439.83,1071.59,1.0,1206.31,1072.63,0.99,1439.82,1184.16,1.0,1219.52,1164.93,0.99,1372.82,1136.8,1.0,1270.65,1136.96,1.0,1508.76,1222.28,0.99,1158.36,1209.51,0.99,1274.58,1237.47,0.97,1379.98,1229.77,0.97
1,0.033,1314.96,856.17,0.99,1335.2,837.77,0.99,1297.7,838.45,0.99,1360.73,842.62,0.93,1274.92,844.32,0.89,1392.96,935.09,1.0,1240.08,936.91,1.0,1440.85,1072.66,1.0,1206.74,1073.55,0.99,1441.06,1184.38,0.99,1219.85,1163.83,0.99,1373.26,1139.19,1.0,1270.02,1138.84,1.0,1509.59,1220.04,0.99,1152.13,1205.38,0.99,1273.51,1238.52,0.97,1383.41,1229.32,0.97
2,0.067,1314.27,856.63,0.99,1334.64,838.49,0.99,1297.34,839.01,0.99,1361.05,843.71,0.94,1275.35,845.02,0.87,1393.02,935.15,1.0,1240.85,937.46,1.0,1439.72,1071.21,1.0,1206.16,1073.37,0.99,1440.53,1183.94,0.99,1220.02,1164.95,0.99,1372.4,1138.86,1.0,1269.62,1138.78,1.0,1509.87,1217.36,0.99,1153.61,1204.6,0.99,1271.76,1240.33,0.97,1380.65,1229.75,0.97
3,0.1,1314.67,856.77,0.99,1335.03,838.55,0.99,1297.42,839.13,0.99,1360.98,843.82,0.94,1274.89,845.22,0.88,1392.92,935.18,1.0,1239.77,937.24,1.0,1439.47,1070.92,1.0,1206.03,1074.11,0.99,1440.4,1184.18,0.99,1219.86,1166.34,0.99,1372.94,1138.89,1.0,1269.79,1138.58,1.0,1509.26,1219.14,0.99,1155.57,1203.39,0.99,1269.8,1238.87,0.97,1376.36,1230.04,0.97
4,0.133,1314.28,857.03,0.99,1334.51,838.61,0.99,1296.95,839.43,0.99,1360.77,843.95,0.94,1274.9,845.91,0.88,1393.08,935.34,1.0,1240.46,937.61,1.0,1439.66,1071.42,1.0,1205.43,1072.77,0.99,1439.92,1183.18,0.99,1219.42,1164.64,0.99,1372.01,1136.52,1.0,1269.35,1136.26,1.0,1507.35,1217.58,0.99,1159.5,1203.23,0.99,1270.04,1239.23,0.97,1373.69,1227.26,0.97
5,0.167,1314.4,857.12,0.99,1334.6,838.67,0.99,1297.11,839.41,0.99,1360.45,843.77,0.93,1274.82,845.54,0.89,1393.29,935.31,1.0,1240.1,937.33,1.0,1440.3,1072.52,1.0,1206.25,1073.53,0.99,1439.84,1185.82,0.99,1220.28,1165.66,0.99,1372.47,1138.03,1.0,1269.59,1137.75,1.0,1505.72,1217.97,0.99,1158.6,1203.89,0.99,1270.45,1237.62,0.97,1374.81,1228.06,0.97
6,0.2,1314.24,857.55,0.99,1334.78,838.97,0.99,1296.83,839.66,0.99,1361.26,844.17,0.94,1274.67,845.82,0.88,1393.51,935.87,1.0,1240.26,937.9,1.0,1440.07,1072.74,1.0,1205.81,1073.6,0.99,1440.04,1185.29,1.0,1220.01,1164.94,0.99,1371.75,1138.21,1.0,1268.68,1137.83,1.0,1505.99,1218.35,0.99,1156.58,1204.7,0.99,1269.22,1238.56,0.97,1375.54,1227.03,0.97
7,0.233,1314.57,857.52,0.99,1335.1,839.08,0.99,1297.25,839.63,0.99,1361.22,844.12,0.94,1274.71,845.41,0.88,1393.0,935.59,1.0,1240.03,936.99,1.0,1439.91,1072.35,1.0,1205.46,1072.04,0.99,1439.92,1186.99,0.99,1219.66,1164.2,0.99,1372.63,1138.15,1.0,1269.73,1137.66,1.0,1508.48,1218.03,0.99,1157.05,1203.88,0.99,1270.57,1238.28,0.97,1377.69,1227.91,0.97
8,0.267,1314.25,858.02,0.99,1334.74,839.54,0.99,1297.01,840.17,0.99,1361.07,844.21,0.94,1274.71,845.78,0.87,1393.36,935.95,1.0,1240.35,937.99,1.0,1439.92,1071.54,1.0,1206.39,1073.18,0.99,1440.75,1182.81,0.99,1220.08,1163.83,0.99,1373.29,1138.59,1.0,1270.38,1138.31,1.0,1507.86,1217.91,0.99,1155.41,1203.39,0.99,1270.95,1238.89,0.97,1380.54,1229.66,0.97
9,0.3,1314.49,857.79,0.99,1334.92,839.23,0.99,1297.05,839.99,0.99,1361.37,844.27,0.94,1274.86,846.14,0.88,1393.85,936.09,1.0,1240.87,938.12,1.0,1439.79,1071.89,1.0,1206.39,1072.65,0.99,1440.49,1184.81,1.0,1219.18,1163.8,0.99,1372.8,1138.94,1.0,1269.92,1138.64,1.0,1504.37,1217.32,0.99,1155.31,1203.53,0.99,1270.35,1236.8,0.97,1375.33,1228.89,0.97
