Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1362.06,852.78,0.99,1383.26,833.87,0.99,1344.38,834.48,0.98,1413.25,836.84,0.94,1320.16,838.58,0.74,1443.97,933.09,1.0,1292.67,933.93,1.0,1448.71,1080.34,1.0,1288.88,1084.13,0.99,1398.46,1188.46,0.99,1327.38,1188.26,0.99,1422.08,1144.63,1.0,1315.04,1143.95,1.0,1534.21,1199.99,0.99,1195.23,1184.09,0.99,1333.71,1231.74,0.97,1408.77,1245.26,0.97
1,0.033,1363.28,851.03,0.99,1384.86,831.96,0.99,1345.07,832.27,0.99,1414.52,836.1,0.94,1319.99,837.14,0.77,1444.34,933.39,1.0,1292.56,933.73,1.0,1448.55,1081.86,1.0,1289.46,1084.9,0.99,1397.67,1188.67,0.99,1326.53,1187.7,0.99,1423.26,1144.25,1.0,1316.06,1143.31,1.0,1534.84,1199.99,0.99,1193.88,1184.47,0.99,1331.14,1232.12,0.97,1409.97,1245.45,0.97
2,0.067,1361.52,850.54,0.99,1382.86,831.57,0.99,1343.78,832.15,0.98,1413.6,835.95,0.95,1320.01,837.59,0.71,1445.1,933.8,1.0,1292.01,933.67,1.0,1448.72,1082.93,1.0,1288.69,1084.84,0.99,1397.99,1187.84,0.99,1326.66,1187.68,0.99,1423.28,1145.15,1.0,1315.06,1143.96,1.0,1534.58,1200.89,0.99,1193.4,1183.66,0.99,1331.45,1231.42,0.97,1409.07,1245.81,0.97
3,0.1,1361.4,850.58,0.99,1383.02,831.8,0.99,1343.75,832.06,0.98,1414.02,836.14,0.95,1319.92,837.03,0.72,1445.05,933.79,1.0,1292.43,933.74,1.0,1448.23,1082.49,1.0,1288.26,1085.45,0.99,1397.48,1187.97,0.99,1327.33,1189.01,0.99,1423.07,1146.09,1.0,1315.24,1144.93,1.0,1534.74,1201.12,0.99,1194.3,1185.14,0.99,1331.34,1233.27,0.97,1409.27,1246.22,0.97
4,0.133,1361.58,851.58,0.99,1383.28,832.6,0.99,1343.76,832.94,0.98,1414.21,836.57,0.95,1319.64,837.64,0.73,1445.31,933.65,1.0,1291.97,933.82,1.0,1448.26,1081.77,1.0,1288.24,1084.94,0.99,1398.39,1188.62,0.99,1327.25,1188.7,0.99,1423.15,1145.24,1.0,1314.97,1144.2,1.0,1533.72,1200.77,0.99,1195.02,1184.98,0.99,1331.86,1231.85,0.97,1408.56,1244.85,0.97
5,0.167,1362.07,851.78,0.99,1383.84,832.88,0.99,1344.2,833.0,0.98,1414.45,836.66,0.94,1319.7,837.25,0.74,1445.48,933.86,1.0,1291.83,933.6,1.0,1448.44,1082.33,1.0,1288.18,1085.2,0.99,1396.98,1189.21,0.99,1327.2,1189.42,0.99,1422.95,1145.68,1.0,1314.58,1144.4,1.0,1534.05,1201.45,0.99,1194.2,1185.17,0.99,1330.52,1231.98,0.97,1408.21,1245.51,0.97
6,0.2,1361.99,852.0,0.99,1383.67,833.24,0.99,1344.37,833.36,0.98,1414.17,836.78,0.95,1320.06,837.35,0.74,1444.86,933.4,1.0,1292.24,933.44,1.0,1449.12,1082.19,1.0,1289.17,1085.5,0.99,1396.97,1188.62,0.99,1327.65,1189.28,0.99,1423.27,1145.88,1.0,1315.55,1144.77,1.0,1534.12,1200.03,0.99,1194.16,1184.07,0.99,1331.85,1233.05,0.97,1408.91,1246.14,0.97
7,0.233,1362.85,852.72,0.99,1384.38,833.88,0.99,1345.04,834.05,0.99,1414.11,837.23,0.94,1320.16,837.93,0.76,1445.19,933.95,1.0,1292.22,933.37,1.0,1448.91,1083.27,1.0,1288.16,1084.89,0.99,1397.74,1188.58,0.99,1327.36,1189.5,0.99,1423.26,1145.83,1.0,1315.45,1144.46,1.0,1533.64,1200.08,0.99,1193.74,1184.47,0.99,1331.43,1232.68,0.97,1407.79,1245.68,0.97
8,0.267,1363.24,852.8,0.99,1384.86,833.85,0.99,1345.19,834.07,0.99,1414.52,837.41,0.94,1320.08,838.21,0.78,1444.98,933.84,1.0,1291.75,933.99,1.0,1449.12,1083.34,1.0,1288.82,1086.36,0.99,1397.21,1188.56,0.99,1327.53,1189.36,0.99,1422.91,1145.57,1.0,1314.96,1144.53,1.0,1534.01,1200.49,0.99,1193.86,1185.1,0.99,1329.68,1232.72,0.97,1407.11,1245.69,0.97
9,0.3,1362.07,853.13,0.99,1383.85,834.36,0.99,1344.51,834.35,0.98,1414.2,838.03,0.95,1320.2,838.26,0.74,1444.66,933.65,1.0,1292.0,933.31,1.0,1449.35,1082.28,1.0,1288.23,1084.83,0.99,1398.55,1187.84,0.99,1326.75,1187.31,0.99,1423.29,1145.12,1.0,1315.64,1143.97,1.0,1535.78,1199.98,0.99,1194.2,1184.59,0.99,1331.24,1231.97,0.97,1410.43,1245.28,0.97
