Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1249.15,867.59,0.99,1271.25,849.08,1.0,1231.28,849.04,0.99,1301.42,854.05,0.96,1207.15,854.53,0.84,1332.78,948.47,1.0,1178.33,950.82,1.0,1346.03,1097.35,1.0,1175.97,1097.17,1.0,1287.34,1211.7,1.0,1218.26,1202.63,0.99,1314.31,1159.4,1.0,1205.86,1159.79,1.0,1445.63,1215.84,0.99,1077.25,1206.75,0.99,1216.95,1249.14,0.96,1309.34,1258.91,0.96
1,0.033,1249.04,867.4,0.99,1270.84,848.8,1.0,1231.25,849.2,0.99,1301.65,853.46,0.96,1207.76,854.9,0.82,1333.14,948.5,1.0,1179.26,951.5,1.0,1346.11,1098.13,1.0,1176.42,1099.24,0.99,1288.12,1210.58,1.0,1218.0,1201.93,0.99,1313.11,1159.36,1.0,1204.89,1159.86,1.0,1444.43,1215.59,0.99,1078.26,1205.77,0.99,1216.5,1248.53,0.96,1304.62,1258.64,0.96
2,0.067,1249.34,867.87,0.99,1271.25,849.28,1.0,1231.52,849.46,0.99,1301.68,853.56,0.96,1207.47,854.52,0.83,1333.39,948.35,1.0,1179.16,950.89,1.0,1345.99,1097.11,1.0,1175.5,1097.33,0.99,1288.51,1209.47,1.0,1217.61,1202.15,0.99,1313.47,1160.0,1.0,1204.93,1160.33,1.0,1443.65,1214.99,0.99,1076.83,1205.77,0.99,1218.66,1247.61,0.96,1300.55,1257.83,0.96
3,0.1,1249.83,868.13,0.99,1271.29,849.49,1.0,1232.04,849.97,0.99,1301.11,853.83,0.96,1208.13,855.57,0.83,1333.59,948.94,1.0,1179.1,951.92,1.0,1345.69,1096.89,1.0,1176.52,1098.14,1.0,1289.49,1210.29,1.0,1217.79,1202.65,0.99,1313.98,1159.8,1.0,1205.06,1160.24,1.0,1444.33,1217.23,0.99,1076.16,1205.99,0.99,1219.27,1247.9,0.96,1299.57,1259.08,0.96
4,0.133,1250.0,867.56,0.99,1271.98,849.1,1.0,1232.22,849.0,0.99,1301.87,853.79,0.96,1207.82,854.14,0.84,1332.87,948.29,1.0,1179.37,951.6,1.0,1345.89,1096.95,1.0,1176.19,1098.79,1.0,1288.14,1210.24,1.0,1219.19,1202.61,0.99,1314.24,1160.04,1.0,1206.24,1160.98,1.0,1445.02,1212.38,0.99,1076.76,1205.84,0.99,1218.89,1250.17,0.96,1305.91,1260.33,0.96
5,0.167,1249.95,867.21,0.99,1271.8,848.9,1.0,1232.3,848.76,0.99,1301.42,853.3,0.96,1207.95,853.61,0.85,1333.57,948.14,1.0,1179.11,950.55,1.0,1345.98,1097.13,1.0,1176.2,1098.56,1.0,1288.1,1210.83,1.0,1218.36,1203.59,0.99,1314.84,1160.18,1.0,1206.16,1160.38,1.0,1445.13,1215.47,0.99,1075.13,1205.14,0.99,1217.81,1248.33,0.96,1301.34,1259.71,0.96
6,0.2,1250.07,867.73,0.99,1272.04,849.32,1.0,1232.47,849.21,0.99,1302.09,853.67,0.96,1208.3,853.95,0.84,1332.98,947.7,1.0,1179.36,950.74,1.0,1345.85,1095.91,1.0,1175.89,1097.85,1.0,1288.47,1210.53,1.0,1218.88,1201.92,0.99,1314.0,1159.62,1.0,1205.76,1160.35,1.0,1444.6,1214.32,0.99,1076.65,1206.4,0.99,1219.93,1249.17,0.96,1302.91,1258.91,0.96
7,0.233,1249.47,868.25,0.99,1271.56,849.83,1.0,1231.69,849.65,0.99,1301.56,853.78,0.96,1207.23,853.98,0.84,1332.87,948.19,1.0,1179.38,950.83,1.0,1345.3,1096.57,1.0,1175.73,1097.67,1.0,1288.42,1209.79,1.0,1218.43,1201.51,0.99,1314.05,1160.11,1.0,1205.88,1160.49,1.0,1443.83,1215.09,0.99,1075.92,1206.52,0.99,1219.24,1246.7,0.96,1301.63,1256.97,0.96
8,0.267,1249.45,867.51,0.99,1271.7,848.96,1.0,1231.8,848.82,0.99,1302.66,853.31,0.96,1207.83,853.48,0.82,1333.34,948.54,1.0,1179.62,950.69,1.0,1345.32,1097.54,1.0,1176.12,1097.89,0.99,1288.13,1209.75,1.0,1218.82,1201.29,0.99,1313.88,1160.72,1.0,1205.53,1160.91,1.0,1443.92,1214.48,0.99,1076.39,1205.11,0.99,1219.89,1248.98,0.96,1302.27,1258.89,0.96
9,0.3,1249.35,868.37,0.99,1271.34,850.01,1.0,1231.94,849.71,0.99,1301.44,854.8,0.96,1208.03,854.66,0.83,1333.22,948.77,1.0,1179.01,950.9,1.0,1345.21,1097.2,1.0,1175.9,1097.76,1.0,1287.69,1211.47,1.0,1218.85,1203.25,0.99,1314.07,1160.72,1.0,1205.53,1161.01,1.0,1444.71,1215.0,0.99,1076.31,1206.27,0.99,1219.11,1249.99,0.96,1302.65,1260.25,0.96
