Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1342.27,845.6,0.99,1362.89,826.13,0.99,1323.14,827.42,0.99,1390.82,833.4,0.92,1297.41,837.04,0.84,1424.82,930.19,1.0,1276.68,946.0,1.0,1451.96,1077.53,1.0,1262.67,1093.97,0.99,1399.7,1171.69,1.0,1317.87,1189.8,0.99,1409.4,1137.0,1.0,1304.58,1146.32,1.0,1523.97,1181.91,0.99,1201.42,1211.03,0.99,1338.96,1238.04,0.97,1413.98,1242.8,0.96
1,0.033,1342.28,844.67,0.99,1362.66,825.47,0.99,1323.13,826.77,0.99,1390.09,833.61,0.92,1297.14,837.35,0.85,1424.81,930.46,1.0,1275.82,946.3,1.0,1451.7,1078.4,1.0,1264.14,1095.31,0.99,1398.87,1174.18,1.0,1319.2,1191.39,0.99,1410.92,1137.18,1.0,1305.36,1146.4,1.0,1527.51,1183.09,0.99,1200.3,1209.79,0.99,1338.08,1236.85,0.97,1413.84,1241.15,0.97
2,0.067,1342.6,846.55,0.99,1362.85,827.13,0.99,1323.43,828.33,0.99,1389.61,834.39,0.9,1296.94,837.89,0.85,1424.2,930.34,1.0,1275.84,945.57,1.0,1451.78,1077.7,1.0,1263.72,1093.91,0.99,1399.67,1172.03,1.0,1318.09,1190.12,0.99,1409.6,1136.17,1.0,1304.71,1145.11,1.0,1525.59,1183.16,0.99,1201.06,1209.69,0.99,1336.98,1235.76,0.97,1414.76,1241.72,0.97
3,0.1,1343.1,846.18,0.99,1363.17,826.55,0.99,1323.61,828.15,0.99,1389.88,833.59,0.91,1296.87,838.02,0.86,1424.68,930.41,1.0,1276.74,946.14,1.0,1451.7,1078.1,1.0,1263.89,1093.89,0.99,1400.1,1172.21,1.0,1317.33,1190.18,0.99,1409.97,1136.07,1.0,1304.96,1145.07,1.0,1524.42,1183.93,0.99,1200.76,1210.58,0.99,1340.88,1234.74,0.97,1405.31,1239.58,0.96
4,0.133,1342.96,846.26,0.99,1363.03,826.68,0.99,1323.54,828.41,0.99,1389.97,833.7,0.91,1297.04,838.4,0.85,1424.67,930.87,1.0,1276.57,946.41,1.0,1451.51,1078.65,1.0,1263.68,1093.84,0.99,1399.86,1172.68,1.0,1317.87,1188.98,0.99,1410.62,1136.59,1.0,1305.7,1145.57,1.0,1526.01,1183.45,0.99,1201.31,1209.29,0.99,1340.07,1235.99,0.97,1412.42,1240.58,0.97
5,0.167,1342.83,846.73,0.99,1362.91,827.16,0.99,1323.47,828.56,0.99,1389.46,834.08,0.9,1296.77,838.1,0.86,1424.33,930.68,1.0,1276.01,946.34,1.0,1451.4,1077.83,1.0,1263.93,1094.48,0.99,1399.32,1173.67,1.0,1318.23,1190.11,0.99,1409.84,1136.02,1.0,1304.73,1145.02,1.0,1526.09,1185.17,0.99,1201.22,1210.9,0.99,1337.97,1233.95,0.96,1409.68,1239.82,0.96
6,0.2,1342.23,846.12,0.99,1362.6,827.02,0.99,1323.36,828.01,0.99,1389.58,834.28,0.91,1297.12,837.31,0.85,1424.31,930.89,1.0,1275.8,945.71,1.0,1451.13,1078.1,1.0,1263.8,1094.09,0.99,1399.53,1174.07,1.0,1318.98,1190.86,0.99,1411.35,1137.72,1.0,1306.14,1146.45,1.0,1527.29,1184.84,0.99,1199.85,1210.01,0.99,1338.79,1236.02,0.97,1415.26,1241.33,0.96
7,0.233,1342.56,846.45,0.99,1362.38,827.12,0.99,1323.42,828.85,0.99,1389.22,834.4,0.91,1297.4,839.13,0.85,1424.73,931.27,1.0,1276.49,946.7,1.0,1450.97,1079.01,1.0,1263.66,1093.94,0.99,1399.33,1173.73,1.0,1317.8,1189.62,0.99,1410.23,1136.17,1.0,1305.17,1145.12,1.0,1526.59,1184.13,0.99,1201.38,1209.8,0.99,1338.41,1235.79,0.97,1410.63,1241.23,0.97
8,0.267,1342.43,847.0,0.99,1362.57,827.42,0.99,1323.23,829.09,0.99,1389.77,834.4,0.91,1297.26,838.97,0.84,1424.46,931.31,1.0,1276.5,946.41,1.0,1451.58,1079.94,1.0,1263.31,1094.58,0.99,1397.74,1174.98,1.0,1318.71,1191.41,0.99,1410.24,1137.05,1.0,1305.7,1145.76,1.0,1525.96,1183.51,0.99,1199.61,1208.67,0.99,1335.05,1237.62,0.97,1419.4,1242.35,0.97
9,0.3,1343.13,846.76,0.99,1363.07,827.27,0.99,1323.69,829.08,0.99,1389.88,834.33,0.91,1297.23,839.22,0.85,1424.86,931.24,1.0,1275.89,946.63,1.0,1451.74,1078.52,1.0,1264.14,1093.73,0.99,1399.13,1174.25,1.0,1319.1,1190.96,0.99,1410.19,1137.01,1.0,1304.75,1145.93,1.0,1524.87,1184.94,0.99,1200.74,1209.84,0.99,1337.09,1234.73,0.97,1411.47,1240.61,0.97
