Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1253.08,875.38,0.99,1273.58,857.18,1.0,1235.93,856.84,0.99,1304.32,859.77,0.96,1216.53,861.23,0.82,1345.26,948.1,1.0,1187.09,952.94,1.0,1400.07,1074.56,0.99,1143.94,1077.52,1.0,1446.54,1170.9,0.98,1104.0,1169.51,0.99,1324.17,1143.89,1.0,1223.64,1143.8,1.0,1460.17,1208.23,0.99,1110.09,1194.53,0.99,1231.47,1241.25,0.97,1336.77,1232.69,0.98
1,0.033,1253.74,875.07,0.99,1273.65,857.08,1.0,1236.68,857.17,0.99,1303.49,858.91,0.96,1217.26,861.35,0.83,1344.77,948.23,1.0,1187.05,953.18,1.0,1400.42,1074.86,0.99,1143.75,1077.96,1.0,1447.03,1171.23,0.99,1104.24,1168.81,0.99,1322.19,1143.06,1.0,1222.12,1142.97,1.0,1454.87,1207.35,0.99,1110.92,1192.89,0.99,1228.88,1241.27,0.97,1330.15,1234.22,0.97
2,0.067,1253.97,875.23,0.99,1273.95,857.41,1.0,1237.0,857.39,0.99,1303.83,859.21,0.96,1217.36,861.35,0.84,1344.71,948.19,1.0,1186.49,952.98,1.0,1400.56,1075.04,0.99,1143.88,1077.6,1.0,1446.77,1171.46,0.98,1104.75,1169.53,0.99,1322.15,1143.25,1.0,1221.9,1143.36,1.0,1457.69,1204.9,0.99,1110.97,1191.1,0.99,1229.52,1242.8,0.97,1335.54,1236.9,0.98
3,0.1,1253.15,875.1,0.99,1273.01,857.46,1.0,1236.54,857.35,0.99,1302.51,858.45,0.96,1217.07,860.55,0.83,1344.13,947.54,1.0,1186.96,952.54,1.0,1400.73,1074.79,0.99,1144.73,1078.06,1.0,1446.65,1171.02,0.98,1104.67,1169.09,0.99,1323.16,1143.42,1.0,1223.33,1143.36,1.0,1460.1,1206.72,0.99,1106.96,1191.55,1.0,1227.31,1243.62,0.98,1336.67,1238.08,0.98
4,0.133,1253.56,875.26,0.99,1273.47,857.58,1.0,1236.75,857.47,0.99,1302.81,858.44,0.96,1217.01,860.58,0.84,1344.84,947.39,1.0,1186.0,952.39,1.0,1400.41,1073.88,0.99,1144.57,1079.6,1.0,1446.26,1170.32,0.98,1103.79,1170.74,0.99,1325.07,1144.0,1.0,1224.51,1143.84,1.0,1460.48,1207.94,0.99,1110.19,1188.5,0.99,1230.05,1240.71,0.97,1338.21,1238.28,0.98
5,0.167,1252.4,875.37,0.99,1272.63,857.06,1.0,1235.62,856.46,0.99,1303.47,859.27,0.95,1216.46,860.15,0.79,1344.12,947.32,1.0,1187.31,950.34,1.0,1398.81,1072.43,0.99,1143.08,1078.39,0.99,1445.23,1173.94,0.98,1106.91,1170.62,0.99,1317.67,1146.59,1.0,1218.13,1144.55,1.0,1435.49,1211.3,0.99,1120.55,1188.42,0.99,1235.51,1241.7,0.98,1322.82,1228.69,0.98
6,0.2,1253.42,875.09,0.99,1273.02,857.37,1.0,1236.74,857.61,0.99,1302.87,857.83,0.96,1217.44,860.81,0.82,1344.04,947.31,1.0,1187.01,952.17,1.0,1400.19,1074.0,0.99,1144.51,1078.34,1.0,1446.57,1169.93,0.98,1103.86,1170.19,0.99,1323.23,1143.05,1.0,1223.76,1142.8,1.0,1459.47,1205.85,0.99,1109.43,1186.03,1.0,1228.13,1242.49,0.98,1337.98,1240.05,0.98
7,0.233,1252.94,875.27,0.99,1272.72,857.67,1.0,1236.39,857.64,0.99,1302.47,858.63,0.96,1216.99,860.92,0.82,1343.6,947.05,1.0,1186.61,952.75,1.0,1399.71,1073.51,0.99,1145.01,1077.83,1.0,1446.6,1168.86,0.98,1103.73,1170.88,0.99,1323.81,1143.71,1.0,1224.12,1144.25,1.0,1459.85,1205.04,0.99,1109.15,1191.28,0.99,1230.88,1242.43,0.97,1340.37,1236.95,0.98
8,0.267,1253.9,875.31,0.99,1273.54,857.27,1.0,1236.73,857.55,0.99,1302.09,858.01,0.96,1216.72,861.12,0.86,1343.75,946.32,1.0,1186.73,953.62,1.0,1399.85,1072.91,0.99,1143.23,1079.34,1.0,1446.21,1169.54,0.98,1103.88,1171.07,0.99,1323.57,1142.32,1.0,1223.95,1143.56,1.0,1460.65,1205.44,0.99,1111.51,1194.03,1.0,1233.62,1243.53,0.98,1340.56,1235.6,0.98
9,0.3,1253.99,875.34,0.99,1273.59,857.23,1.0,1236.87,857.64,0.99,1302.54,857.36,0.96,1217.06,860.82,0.85,1344.61,946.5,1.0,1187.15,953.08,1.0,1400.71,1074.47,0.99,1144.08,1079.68,1.0,1446.63,1170.4,0.98,1103.33,1173.07,0.99,1324.63,1144.2,1.0,1224.86,1144.89,1.0,1460.29,1206.2,0.99,1110.14,1191.33,0.99,1232.38,1242.72,0.97,1340.06,1237.38,0.98
