Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1211.55,1108.33,0.99,1230.35,1091.41,1.0,1194.11,1092.99,0.99,1255.63,1098.35,0.95,1172.65,1102.79,0.9,1295.6,1185.09,1.0,1145.45,1199.62,1.0,1349.98,1312.63,1.0,1103.39,1319.02,0.99,1389.67,1425.34,0.99,1060.05,1423.2,0.99,1277.53,1398.59,1.0,1175.51,1405.19,1.0,1397.97,1466.56,0.99,1050.68,1498.59,0.99,1185.83,1500.45,0.94,1213.74,1484.25,0.92
1,0.033,1211.52,1107.34,0.99,1229.98,1090.34,1.0,1193.87,1092.48,0.99,1255.52,1097.03,0.95,1172.54,1102.93,0.9,1295.92,1185.0,1.0,1145.47,1199.79,1.0,1350.03,1313.98,1.0,1103.56,1320.04,0.99,1389.64,1426.56,0.99,1059.58,1425.27,0.99,1278.06,1399.41,1.0,1176.38,1406.14,1.0,1404.03,1465.5,0.99,1050.51,1495.0,0.99,1184.28,1503.04,0.95,1231.79,1489.0,0.94
2,0.067,1210.75,1106.81,0.99,1229.28,1090.05,1.0,1193.67,1091.8,0.99,1254.99,1096.52,0.96,1172.87,1101.52,0.89,1295.93,1184.86,1.0,1145.88,1199.22,1.0,1349.5,1313.33,1.0,1104.41,1318.84,0.99,1389.75,1425.57,0.99,1059.36,1424.94,0.99,1277.54,1398.89,1.0,1176.27,1405.48,1.0,1401.77,1465.54,0.99,1051.64,1496.39,0.99,1184.63,1502.91,0.95,1238.24,1488.03,0.94
3,0.1,1211.41,1106.42,0.99,1229.94,1089.66,1.0,1194.09,1091.45,0.99,1255.21,1096.37,0.95,1172.7,1101.4,0.9,1295.99,1184.52,1.0,1145.48,1199.5,1.0,1349.64,1313.11,1.0,1104.11,1320.34,0.99,1389.75,1425.78,0.99,1059.32,1427.39,0.99,1278.0,1399.86,1.0,1176.31,1406.65,1.0,1397.5,1463.7,0.99,1050.44,1495.25,0.99,1184.92,1502.65,0.94,1226.06,1487.64,0.93
4,0.133,1211.17,1106.85,0.99,1229.59,1089.79,1.0,1193.76,1091.93,0.99,1255.19,1096.5,0.96,1172.82,1102.29,0.89,1295.58,1184.79,1.0,1145.65,1199.41,1.0,1349.19,1313.22,1.0,1104.41,1318.98,0.99,1390.39,1426.76,0.99,1059.06,1427.46,0.99,1277.19,1398.92,1.0,1175.96,1405.62,1.0,1397.69,1465.77,0.99,1051.88,1496.12,0.99,1183.75,1502.51,0.94,1228.87,1488.22,0.93
5,0.167,1211.04,1106.67,0.99,1229.63,1089.88,1.0,1193.76,1091.73,0.99,1255.49,1097.06,0.96,1173.01,1102.25,0.89,1295.86,1184.83,1.0,1145.96,1199.65,1.0,1349.11,1312.6,1.0,1104.67,1319.65,0.99,1389.67,1426.38,0.99,1059.15,1427.5,0.99,1277.98,1398.24,1.0,1176.93,1405.01,1.0,1399.02,1463.92,0.99,1051.97,1494.16,0.99,1183.18,1503.28,0.95,1232.39,1489.64,0.94
6,0.2,1210.85,1106.69,0.99,1229.41,1089.78,1.0,1193.67,1091.66,0.99,1255.17,1096.49,0.96,1172.82,1101.76,0.88,1295.96,1184.83,1.0,1145.76,1199.95,1.0,1350.22,1313.33,1.0,1103.66,1320.41,0.99,1389.7,1425.85,0.99,1058.93,1427.56,0.99,1278.13,1399.14,1.0,1176.55,1405.91,1.0,1398.52,1466.03,0.99,1049.89,1497.31,0.99,1183.94,1503.05,0.95,1229.21,1487.21,0.94
7,0.233,1211.27,1106.15,0.99,1229.83,1089.39,1.0,1193.8,1091.35,0.99,1255.53,1096.39,0.95,1172.49,1101.83,0.89,1295.85,1184.94,1.0,1145.57,1199.16,1.0,1349.9,1314.46,1.0,1104.15,1319.65,0.99,1390.28,1426.95,0.99,1059.56,1425.95,0.99,1278.33,1399.42,1.0,1176.88,1405.77,1.0,1401.4,1463.72,0.99,1049.31,1492.65,0.99,1183.39,1504.11,0.95,1233.6,1488.74,0.94
8,0.267,1210.83,1106.31,0.99,1229.49,1089.68,1.0,1193.84,1091.24,0.99,1255.17,1096.43,0.96,1172.81,1101.01,0.89,1295.88,1184.21,1.0,1145.66,1199.37,1.0,1349.9,1312.55,1.0,1104.53,1319.61,0.99,1389.51,1424.1,0.99,1059.25,1427.12,0.99,1279.16,1399.23,1.0,1177.95,1406.35,1.0,1399.87,1461.16,0.99,1051.26,1494.22,0.99,1184.03,1503.78,0.95,1235.73,1489.51,0.94
9,0.3,1210.73,1106.62,0.99,1229.36,1089.94,1.0,1193.52,1091.78,0.99,1255.78,1096.86,0.96,1172.93,1102.1,0.87,1296.59,1184.9,1.0,1146.04,1200.21,1.0,1349.08,1311.05,1.0,1104.24,1320.51,0.99,1389.7,1424.19,0.99,1059.31,1427.39,0.99,1277.63,1399.8,1.0,1176.06,1406.59,1.0,1399.04,1463.57,0.99,1051.67,1493.15,0.99,1182.04,1500.8,0.94,1228.79,1488.45,0.93
10,0.333,1211.04,1106.36,0.99,1229.6,1089.79,1.0,1193.97,1091.42,0.99,1255.24,1096.44,0.95,1172.91,1101.22,0.89,1295.99,1184.71,1.0,1145.6,1199.57,1.0,1349.85,1313.55,1.0,1103.95,1321.06,0.99,1389.42,1425.29,0.99,1059.08,1427.59,0.99,1278.55,1400.21,1.0,1177.14,1407.02,1.0,1401.93,1462.89,0.99,1050.37,1493.86,0.99,1183.9,1502.89,0.95,1236.2,1489.74,0.94
11,0.367,1211.35,1106.96,0.99,1229.88,1090.21,1.0,1193.95,1092.1,0.99,1255.39,1096.97,0.95,1172.48,1102.26,0.89,1295.85,1185.21,1.0,1145.33,1199.87,1.0,1349.17,1312.79,1.0,1104.57,1319.99,0.99,1389.63,1425.87,0.99,1059.87,1428.66,0.99,1277.62,1400.33,1.0,1176.07,1406.93,1.0,1400.39,1463.03,0.99,1049.77,1492.93,0.99,1183.32,1503.78,0.95,1232.88,1489.26,0.94
12,0.4,1211.76,1106.42,0.99,1230.23,1089.37,1.0,1194.26,1091.58,0.99,1256.09,1095.76,0.96,1173.04,1101.74,0.89,1296.59,1184.85,1.0,1146.22,1200.01,1.0,1349.49,1312.79,1.0,1104.26,1319.25,0.99,1389.12,1425.59,0.99,1059.55,1426.36,0.99,1277.93,1399.49,1.0,1176.1,1406.22,1.0,1399.92,1464.84,0.99,1051.02,1495.75,0.99,1184.27,1503.41,0.95,1225.03,1486.37,0.94
13,0.433,1212.13,1106.22,0.99,1230.45,1089.2,1.0,1194.37,1091.53,0.99,1255.53,1096.3,0.95,1172.65,1102.5,0.9,1296.13,1184.32,1.0,1145.07,1200.96,1.0,1349.34,1312.53,1.0,1103.62,1320.9,0.99,1389.31,1424.73,0.99,1059.62,1427.47,0.99,1278.05,1399.54,1.0,1175.58,1407.28,1.0,1398.33,1464.12,0.99,1049.37,1499.5,0.99,1185.08,1502.89,0.94,1224.63,1485.45,0.93
14,0.467,1212.17,1106.34,0.99,1230.59,1089.33,1.0,1194.64,1091.36,0.99,1256.0,1095.57,0.95,1173.24,1101.14,0.9,1296.36,1184.41,1.0,1145.51,1199.27,1.0,1350.07,1313.03,1.0,1103.36,1320.03,0.99,1389.77,1425.27,0.99,1059.54,1426.22,0.99,1277.91,1398.84,1.0,1176.28,1405.72,1.0,1396.42,1462.92,0.99,1053.57,1492.92,0.99,1185.07,1501.3,0.95,1223.96,1489.65,0.94
15,0.5,1212.29,1106.51,0.99,1230.72,1089.49,1.0,1194.61,1091.63,0.99,1255.97,1096.08,0.95,1172.99,1101.89,0.9,1296.22,1184.14,1.0,1145.72,1199.72,1.0,1348.76,1310.97,1.0,1104.86,1318.38,0.99,1389.4,1424.47,0.99,1060.47,1427.41,0.99,1278.38,1399.01,1.0,1176.63,1406.37,1.0,1397.07,1463.12,0.99,1052.19,1495.73,0.99,1187.57,1501.94,0.95,1226.7,1488.59,0.94
16,0.533,1211.49,1106.54,0.99,1230.06,1089.9,1.0,1194.36,1091.64,0.99,1255.69,1096.27,0.96,1173.17,1101.2,0.89,1295.8,1184.34,1.0,1145.63,1199.04,1.0,1348.77,1311.29,1.0,1104.3,1318.79,0.99,1389.86,1425.21,0.99,1059.63,1427.56,0.99,1277.96,1399.67,1.0,1176.79,1406.42,1.0,1398.42,1462.56,0.99,1051.29,1492.81,0.99,1184.01,1503.12,0.95,1235.22,1489.1,0.94
17,0.567,1211.39,1106.88,0.99,1230.08,1090.06,1.0,1193.93,1091.95,0.99,1255.8,1096.33,0.95,1172.44,1101.6,0.89,1295.11,1184.47,1.0,1145.39,1199.59,1.0,1348.22,1310.46,1.0,1104.44,1318.66,0.99,1389.1,1424.86,0.99,1059.44,1427.97,0.99,1277.28,1399.69,1.0,1176.5,1406.69,1.0,1397.55,1463.46,0.99,1051.89,1494.33,0.99,1183.88,1503.03,0.95,1238.96,1489.41,0.94
18,0.6,1211.14,1106.18,0.99,1229.31,1089.32,1.0,1193.55,1091.71,0.99,1254.92,1095.75,0.95,1172.35,1102.29,0.89,1295.93,1183.86,1.0,1145.76,1200.41,1.0,1348.5,1309.93,1.0,1103.48,1320.57,0.99,1389.14,1423.49,0.99,1059.55,1427.02,0.99,1277.54,1399.79,1.0,1176.33,1407.15,1.0,1398.44,1462.3,0.99,1051.76,1492.76,0.99,1183.16,1502.78,0.95,1232.77,1489.06,0.94
19,0.633,1211.36,1105.93,0.99,1229.53,1089.0,1.0,1193.87,1091.25,0.99,1254.88,1095.43,0.95,1172.68,1101.59,0.89,1296.1,1183.9,1.0,1145.61,1199.74,1.0,1349.21,1312.0,1.0,1103.39,1321.1,0.99,1389.32,1426.21,0.99,1060.18,1429.93,0.99,1277.6,1398.72,1.0,1175.7,1405.86,1.0,1399.39,1464.46,0.99,1052.03,1494.88,0.99,1186.04,1500.73,0.94,1222.8,1487.48,0.94
20,0.667,1211.01,1105.93,0.99,1229.41,1089.23,1.0,1193.74,1091.2,0.99,1255.22,1096.06,0.96,1172.75,1101.54,0.89,1296.36,1185.11,1.0,1145.2,1199.71,1.0,1349.5,1312.58,1.0,1103.62,1319.76,0.99,1389.97,1425.71,0.99,1060.16,1427.45,0.99,1278.31,1398.99,1.0,1176.34,1405.59,1.0,1399.93,1462.87,0.99,1053.85,1491.33,0.99,1186.02,1502.02,0.95,1227.52,1488.34,0.94
21,0.7,1211.72,1105.62,0.99,1230.44,1089.0,1.0,1194.32,1090.49,0.99,1255.48,1096.18,0.95,1172.45,1100.55,0.91,1295.27,1184.5,1.0,1144.3,1199.66,1.0,1348.55,1312.38,1.0,1103.51,1321.75,0.99,1389.59,1425.25,0.99,1058.48,1430.92,0.99,1278.36,1399.64,1.0,1177.15,1406.73,1.0,1397.31,1462.5,0.99,1053.17,1494.05,0.99,1182.13,1504.37,0.95,1239.81,1490.45,0.94
22,0.733,1211.39,1104.8,0.99,1229.96,1088.28,1.0,1194.19,1089.79,0.99,1254.92,1095.62,0.95,1172.6,1100.01,0.9,1294.66,1183.76,1.0,1144.46,1199.34,1.0,1347.36,1310.33,1.0,1103.78,1319.85,0.99,1389.19,1424.88,0.99,1058.95,1428.59,0.99,1278.07,1398.43,1.0,1176.54,1405.82,1.0,1397.93,1463.92,0.99,1051.93,1496.86,0.99,1184.97,1502.16,0.95,1231.1,1487.63,0.94
23,0.767,1211.18,1105.2,0.99,1229.97,1088.69,1.0,1194.01,1090.02,0.99,1255.36,1095.98,0.95,1172.47,1099.97,0.9,1295.5,1184.91,1.0,1144.54,1199.21,1.0,1348.99,1313.43,1.0,1103.94,1320.72,0.99,1389.81,1425.99,0.99,1059.03,1428.18,0.99,1278.52,1400.01,1.0,1176.79,1406.72,1.0,1399.12,1463.16,0.99,1051.45,1493.85,0.99,1183.82,1502.44,0.94,1231.91,1489.77,0.93
