Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1317.42,1087.46,1.0,1337.82,1069.33,1.0,1299.99,1068.99,0.99,1365.21,1074.09,0.96,1278.49,1074.81,0.85,1405.67,1175.89,1.0,1248.22,1179.44,1.0,1455.33,1301.16,1.0,1210.83,1315.21,1.0,1495.52,1410.32,0.99,1181.61,1427.6,0.99,1386.4,1389.84,1.0,1280.15,1391.14,1.0,1507.3,1471.64,0.99,1177.86,1454.36,0.99,1349.19,1470.97,0.97,1360.82,1497.16,0.97
1,0.033,1317.57,1088.25,1.0,1338.35,1070.1,1.0,1300.15,1069.59,0.99,1366.07,1074.33,0.96,1278.29,1074.55,0.85,1405.56,1175.28,1.0,1248.34,1179.08,1.0,1455.18,1300.75,1.0,1211.21,1314.39,1.0,1495.71,1410.15,1.0,1182.68,1426.25,0.99,1387.61,1388.66,1.0,1282.06,1390.33,1.0,1506.64,1467.56,0.99,1179.34,1453.05,1.0,1345.4,1474.65,0.98,1363.28,1499.93,0.98
2,0.067,1317.64,1088.42,1.0,1338.23,1070.22,1.0,1300.07,1069.82,0.99,1365.45,1074.48,0.96,1277.76,1074.95,0.87,1405.14,1174.92,1.0,1248.1,1179.06,1.0,1454.7,1299.99,1.0,1210.69,1313.47,1.0,1495.58,1409.62,1.0,1183.43,1426.24,0.99,1387.41,1387.69,1.0,1281.95,1389.58,1.0,1504.82,1464.94,0.99,1179.16,1451.98,1.0,1347.14,1475.13,0.98,1359.69,1499.55,0.98
3,0.1,1317.84,1088.55,1.0,1338.5,1070.39,1.0,1300.29,1069.86,0.99,1365.75,1074.9,0.96,1278.01,1075.08,0.87,1405.3,1174.97,1.0,1248.06,1179.64,1.0,1454.2,1298.99,1.0,1209.96,1314.16,1.0,1496.0,1409.93,1.0,1183.57,1427.46,0.99,1387.34,1387.52,1.0,1281.95,1389.92,1.0,1503.8,1464.21,1.0,1183.53,1453.23,1.0,1351.26,1474.55,0.98,1362.05,1498.52,0.98
4,0.133,1317.77,1088.6,1.0,1338.4,1070.35,1.0,1300.29,1069.95,0.99,1365.93,1074.75,0.96,1278.23,1075.16,0.86,1405.1,1174.7,1.0,1248.84,1179.49,1.0,1454.32,1299.42,1.0,1210.18,1313.07,1.0,1495.99,1409.88,1.0,1183.62,1426.21,0.99,1386.36,1386.66,1.0,1281.38,1389.09,1.0,1502.98,1461.42,1.0,1179.46,1452.95,1.0,1348.46,1476.39,0.98,1361.65,1498.49,0.98
5,0.167,1317.58,1088.64,1.0,1338.17,1070.37,1.0,1300.06,1069.99,0.99,1365.68,1074.56,0.96,1278.14,1075.05,0.86,1405.51,1175.11,1.0,1248.73,1178.94,1.0,1454.26,1299.39,1.0,1210.65,1312.56,1.0,1496.04,1409.69,1.0,1183.64,1425.47,0.99,1385.83,1387.26,1.0,1280.51,1389.0,1.0,1501.54,1465.9,0.99,1180.87,1453.5,1.0,1348.77,1473.8,0.98,1357.87,1498.21,0.98
6,0.2,1317.52,1088.57,1.0,1338.2,1070.4,1.0,1300.16,1069.84,0.99,1365.63,1074.61,0.96,1278.19,1074.66,0.86,1404.96,1175.37,1.0,1248.58,1179.16,1.0,1454.3,1300.56,1.0,1210.79,1313.83,1.0,1496.29,1410.44,1.0,1183.05,1425.99,0.99,1386.18,1387.62,1.0,1281.34,1389.36,1.0,1499.94,1464.65,0.99,1180.58,1452.25,1.0,1347.31,1474.45,0.98,1360.62,1498.36,0.98
7,0.233,1317.57,1088.5,1.0,1338.14,1070.15,1.0,1300.13,1069.72,0.99,1365.43,1074.15,0.96,1278.32,1074.55,0.86,1405.44,1175.44,1.0,1248.26,1178.97,1.0,1454.49,1300.51,1.0,1210.9,1313.84,1.0,1496.35,1410.39,1.0,1183.57,1425.76,0.99,1386.46,1386.67,1.0,1281.05,1388.26,1.0,1500.55,1467.81,0.99,1181.78,1453.46,1.0,1348.63,1471.81,0.98,1360.83,1497.66,0.98
8,0.267,1317.43,1087.92,1.0,1337.95,1069.81,1.0,1300.17,1069.39,0.99,1365.5,1074.39,0.96,1278.44,1074.76,0.86,1405.09,1175.2,1.0,1248.21,1179.48,1.0,1453.97,1300.36,1.0,1210.83,1314.12,1.0,1496.04,1410.51,1.0,1183.8,1425.94,0.99,1386.82,1387.65,1.0,1281.35,1389.77,1.0,1503.14,1463.05,1.0,1179.24,1451.51,1.0,1348.6,1474.82,0.98,1362.44,1498.32,0.98
9,0.3,1317.5,1088.81,1.0,1338.03,1070.58,1.0,1300.22,1070.18,0.99,1365.51,1074.7,0.96,1278.55,1075.13,0.86,1405.32,1175.24,1.0,1248.61,1179.37,1.0,1454.41,1299.81,1.0,1210.61,1313.96,1.0,1495.72,1410.43,1.0,1184.07,1426.49,0.99,1386.36,1387.21,1.0,1281.06,1389.11,1.0,1501.64,1465.55,0.99,1179.6,1452.97,1.0,1348.49,1473.9,0.98,1360.88,1498.42,0.98
