Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1412.99,837.39,0.99,1433.76,818.42,0.99,1396.83,818.33,0.98,1462.91,821.19,0.93,1373.76,820.94,0.73,1497.53,911.53,1.0,1345.31,917.55,1.0,1518.35,1054.2,0.99,1328.73,1062.06,0.99,1468.13,1153.7,0.99,1380.13,1163.77,0.99,1479.52,1116.65,1.0,1373.25,1120.33,1.0,1561.75,1146.23,0.99,1278.15,1154.04,0.99,1435.67,1209.38,0.98,1446.58,1208.53,0.98
1,0.033,1413.06,836.61,0.99,1433.78,817.73,0.99,1396.95,817.5,0.98,1462.33,820.22,0.93,1373.39,819.6,0.76,1497.45,910.98,1.0,1344.55,917.16,1.0,1518.6,1054.32,0.99,1327.58,1062.74,0.99,1467.67,1152.85,0.99,1381.07,1163.2,0.99,1480.57,1117.78,1.0,1373.77,1121.69,1.0,1563.11,1147.41,0.99,1277.99,1156.29,0.99,1438.5,1209.77,0.98,1445.22,1208.3,0.98
2,0.067,1413.12,835.64,0.99,1433.82,816.76,0.99,1396.85,816.55,0.98,1462.13,819.71,0.92,1372.94,819.16,0.77,1496.89,911.11,1.0,1343.59,917.76,1.0,1518.48,1054.76,0.99,1328.34,1063.71,0.99,1467.45,1154.1,0.99,1381.23,1163.54,0.99,1480.57,1117.0,1.0,1373.6,1121.19,1.0,1561.28,1146.15,0.99,1278.54,1155.3,0.99,1437.27,1209.26,0.98,1446.5,1208.02,0.98
3,0.1,1413.02,835.54,0.99,1433.58,816.58,0.99,1396.5,816.51,0.98,1461.61,819.56,0.92,1372.2,819.34,0.78,1496.98,911.48,1.0,1343.68,917.28,1.0,1518.04,1055.61,0.99,1328.66,1062.05,0.99,1467.19,1155.77,0.99,1381.43,1162.84,0.99,1480.14,1116.44,1.0,1373.0,1120.12,1.0,1561.58,1146.66,0.99,1277.19,1154.78,0.99,1437.51,1208.3,0.98,1443.63,1207.41,0.98
4,0.133,1412.82,835.65,0.99,1433.36,816.77,0.99,1396.53,816.63,0.98,1461.43,819.52,0.92,1372.5,819.15,0.77,1496.64,911.16,1.0,1343.6,917.11,1.0,1517.36,1054.54,0.99,1328.26,1061.97,0.99,1467.38,1154.01,0.99,1380.33,1162.46,0.99,1480.38,1117.16,1.0,1373.54,1120.93,1.0,1561.36,1146.87,0.99,1277.93,1154.42,0.99,1436.87,1209.16,0.98,1444.78,1208.34,0.98
5,0.167,1412.73,835.59,0.99,1433.23,816.6,0.99,1396.44,816.53,0.98,1461.35,819.23,0.92,1372.47,819.02,0.77,1497.29,911.71,1.0,1343.64,917.38,1.0,1517.59,1056.01,0.99,1328.09,1062.69,0.99,1467.69,1153.17,0.99,1379.95,1162.3,0.99,1480.66,1117.49,1.0,1373.33,1121.1,1.0,1561.53,1146.95,0.99,1278.2,1154.27,0.99,1439.96,1208.75,0.98,1442.87,1207.89,0.98
6,0.2,1413.01,835.28,0.99,1433.39,816.26,0.99,1396.7,816.23,0.98,1461.13,818.71,0.92,1372.53,818.59,0.78,1496.66,910.81,1.0,1343.72,916.99,1.0,1517.49,1055.3,0.99,1328.12,1062.42,0.99,1467.72,1153.48,0.99,1379.96,1162.32,0.99,1480.72,1115.8,1.0,1373.95,1119.74,1.0,1560.55,1146.0,0.99,1279.7,1154.55,0.99,1440.83,1209.23,0.98,1445.11,1207.34,0.98
7,0.233,1412.87,835.06,0.99,1433.25,815.92,0.99,1396.29,816.08,0.98,1461.17,818.22,0.92,1372.0,818.63,0.78,1496.84,910.25,1.0,1343.89,916.95,1.0,1517.96,1053.12,0.99,1328.73,1062.07,0.99,1467.85,1154.18,0.99,1380.07,1162.26,0.99,1480.31,1115.73,1.0,1373.61,1119.53,1.0,1558.6,1147.96,0.99,1277.45,1154.16,0.99,1435.22,1207.44,0.98,1444.35,1206.99,0.98
8,0.267,1412.57,835.11,0.99,1433.0,815.98,0.99,1396.15,816.08,0.98,1461.16,818.29,0.92,1372.21,818.54,0.78,1496.88,910.67,1.0,1344.1,917.03,1.0,1517.88,1053.71,0.99,1328.0,1062.21,0.99,1466.4,1155.21,0.99,1379.98,1162.95,0.99,1479.75,1117.21,1.0,1373.17,1120.87,1.0,1560.68,1146.72,0.99,1277.54,1152.79,0.99,1436.83,1208.65,0.98,1445.89,1207.86,0.98
9,0.3,1412.64,835.29,0.99,1433.18,816.32,0.99,1396.27,816.27,0.98,1461.3,818.75,0.92,1372.18,818.61,0.77,1496.26,909.96,1.0,1344.09,916.73,1.0,1517.61,1052.37,0.99,1328.01,1061.7,0.99,1467.98,1152.95,0.99,1379.76,1161.73,0.99,1480.07,1116.73,1.0,1373.81,1120.74,1.0,1561.19,1146.89,0.99,1277.57,1154.8,0.99,1436.37,1209.42,0.98,1446.24,1207.98,0.98
