Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1271.53,842.88,0.99,1290.67,823.37,0.99,1252.22,823.46,0.99,1320.51,827.03,0.93,1229.36,831.07,0.84,1361.83,925.91,1.0,1203.86,936.41,1.0,1383.85,1070.48,0.99,1186.21,1077.59,1.0,1313.17,1157.91,0.99,1246.81,1160.35,0.99,1339.82,1132.36,1.0,1234.66,1135.04,1.0,1421.24,1170.84,0.99,1135.5,1178.86,0.99,1265.43,1223.92,0.96,1315.96,1243.1,0.97
1,0.033,1270.96,843.05,0.99,1289.7,823.89,0.99,1251.99,824.01,0.99,1319.19,827.67,0.93,1229.63,831.8,0.84,1360.78,925.97,1.0,1203.85,936.7,1.0,1383.44,1068.94,0.99,1185.69,1077.04,1.0,1313.99,1156.93,0.99,1246.91,1160.85,0.99,1338.13,1132.64,1.0,1233.73,1135.39,1.0,1419.43,1171.56,0.99,1135.92,1179.64,0.99,1263.48,1223.17,0.96,1314.88,1242.49,0.97
2,0.067,1271.49,842.91,0.99,1290.11,823.55,0.99,1252.34,824.06,0.99,1319.84,826.91,0.93,1230.0,832.01,0.84,1361.93,925.68,1.0,1204.05,937.05,1.0,1383.72,1070.19,0.99,1185.49,1077.88,1.0,1311.98,1158.17,0.99,1247.2,1161.02,0.99,1338.67,1131.91,1.0,1233.81,1134.94,1.0,1419.18,1170.97,0.99,1135.6,1179.79,0.99,1260.42,1223.46,0.96,1317.93,1243.2,0.97
3,0.1,1271.64,843.32,0.99,1290.05,824.09,0.99,1252.94,824.65,0.99,1320.13,826.98,0.94,1231.23,832.16,0.82,1361.36,925.86,1.0,1204.89,936.59,1.0,1383.45,1069.04,0.99,1185.81,1076.23,1.0,1312.29,1158.07,0.99,1247.75,1160.37,0.99,1338.07,1133.0,1.0,1233.83,1135.71,1.0,1419.0,1171.58,0.99,1137.17,1178.79,0.99,1261.44,1223.32,0.96,1313.42,1242.54,0.97
4,0.133,1271.83,843.64,0.99,1289.92,824.27,0.99,1252.93,825.08,0.99,1319.46,826.78,0.93,1230.94,832.64,0.83,1361.79,925.34,1.0,1204.62,937.03,1.0,1383.16,1068.04,0.99,1186.19,1077.03,1.0,1313.14,1157.69,0.99,1247.54,1160.63,0.99,1339.07,1131.97,1.0,1234.51,1135.09,1.0,1416.87,1171.5,0.99,1137.29,1178.67,0.99,1263.23,1223.15,0.96,1317.17,1243.98,0.97
5,0.167,1272.13,843.23,0.99,1290.12,824.07,0.99,1253.32,824.63,0.99,1318.47,827.29,0.92,1230.9,832.42,0.85,1360.84,925.18,1.0,1204.75,936.27,1.0,1383.67,1068.31,0.99,1185.04,1074.73,1.0,1312.28,1157.85,0.99,1246.25,1158.94,0.99,1337.52,1131.1,1.0,1233.47,1134.04,1.0,1417.29,1170.26,0.99,1137.32,1179.87,0.99,1267.31,1222.86,0.96,1312.61,1239.7,0.97
6,0.2,1271.52,843.34,0.99,1289.94,823.84,0.99,1252.37,824.75,0.99,1320.04,827.08,0.93,1230.45,833.02,0.82,1361.65,925.51,1.0,1204.3,936.69,1.0,1383.87,1069.12,0.99,1185.48,1075.47,1.0,1310.51,1159.4,0.99,1246.34,1160.51,0.99,1337.84,1131.55,1.0,1233.16,1134.45,1.0,1417.72,1171.09,0.99,1136.84,1178.89,0.99,1259.31,1222.6,0.96,1314.52,1241.38,0.97
7,0.233,1271.83,843.86,0.99,1290.08,824.41,0.99,1252.83,825.07,0.99,1319.53,827.25,0.93,1230.76,832.78,0.83,1361.96,925.27,1.0,1204.44,936.54,1.0,1383.37,1069.6,0.99,1185.79,1077.21,1.0,1311.27,1158.17,0.99,1247.48,1161.3,0.99,1339.0,1132.33,1.0,1234.46,1135.3,1.0,1416.44,1172.07,0.99,1137.3,1179.63,0.99,1262.01,1223.33,0.96,1320.12,1244.21,0.96
8,0.267,1271.6,843.93,0.99,1290.01,824.35,0.99,1252.62,825.08,0.99,1319.98,826.74,0.94,1230.65,832.34,0.82,1361.98,925.38,1.0,1204.82,936.27,1.0,1383.54,1069.46,0.99,1186.44,1076.2,1.0,1311.94,1158.59,0.99,1247.03,1160.49,0.99,1338.52,1132.18,1.0,1233.9,1134.87,1.0,1417.77,1171.95,0.99,1136.92,1178.81,0.99,1263.09,1223.59,0.96,1314.76,1242.98,0.97
9,0.3,1271.6,843.78,0.99,1290.13,824.42,0.99,1252.7,824.93,0.99,1320.13,827.21,0.93,1230.6,832.3,0.82,1361.95,926.42,1.0,1204.31,936.3,1.0,1383.19,1070.93,0.99,1185.66,1075.84,1.0,1310.51,1159.47,0.99,1246.19,1160.24,0.99,1338.34,1133.28,1.0,1233.74,1135.53,1.0,1417.04,1171.84,0.99,1136.23,1177.66,0.99,1260.46,1223.78,0.96,1319.22,1244.13,0.97
10,0.333,1271.69,843.94,0.99,1290.04,824.38,0.99,1252.67,824.98,0.99,1319.55,826.79,0.93,1230.45,832.11,0.83,1361.44,925.54,1.0,1204.07,936.62,1.0,1383.41,1069.37,0.99,1184.74,1077.71,1.0,1310.35,1159.39,0.99,1247.38,1161.53,0.99,1337.61,1131.6,1.0,1233.19,1134.41,1.0,1415.45,1172.06,0.99,1136.7,1178.88,0.99,1261.68,1222.83,0.96,1317.14,1243.79,0.96
11,0.367,1271.62,844.14,0.99,1290.12,824.7,0.99,1252.7,825.14,0.99,1319.79,827.26,0.93,1230.5,832.22,0.83,1361.62,925.64,1.0,1204.16,936.52,1.0,1383.05,1069.57,0.99,1186.19,1077.56,1.0,1310.66,1159.08,0.99,1247.95,1161.49,0.99,1338.41,1132.37,1.0,1233.75,1135.05,1.0,1416.04,1172.09,0.99,1135.64,1178.59,0.99,1261.97,1223.0,0.96,1316.98,1243.59,0.97
