Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1550.39,1067.91,0.99,1569.54,1049.04,0.99,1529.49,1048.15,1.0,1593.27,1056.2,0.89,1502.99,1057.83,0.96,1629.14,1155.11,1.0,1468.32,1165.35,1.0,1666.13,1288.22,0.99,1429.78,1301.1,1.0,1727.34,1384.05,0.99,1389.5,1406.26,1.0,1599.44,1376.96,1.0,1492.36,1381.97,1.0,1749.64,1445.11,1.0,1366.17,1457.19,1.0,1541.03,1490.61,0.98,1611.59,1505.4,0.99
1,0.033,1549.63,1068.69,0.99,1569.48,1051.15,0.99,1530.48,1049.23,0.99,1593.06,1062.13,0.79,1501.13,1059.19,0.92,1622.59,1156.76,1.0,1464.8,1163.27,1.0,1663.63,1287.04,0.99,1422.66,1306.86,0.99,1725.55,1386.18,0.99,1387.81,1409.06,0.98,1594.8,1388.35,1.0,1485.26,1393.05,1.0,1728.37,1440.53,0.99,1384.77,1448.82,0.99,1542.88,1473.82,0.98,1588.97,1502.9,0.98
2,0.067,1549.05,1068.69,0.99,1568.98,1051.28,0.99,1530.18,1049.33,0.99,1592.97,1061.95,0.81,1501.56,1058.95,0.91,1622.98,1156.56,1.0,1464.37,1162.63,1.0,1664.08,1286.78,0.99,1423.38,1306.79,0.99,1726.0,1386.27,0.99,1388.35,1409.48,0.98,1595.04,1388.81,1.0,1484.88,1393.35,1.0,1730.24,1441.85,0.99,1384.9,1448.42,0.99,1542.24,1472.27,0.98,1588.39,1504.34,0.98
3,0.1,1549.2,1067.96,0.99,1568.99,1050.4,0.99,1530.08,1048.7,0.99,1592.82,1061.28,0.8,1501.16,1058.86,0.92,1622.69,1155.86,1.0,1464.63,1163.13,1.0,1663.91,1285.85,0.99,1422.25,1307.21,0.99,1725.4,1385.84,0.99,1388.76,1408.91,0.98,1594.78,1388.13,1.0,1485.05,1393.23,1.0,1729.3,1441.01,0.99,1386.1,1449.67,0.99,1543.68,1473.44,0.98,1591.45,1502.79,0.98
4,0.133,1548.31,1069.79,0.99,1568.74,1052.04,0.99,1529.18,1050.11,0.99,1593.58,1062.7,0.83,1500.8,1059.77,0.91,1622.97,1156.77,1.0,1464.54,1163.97,1.0,1663.79,1285.91,0.99,1422.54,1308.21,0.99,1725.35,1385.26,0.99,1386.88,1409.2,0.98,1594.95,1389.39,1.0,1484.83,1394.34,1.0,1728.77,1440.86,0.99,1383.07,1449.27,0.99,1543.05,1473.43,0.98,1587.22,1503.98,0.98
5,0.167,1548.63,1069.81,0.99,1568.9,1051.92,0.99,1529.45,1050.21,0.99,1593.73,1062.45,0.82,1500.99,1059.96,0.91,1623.01,1156.75,1.0,1464.64,1164.38,1.0,1664.02,1285.64,0.99,1421.17,1307.91,0.99,1725.33,1385.36,0.99,1387.57,1409.69,0.98,1593.98,1388.74,1.0,1484.22,1393.92,1.0,1727.42,1439.39,0.99,1385.33,1448.93,0.99,1540.9,1474.95,0.98,1587.36,1503.65,0.98
6,0.2,1548.01,1070.34,0.99,1568.49,1052.33,0.99,1528.92,1050.53,0.99,1593.55,1062.25,0.84,1500.76,1059.56,0.91,1623.18,1156.84,1.0,1465.05,1164.03,1.0,1664.36,1286.15,0.99,1421.7,1307.67,0.99,1725.84,1385.36,0.99,1387.77,1409.76,0.98,1595.09,1388.02,1.0,1485.73,1393.02,1.0,1726.18,1439.9,0.99,1388.04,1449.2,0.99,1544.73,1473.17,0.98,1589.25,1502.26,0.98
7,0.233,1548.22,1070.03,0.99,1568.57,1052.3,0.99,1529.35,1050.4,0.99,1593.45,1062.57,0.83,1501.21,1059.6,0.91,1623.25,1156.55,1.0,1464.69,1163.75,1.0,1664.85,1285.94,0.99,1420.93,1307.75,0.99,1725.78,1385.2,0.99,1387.29,1410.88,0.98,1594.98,1388.82,1.0,1484.98,1393.87,1.0,1730.38,1440.14,0.99,1387.35,1449.64,0.99,1545.12,1474.81,0.98,1585.08,1503.21,0.98
8,0.267,1549.49,1069.99,0.99,1569.01,1050.82,0.99,1528.85,1050.09,1.0,1593.69,1055.89,0.9,1502.92,1057.81,0.95,1628.6,1154.57,1.0,1468.19,1164.61,1.0,1666.64,1286.21,0.99,1429.29,1300.74,1.0,1728.39,1382.83,0.99,1388.66,1408.9,0.99,1597.59,1377.7,1.0,1491.21,1382.29,1.0,1747.06,1444.02,1.0,1367.26,1452.32,1.0,1537.58,1490.04,0.98,1609.83,1505.06,0.99
9,0.3,1547.82,1069.4,0.99,1568.14,1051.87,0.99,1529.15,1049.91,0.99,1593.05,1062.17,0.83,1501.22,1059.06,0.9,1623.24,1155.97,1.0,1464.57,1162.66,1.0,1665.22,1285.12,0.99,1421.67,1306.64,0.99,1726.28,1384.99,0.99,1387.43,1410.12,0.98,1594.08,1389.36,1.0,1483.99,1393.86,1.0,1729.5,1440.91,0.99,1384.01,1448.36,0.99,1538.74,1476.08,0.98,1584.68,1503.88,0.98
