Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1371.68,844.92,0.99,1391.19,825.65,0.99,1352.53,826.22,0.99,1414.65,834.58,0.85,1324.31,836.25,0.94,1445.61,934.4,1.0,1296.08,945.43,1.0,1476.46,1080.05,1.0,1275.53,1087.63,0.99,1427.67,1165.32,1.0,1302.62,1186.1,0.99,1424.74,1132.4,1.0,1319.52,1138.6,1.0,1519.93,1186.85,0.99,1215.42,1210.75,0.99,1377.87,1232.26,0.95,1392.21,1225.89,0.94
1,0.033,1371.06,845.06,0.99,1390.74,826.36,0.99,1353.12,826.01,0.99,1413.83,834.8,0.85,1325.69,834.32,0.93,1444.56,934.54,1.0,1295.91,944.04,1.0,1476.2,1082.19,1.0,1275.97,1088.73,0.99,1427.85,1162.8,1.0,1303.99,1185.52,0.99,1424.41,1133.19,1.0,1321.01,1138.96,1.0,1519.36,1185.25,0.99,1216.85,1210.14,0.99,1368.12,1237.49,0.96,1417.66,1231.15,0.96
2,0.067,1370.96,844.6,0.99,1390.36,825.89,0.99,1352.87,826.0,0.99,1413.55,835.13,0.85,1325.86,835.69,0.93,1444.55,934.84,1.0,1295.62,944.67,1.0,1476.09,1082.01,1.0,1275.74,1088.74,0.99,1428.05,1163.52,1.0,1303.7,1184.85,0.99,1424.0,1133.76,1.0,1320.37,1139.6,1.0,1518.5,1185.96,0.99,1217.01,1209.42,0.99,1368.25,1237.53,0.97,1420.53,1230.2,0.96
3,0.1,1370.99,844.73,0.99,1390.41,825.84,0.99,1352.6,826.09,0.99,1413.54,835.05,0.85,1325.16,835.9,0.94,1444.28,934.65,1.0,1295.13,944.84,1.0,1475.23,1082.11,1.0,1275.23,1088.54,0.99,1427.29,1165.41,1.0,1303.79,1186.6,0.99,1423.11,1132.58,1.0,1318.86,1138.77,1.0,1519.41,1184.87,0.99,1216.79,1210.47,0.99,1371.47,1235.28,0.96,1410.91,1228.18,0.95
4,0.133,1370.92,844.51,0.99,1390.32,825.56,0.99,1352.2,825.96,0.99,1413.54,834.89,0.85,1324.49,836.16,0.94,1443.76,933.68,1.0,1295.79,945.08,1.0,1475.53,1080.16,1.0,1275.68,1088.11,0.99,1426.04,1165.85,1.0,1304.29,1185.19,0.99,1423.46,1132.24,1.0,1320.08,1139.0,1.0,1520.24,1184.46,0.99,1219.26,1211.6,0.99,1370.77,1234.66,0.96,1412.69,1227.13,0.95
5,0.167,1370.9,844.32,0.99,1390.18,825.26,0.99,1352.34,825.91,0.99,1413.42,834.25,0.85,1324.87,836.01,0.93,1444.19,934.17,1.0,1295.64,945.6,1.0,1474.83,1081.45,1.0,1276.85,1089.49,0.99,1428.37,1164.08,1.0,1304.54,1185.64,0.99,1423.76,1132.15,1.0,1319.73,1138.84,1.0,1518.12,1184.38,0.99,1217.75,1210.49,0.99,1375.15,1236.74,0.96,1413.34,1227.5,0.96
6,0.2,1370.79,844.33,0.99,1389.98,825.24,0.99,1352.37,826.18,0.99,1413.48,834.02,0.86,1325.54,836.36,0.93,1443.8,933.02,1.0,1295.96,944.95,1.0,1474.95,1079.65,1.0,1275.17,1088.26,0.99,1427.75,1164.1,1.0,1304.33,1185.73,0.99,1423.17,1132.12,1.0,1319.76,1139.05,1.0,1519.82,1183.85,0.99,1216.34,1210.47,0.99,1370.56,1238.53,0.97,1418.52,1228.81,0.96
7,0.233,1370.03,843.57,0.99,1389.2,824.9,0.99,1352.04,825.42,0.99,1412.59,833.88,0.86,1325.53,835.32,0.93,1443.4,932.8,1.0,1296.13,944.05,1.0,1474.93,1078.37,1.0,1275.27,1085.9,0.99,1427.81,1164.75,1.0,1303.32,1184.25,0.99,1422.86,1132.23,1.0,1319.82,1138.96,1.0,1519.93,1184.05,0.99,1217.26,1211.3,0.99,1370.79,1237.3,0.96,1418.74,1228.58,0.96
8,0.267,1369.83,843.05,0.99,1389.21,824.53,0.99,1351.62,824.73,0.99,1412.49,834.08,0.85,1324.41,834.88,0.93,1442.84,932.97,1.0,1294.73,944.44,1.0,1474.32,1077.88,1.0,1276.27,1087.87,0.99,1428.29,1163.58,1.0,1304.3,1185.59,0.99,1423.86,1133.97,1.0,1320.61,1140.82,1.0,1519.1,1184.98,0.99,1216.59,1210.91,0.99,1366.19,1238.53,0.97,1423.69,1231.36,0.96
9,0.3,1369.56,843.32,0.99,1389.07,824.43,0.99,1351.1,825.1,0.99,1413.12,833.92,0.87,1324.71,835.73,0.92,1443.64,933.06,1.0,1296.11,944.28,1.0,1474.49,1078.96,1.0,1276.31,1087.33,0.99,1427.55,1163.92,1.0,1303.82,1184.63,0.99,1422.91,1132.67,1.0,1319.73,1139.09,1.0,1519.65,1184.69,0.99,1216.53,1209.17,0.99,1369.18,1236.62,0.96,1414.13,1228.5,0.96
10,0.333,1369.54,842.86,0.99,1389.04,823.94,0.99,1351.01,824.51,0.99,1412.8,833.27,0.87,1324.19,834.82,0.93,1444.19,932.76,1.0,1295.43,944.0,1.0,1473.51,1078.37,1.0,1276.08,1087.11,0.99,1428.22,1163.33,0.99,1304.17,1185.22,0.99,1423.25,1132.42,1.0,1318.82,1138.82,1.0,1516.82,1187.17,0.99,1217.62,1212.1,0.99,1374.74,1234.85,0.95,1403.09,1225.56,0.95
11,0.367,1369.16,842.58,0.99,1388.91,823.68,0.99,1350.68,824.14,0.99,1413.09,833.24,0.88,1324.13,834.56,0.92,1443.4,932.48,1.0,1295.1,943.79,1.0,1473.63,1077.31,1.0,1275.77,1087.12,0.99,1428.57,1162.57,0.99,1303.72,1184.0,0.99,1423.25,1132.93,1.0,1319.27,1139.49,1.0,1519.53,1185.05,0.99,1215.6,1209.41,0.99,1371.63,1235.2,0.96,1408.28,1228.01,0.95
12,0.4,1370.36,842.79,0.99,1389.23,823.66,0.99,1351.85,824.71,0.99,1412.25,832.11,0.86,1324.74,834.74,0.93,1444.23,932.63,1.0,1295.24,943.8,1.0,1472.51,1078.7,1.0,1276.74,1086.1,1.0,1429.72,1164.26,1.0,1303.46,1184.54,0.99,1424.47,1130.47,1.0,1319.56,1137.08,1.0,1518.94,1186.21,0.99,1217.99,1209.93,0.99,1380.11,1231.67,0.96,1399.57,1225.11,0.95
13,0.433,1370.08,842.48,0.99,1388.87,823.49,0.99,1351.75,824.36,0.99,1411.7,831.86,0.85,1324.6,834.22,0.93,1442.86,932.25,1.0,1294.95,943.51,1.0,1472.79,1077.98,1.0,1276.08,1087.23,1.0,1428.76,1164.58,1.0,1303.53,1185.56,0.99,1423.35,1131.61,1.0,1320.2,1138.22,1.0,1519.59,1185.81,0.99,1217.35,1208.5,0.99,1367.77,1236.15,0.97,1425.16,1231.41,0.96
14,0.467,1369.78,842.28,0.99,1388.52,823.17,0.99,1350.99,824.34,0.99,1411.41,832.09,0.84,1323.44,835.09,0.94,1443.14,932.88,1.0,1294.64,944.31,1.0,1473.34,1078.7,1.0,1275.31,1086.8,1.0,1429.54,1162.47,0.99,1303.05,1183.58,0.99,1423.17,1131.82,1.0,1319.25,1138.47,1.0,1518.55,1184.44,0.99,1217.19,1208.0,0.99,1372.65,1234.6,0.96,1411.27,1228.24,0.96
