Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1401.2,837.17,0.99,1418.63,818.46,0.99,1382.39,819.71,0.99,1445.77,825.21,0.93,1360.6,830.94,0.86,1489.12,923.84,1.0,1327.06,932.44,1.0,1526.21,1041.19,0.99,1291.57,1048.89,1.0,1538.39,1119.64,0.99,1284.33,1127.97,0.99,1462.2,1124.8,1.0,1355.89,1129.17,1.0,1539.91,1169.58,0.99,1296.01,1181.31,0.99,1438.86,1219.2,0.97,1412.81,1242.32,0.98
1,0.033,1401.87,836.65,0.99,1419.26,817.99,0.99,1383.08,818.98,0.99,1445.76,824.33,0.92,1360.58,829.58,0.88,1488.5,922.67,1.0,1326.97,931.66,1.0,1525.13,1039.19,0.99,1292.6,1047.31,1.0,1537.36,1118.71,0.99,1285.26,1124.21,1.0,1462.11,1125.5,1.0,1356.87,1130.15,1.0,1530.99,1168.73,0.99,1294.58,1182.21,0.99,1436.71,1218.94,0.97,1422.86,1244.51,0.98
2,0.067,1401.8,836.59,0.99,1419.17,818.13,0.99,1382.91,819.03,0.99,1445.45,824.86,0.92,1360.33,829.95,0.89,1488.54,923.27,1.0,1327.09,932.45,1.0,1525.14,1039.21,0.99,1292.16,1048.63,1.0,1538.8,1118.24,0.99,1285.37,1124.35,1.0,1460.14,1127.2,1.0,1355.52,1131.54,1.0,1531.22,1166.59,0.99,1291.26,1179.48,1.0,1423.15,1221.31,0.97,1419.66,1245.64,0.98
3,0.1,1401.5,836.73,0.99,1419.27,818.14,0.99,1382.59,819.0,0.99,1446.23,825.38,0.93,1360.19,830.26,0.88,1488.96,923.44,1.0,1327.06,932.36,1.0,1525.43,1039.76,0.99,1292.1,1048.34,1.0,1538.7,1119.49,0.99,1284.12,1124.07,0.99,1460.85,1126.17,1.0,1355.12,1130.45,1.0,1531.24,1168.92,0.99,1289.49,1181.86,0.99,1434.56,1221.5,0.97,1417.4,1244.63,0.98
4,0.133,1401.49,836.53,0.99,1419.47,818.04,0.99,1382.67,818.7,0.99,1446.85,825.5,0.93,1360.39,829.87,0.87,1488.95,923.7,1.0,1327.17,932.15,1.0,1525.22,1039.5,0.99,1292.27,1047.68,1.0,1537.26,1118.32,0.99,1284.3,1123.83,0.99,1461.92,1127.19,1.0,1356.52,1131.34,1.0,1534.21,1167.87,0.99,1294.16,1180.36,0.99,1429.33,1221.63,0.97,1416.24,1244.98,0.98
5,0.167,1402.21,836.42,0.99,1419.72,817.82,0.99,1383.26,818.91,0.99,1446.47,825.05,0.92,1360.8,830.54,0.88,1489.35,923.41,1.0,1327.31,932.84,1.0,1525.54,1039.72,0.99,1292.49,1048.52,1.0,1537.95,1118.04,0.99,1284.65,1122.43,0.99,1462.06,1128.16,1.0,1356.43,1132.74,1.0,1531.34,1167.97,0.99,1291.57,1181.36,0.99,1433.88,1222.1,0.97,1421.57,1245.75,0.98
6,0.2,1402.11,836.51,0.99,1419.68,817.96,0.99,1383.1,818.95,0.99,1446.3,825.14,0.92,1360.48,830.31,0.89,1488.33,923.46,1.0,1327.38,932.58,1.0,1525.09,1038.4,0.99,1292.84,1048.38,1.0,1538.17,1119.03,0.99,1284.34,1125.67,1.0,1460.87,1126.88,1.0,1356.27,1131.2,1.0,1530.0,1168.61,0.99,1293.22,1180.37,0.99,1429.32,1222.23,0.97,1419.37,1246.4,0.98
7,0.233,1402.11,836.86,0.99,1419.61,818.04,0.99,1383.15,819.15,0.99,1446.15,824.45,0.92,1360.53,829.91,0.88,1489.16,923.35,1.0,1327.68,932.59,1.0,1525.86,1039.72,0.99,1293.07,1048.18,1.0,1539.74,1118.92,0.99,1284.44,1124.32,0.99,1461.35,1127.47,1.0,1356.26,1131.87,1.0,1527.1,1170.12,0.99,1292.16,1183.49,1.0,1433.51,1223.03,0.97,1418.73,1246.06,0.98
8,0.267,1402.29,837.2,0.99,1419.5,818.33,0.99,1383.24,819.7,0.99,1446.03,824.33,0.92,1360.77,830.51,0.88,1489.42,923.06,1.0,1327.39,931.94,1.0,1526.42,1040.67,0.99,1292.77,1048.24,1.0,1538.29,1117.63,0.99,1284.96,1123.75,0.99,1461.66,1126.85,1.0,1356.38,1130.94,1.0,1528.53,1170.79,0.99,1291.0,1181.45,0.99,1429.77,1223.04,0.97,1421.32,1246.94,0.98
9,0.3,1402.31,837.02,0.99,1419.75,818.38,0.99,1383.33,819.56,0.99,1446.17,825.25,0.92,1360.86,830.92,0.88,1489.06,923.0,1.0,1327.2,932.89,1.0,1525.68,1039.5,0.99,1292.37,1049.46,1.0,1538.93,1117.78,0.99,1284.93,1125.51,0.99,1461.74,1126.6,1.0,1356.43,1131.28,1.0,1528.59,1170.31,0.99,1290.97,1183.94,0.99,1430.06,1222.42,0.97,1419.64,1244.61,0.98
