Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1487.85,1073.49,1.0,1508.11,1054.83,0.99,1469.06,1053.98,1.0,1530.96,1059.8,0.84,1439.03,1058.48,0.95,1563.67,1157.33,1.0,1402.09,1161.25,1.0,1606.39,1289.28,1.0,1363.58,1304.56,0.99,1661.89,1385.5,0.99,1324.72,1409.62,0.99,1538.98,1385.46,1.0,1425.81,1388.21,1.0,1688.32,1458.36,0.99,1306.79,1454.78,0.99,1490.21,1477.75,0.97,1512.65,1505.84,0.97
1,0.033,1485.99,1074.48,0.99,1506.77,1056.83,0.99,1467.91,1054.4,0.99,1531.73,1063.85,0.84,1439.61,1059.44,0.89,1564.51,1157.86,1.0,1400.78,1161.78,1.0,1609.4,1287.69,0.99,1358.8,1309.66,0.99,1661.39,1389.27,0.99,1329.26,1415.86,0.98,1537.31,1391.95,1.0,1423.8,1394.76,1.0,1670.31,1455.95,0.99,1321.7,1454.9,0.99,1485.54,1476.64,0.98,1510.98,1510.3,0.98
2,0.067,1485.19,1075.26,0.99,1506.22,1057.43,0.99,1467.34,1054.92,0.99,1531.76,1063.95,0.86,1440.09,1059.38,0.88,1564.78,1157.85,1.0,1401.71,1161.38,1.0,1609.59,1287.54,0.99,1359.08,1308.37,0.99,1661.95,1390.05,0.99,1328.78,1415.69,0.98,1537.53,1390.16,1.0,1424.68,1392.96,1.0,1669.88,1457.62,0.99,1325.1,1457.25,0.99,1487.97,1473.7,0.98,1514.56,1509.14,0.98
3,0.1,1485.04,1074.4,0.99,1506.05,1056.73,0.99,1467.09,1054.17,0.99,1531.52,1064.07,0.86,1439.65,1059.39,0.88,1564.59,1157.83,1.0,1400.92,1161.82,1.0,1609.41,1287.03,0.99,1358.02,1309.2,0.99,1661.92,1390.35,0.99,1328.9,1416.68,0.98,1537.07,1389.98,1.0,1423.67,1392.88,1.0,1669.34,1457.3,0.99,1323.39,1457.5,0.99,1485.73,1476.86,0.98,1510.55,1510.15,0.98
4,0.133,1486.19,1073.47,1.0,1507.29,1054.85,0.99,1467.92,1053.66,1.0,1531.72,1059.92,0.88,1439.47,1057.71,0.93,1563.67,1157.78,1.0,1401.8,1161.7,1.0,1607.37,1288.33,1.0,1362.58,1304.17,0.99,1662.82,1386.91,0.99,1323.98,1409.8,0.99,1539.46,1384.9,1.0,1426.08,1387.86,1.0,1689.36,1456.26,0.99,1305.48,1454.4,0.99,1491.42,1479.7,0.98,1515.61,1506.6,0.97
5,0.167,1485.88,1072.74,0.99,1506.97,1054.1,0.99,1467.54,1053.01,1.0,1531.73,1059.57,0.89,1439.64,1057.66,0.92,1563.88,1157.19,1.0,1402.24,1161.47,1.0,1607.48,1287.49,1.0,1363.07,1304.02,0.99,1663.1,1387.14,0.99,1325.13,1410.11,0.99,1539.24,1384.89,1.0,1425.97,1387.99,1.0,1689.18,1456.25,0.99,1305.57,1454.61,0.99,1490.07,1478.04,0.97,1515.42,1505.31,0.97
6,0.2,1485.98,1073.29,1.0,1506.99,1054.65,0.99,1467.8,1053.58,1.0,1531.51,1059.44,0.89,1439.67,1057.52,0.92,1563.76,1157.56,1.0,1402.38,1161.91,1.0,1607.92,1288.33,1.0,1362.12,1304.75,0.99,1663.75,1387.56,0.99,1324.6,1409.66,0.99,1539.59,1385.77,1.0,1426.72,1388.91,1.0,1688.8,1455.64,0.99,1307.11,1454.14,0.99,1492.39,1479.09,0.97,1516.68,1505.25,0.97
7,0.233,1484.38,1074.37,0.99,1505.4,1056.71,0.99,1466.51,1054.23,0.99,1531.07,1063.71,0.86,1439.17,1059.2,0.88,1564.42,1157.64,1.0,1400.74,1161.78,1.0,1609.5,1286.15,0.99,1357.95,1308.71,0.99,1662.07,1389.76,0.99,1328.26,1416.81,0.98,1537.38,1390.94,1.0,1423.94,1393.91,1.0,1668.67,1456.33,0.99,1322.54,1456.27,0.99,1486.74,1475.18,0.98,1510.34,1509.46,0.98
8,0.267,1485.59,1072.63,0.99,1506.54,1054.07,0.99,1467.26,1052.87,1.0,1530.74,1059.57,0.88,1438.87,1057.48,0.93,1563.36,1157.29,1.0,1401.71,1161.76,1.0,1607.25,1287.84,1.0,1362.64,1304.15,0.99,1663.17,1387.08,0.99,1324.72,1410.86,0.99,1540.49,1385.0,1.0,1427.62,1388.31,1.0,1687.97,1456.39,0.99,1308.19,1455.78,0.99,1490.43,1478.91,0.97,1519.42,1505.49,0.97
9,0.3,1484.73,1072.84,0.99,1505.98,1054.41,0.99,1466.74,1053.08,0.99,1531.04,1060.05,0.9,1439.34,1057.56,0.91,1563.78,1157.27,1.0,1401.81,1161.37,1.0,1606.96,1287.31,1.0,1363.05,1303.78,0.99,1662.67,1386.93,0.99,1324.87,1410.24,0.99,1540.22,1385.45,1.0,1426.94,1388.48,1.0,1686.77,1455.99,0.99,1305.61,1454.89,0.99,1489.29,1479.19,0.97,1516.33,1505.28,0.97
