Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1498.12,888.78,0.99,1518.3,868.96,0.99,1479.17,870.47,0.99,1553.81,872.67,0.95,1459.37,878.74,0.78,1596.91,969.75,1.0,1439.69,984.8,1.0,1611.35,1113.4,0.99,1434.72,1128.8,1.0,1562.58,1215.62,0.99,1490.37,1226.73,1.0,1575.43,1175.37,1.0,1469.67,1180.24,1.0,1687.55,1208.11,0.99,1363.95,1211.64,0.99,1491.95,1261.06,0.97,1541.77,1263.19,0.98
1,0.033,1497.82,889.28,0.99,1518.0,869.61,0.99,1479.6,870.76,0.99,1554.31,873.56,0.95,1460.66,878.76,0.74,1597.7,970.87,1.0,1440.26,983.7,1.0,1610.92,1114.67,0.99,1433.85,1126.11,1.0,1562.05,1217.16,0.99,1490.42,1226.17,0.99,1575.42,1176.22,1.0,1469.54,1180.14,1.0,1689.94,1208.64,0.99,1364.19,1209.92,0.99,1494.46,1261.89,0.97,1546.12,1264.39,0.98
2,0.067,1498.79,889.56,0.99,1518.9,869.61,0.99,1480.14,870.96,0.99,1554.3,873.68,0.95,1460.54,879.36,0.77,1597.99,971.07,1.0,1439.7,984.44,1.0,1611.56,1115.06,0.99,1434.54,1126.81,1.0,1562.12,1216.65,0.99,1489.67,1226.79,0.99,1576.18,1176.87,1.0,1469.83,1181.06,1.0,1688.73,1207.3,0.99,1364.74,1208.94,0.99,1496.25,1262.98,0.98,1542.99,1265.45,0.98
3,0.1,1496.81,889.69,0.99,1517.8,869.77,0.99,1478.91,870.15,0.98,1556.04,876.54,0.95,1461.35,879.84,0.64,1595.21,970.08,1.0,1442.82,983.02,1.0,1608.72,1116.27,0.99,1433.39,1130.48,0.99,1563.51,1219.07,0.99,1491.28,1231.32,0.99,1573.41,1179.18,1.0,1468.8,1184.3,1.0,1670.09,1205.82,0.99,1379.32,1215.24,0.99,1516.93,1255.68,0.96,1526.26,1269.48,0.97
4,0.133,1498.81,890.47,0.99,1519.15,870.4,0.99,1480.11,871.8,0.99,1555.11,873.68,0.95,1460.34,879.48,0.76,1597.34,969.91,1.0,1440.17,984.87,1.0,1611.99,1113.15,0.99,1435.37,1128.26,1.0,1562.38,1215.73,0.99,1491.98,1227.75,0.99,1577.17,1176.91,1.0,1471.25,1181.9,1.0,1690.31,1206.87,0.99,1363.03,1210.25,0.99,1496.85,1263.19,0.97,1545.98,1265.17,0.98
5,0.167,1498.73,890.33,0.99,1518.98,870.28,0.99,1480.01,871.83,0.99,1555.19,873.64,0.95,1460.45,879.74,0.76,1597.35,970.47,1.0,1440.42,984.59,1.0,1611.81,1114.24,0.99,1434.29,1126.86,1.0,1562.34,1216.07,0.99,1489.56,1226.25,0.99,1576.48,1176.67,1.0,1470.91,1181.23,1.0,1687.96,1207.2,0.99,1363.54,1209.83,0.99,1494.16,1261.92,0.97,1545.02,1263.77,0.98
6,0.2,1498.85,890.08,0.99,1519.03,870.2,0.99,1480.11,871.52,0.99,1554.11,872.99,0.95,1459.93,878.7,0.78,1596.86,970.36,1.0,1439.75,984.41,1.0,1612.07,1113.4,0.99,1433.99,1127.5,1.0,1562.31,1216.91,0.99,1490.87,1227.68,0.99,1576.94,1176.68,1.0,1471.32,1181.05,1.0,1688.01,1207.01,0.99,1363.71,1207.28,0.99,1497.84,1261.32,0.98,1543.56,1264.25,0.98
7,0.233,1498.85,890.65,0.99,1519.22,870.33,0.99,1480.06,871.97,0.99,1556.06,872.95,0.95,1460.49,879.24,0.74,1598.0,970.81,1.0,1440.34,984.15,1.0,1612.21,1114.44,0.99,1434.27,1125.93,1.0,1562.41,1216.37,0.99,1489.78,1226.71,0.99,1576.51,1176.19,1.0,1470.44,1180.31,1.0,1687.69,1208.66,0.99,1364.08,1208.44,0.99,1496.04,1261.82,0.98,1543.98,1265.03,0.98
8,0.267,1498.39,888.72,0.99,1518.57,868.75,0.99,1479.76,870.43,0.99,1555.36,871.48,0.95,1460.25,877.86,0.74,1597.77,970.51,1.0,1440.54,983.7,1.0,1611.96,1114.22,0.99,1433.92,1124.88,1.0,1562.3,1217.01,0.99,1489.47,1226.38,0.99,1576.83,1177.11,1.0,1470.76,1181.18,1.0,1688.36,1208.69,0.99,1364.24,1208.64,0.99,1499.8,1261.69,0.98,1542.2,1264.63,0.98
9,0.3,1499.11,890.65,0.99,1519.26,870.68,0.99,1480.41,872.11,0.99,1554.75,873.3,0.95,1460.42,879.14,0.77,1597.69,970.42,1.0,1439.84,984.46,1.0,1611.29,1113.73,0.99,1433.62,1126.18,1.0,1562.81,1217.12,0.99,1489.84,1227.27,0.99,1575.98,1176.9,1.0,1469.55,1181.59,1.0,1688.22,1207.86,0.99,1365.61,1211.63,0.99,1501.17,1260.97,0.97,1540.96,1262.72,0.98
