Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf
0,0.0,1312.91,853.47,0.99,1329.95,837.06,1.0,1294.74,839.37,0.99,1357.23,840.98,0.95,1276.25,848.95,0.87,1398.52,915.74,1.0,1252.25,927.0,1.0,1479.63,972.46,0.99,1183.16,994.7,1.0,1468.93,1068.92,0.99,1216.95,1082.74,1.0,1383.41,1116.01,1.0,1285.9,1118.73,1.0,1503.25,1198.72,1.0,1148.98,1185.28,1.0,1306.49,1212.33,0.99,1327.74,1237.34,0.99
1,0.033,1310.36,851.59,0.99,1327.7,835.66,1.0,1292.79,837.63,0.99,1356.98,841.04,0.96,1275.22,848.09,0.83,1398.92,917.68,1.0,1251.62,927.63,1.0,1479.39,979.44,0.99,1184.81,995.79,1.0,1468.51,1076.88,0.99,1214.99,1083.24,1.0,1381.41,1120.33,1.0,1283.94,1122.49,1.0,1504.37,1196.74,1.0,1145.41,1185.45,1.0,1289.57,1220.37,0.99,1337.87,1241.99,0.99
2,0.067,1305.0,848.85,1.0,1322.28,832.92,1.0,1288.5,835.03,0.99,1356.44,839.55,0.97,1273.81,846.96,0.64,1401.25,918.85,1.0,1252.12,927.66,1.0,1480.45,984.71,0.99,1187.37,997.7,1.0,1467.57,1081.17,0.99,1215.85,1088.15,1.0,1382.51,1120.9,1.0,1283.27,1122.3,1.0,1506.52,1195.51,1.0,1145.04,1181.25,1.0,1290.59,1220.38,0.99,1336.36,1241.95,0.99
3,0.1,1301.8,851.17,1.0,1319.77,835.07,1.0,1286.41,836.69,0.99,1358.59,841.32,0.98,1273.97,847.59,0.44,1401.66,920.88,1.0,1254.25,928.76,1.0,1481.24,988.71,0.99,1188.44,999.68,1.0,1467.61,1085.64,0.99,1218.3,1091.33,1.0,1381.77,1122.01,1.0,1283.04,1123.06,1.0,1507.73,1195.2,1.0,1144.54,1181.51,1.0,1289.63,1219.52,0.99,1337.24,1240.58,0.99
4,0.133,1299.57,849.35,1.0,1317.27,832.88,1.0,1284.73,834.78,0.98,1359.0,837.93,0.98,1274.17,845.22,0.3,1402.52,920.94,1.0,1255.79,928.6,1.0,1481.1,992.08,0.99,1188.97,1001.44,1.0,1467.47,1086.62,0.99,1217.91,1091.63,1.0,1382.17,1121.25,1.0,1283.61,1122.01,1.0,1507.05,1196.32,1.0,1146.3,1179.55,1.0,1290.83,1220.29,0.99,1338.51,1241.36,0.99
5,0.167,1295.46,848.99,1.0,1313.74,833.06,1.0,1282.05,834.11,0.98,1359.12,839.48,0.99,1273.85,844.73,0.19,1402.95,922.82,1.0,1256.12,928.92,1.0,1481.1,994.84,0.99,1189.31,1002.08,1.0,1465.62,1090.04,0.99,1217.84,1090.88,1.0,1382.62,1123.39,1.0,1283.37,1123.39,1.0,1508.06,1196.93,1.0,1145.89,1179.55,1.0,1293.56,1222.56,0.99,1336.44,1243.14,0.99
6,0.2,1294.33,850.05,1.0,1312.59,833.92,1.0,1281.41,834.97,0.98,1360.43,839.89,0.99,1274.71,845.35,0.13,1404.01,923.76,1.0,1256.62,929.74,1.0,1481.01,995.89,0.99,1190.29,1001.65,1.0,1464.46,1091.26,0.99,1218.74,1089.68,1.0,1382.89,1125.05,1.0,1283.16,1125.03,1.0,1508.5,1196.78,1.0,1146.06,1178.98,1.0,1287.77,1222.72,0.99,1337.66,1243.21,0.99
7,0.233,1293.71,850.12,1.0,1311.94,834.46,1.0,1281.85,834.93,0.98,1360.15,840.52,0.99,1276.08,844.72,0.11,1404.06,923.21,1.0,1257.67,929.12,1.0,1481.12,996.82,0.99,1190.76,1002.26,1.0,1459.36,1094.19,0.99,1221.69,1091.6,1.0,1383.22,1125.42,1.0,1283.95,1125.44,1.0,1508.8,1192.47,1.0,1143.89,1177.46,1.0,1285.98,1221.36,0.99,1340.93,1241.0,0.99
8,0.267,1294.92,852.5,1.0,1312.94,836.34,1.0,1282.65,837.03,0.98,1360.5,840.46,0.99,1276.42,845.41,0.12,1403.26,923.29,1.0,1258.92,929.11,1.0,1480.97,996.83,0.99,1190.49,1001.58,1.0,1457.51,1092.57,0.99,1220.82,1090.36,1.0,1381.39,1124.58,1.0,1283.25,1124.41,1.0,1508.75,1197.61,1.0,1143.72,1180.71,1.0,1285.72,1220.81,0.99,1338.1,1241.63,0.99
9,0.3,1294.01,852.89,1.0,1312.03,836.66,1.0,1282.0,837.25,0.97,1360.12,840.42,0.99,1276.29,845.32,0.11,1404.07,923.72,1.0,1259.81,930.12,1.0,1480.74,998.44,0.99,1189.86,1003.41,1.0,1453.09,1093.88,0.99,1222.65,1092.85,1.0,1382.29,1124.8,1.0,1284.39,1124.71,1.0,1510.16,1194.84,1.0,1144.88,1179.09,1.0,1285.21,1221.25,0.99,1341.61,1240.45,0.99
