img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,1486.9403465366104,1086.8868794761313,1568.0694903007504,1152.8350288666957,1396.992518870348,1168.7885414940579,1602.5023660308082,1293.8960321206,1369.0178207516078,1311.3637088152461,1667.2735163491066,1387.0631561031585,1323.7627621550394,1408.865911013264,1542.4619070546537,1410.3277729678764,1411.5057572719195,1410.3665325998652,1689.0165282247872,1459.3875900972396,1312.0172126686593,1479.0000260253998,1522.1511379038025,1470.037348863193,1508.5375599573315,1495.8548786142992,1482.6471218245613,1118.0471915202195,1478.6498998581737,1396.6114894206323
000001.jpg,1489.4174416120734,1086.2941232526473,1568.392266326936,1154.5038444556778,1396.3840916753754,1168.8398279798016,1602.7268336902255,1293.2942932425376,1368.4899898589376,1311.5067204277786,1667.1966511020441,1389.0961866449152,1324.1804085402746,1409.449942614783,1538.1286433036548,1405.453774141624,1413.0136964779988,1412.7234446173802,1691.4886914405265,1459.0616688734717,1311.40637586733,1478.0927673960123,1521.6865477759056,1475.4991962318034,1508.147845356714,1498.9899402592953,1480.5772212283384,1118.2022934068527,1478.757847257709,1395.8868207456412
000002.jpg,1487.8128371210148,1086.2082266471116,1568.159966806212,1153.941903432428,1395.1754902002292,1168.3484711136416,1602.9289056001944,1294.1402823988908,1365.0386006617564,1309.2760465326091,1667.937380873921,1389.2612125491798,1324.6285372544348,1411.0673050999126,1542.9216467753579,1411.9151714637137,1413.1882601626155,1414.3427727362014,1690.3156523373684,1461.9548780815667,1310.7796762789374,1478.0083169522786,1520.5071522959827,1471.0156728425604,1504.4779624545804,1495.5314464259143,1482.4568513768015,1118.2435495851184,1479.3938131197033,1398.2447961875334
000003.jpg,1487.2729423506003,1087.0579816943289,1568.994269518731,1154.1713014592492,1395.1375387971104,1167.8706484838171,1602.7191120843943,1293.7740620560803,1369.6666804443591,1310.7783201140232,1668.6038204091615,1388.9690889089059,1323.3446047742464,1408.6694404047332,1538.4986860656122,1405.8211757610711,1413.599400509322,1415.0011060607808,1689.98873074455,1459.3302758266777,1311.1401434436596,1477.1749027649514,1529.9629560510584,1471.8804179704362,1504.9582510311807,1495.899242132979,1482.7020517046783,1117.637872297438,1480.3280873980925,1396.1015091565248
000004.jpg,1486.9177365227852,1085.821880316636,1568.1876644077672,1154.4307360918149,1396.7051554418842,1168.3663855862715,1602.4600546590125,1294.3328110813,1369.464403353124,1311.4578176666662,1668.5484023607205,1388.2381379265526,1322.7618467904513,1409.0260202168047,1538.2412256106793,1405.8972650344017,1413.5764068115982,1413.525186760683,1691.1342249489378,1459.934179816006,1311.3656873995749,1477.2769243241803,1528.436003495812,1473.9578834992442,1505.2356307986793,1496.3030315184396,1482.8707458967635,1116.8624053387916,1478.3846656894398,1396.6012221351696
000005.jpg,1487.619932152003,1085.9475009069556,1567.394734156319,1152.6866646274702,1396.6587226140914,1168.370180909268,1602.2854383618346,1293.4264577092315,1369.1640947267208,1311.1969126587996,1668.704009797003,1388.3824701719038,1323.4793524802078,1410.415679730407,1531.731825524992,1406.4875401604,1413.5560777309215,1413.5290526704157,1690.6915947122527,1461.5143815145545,1312.1433791829177,1477.1018719636131,1522.1869824949592,1474.6237196849231,1501.9081394613506,1498.9716048171085,1481.8285681036411,1117.7721140444137,1478.8095536803282,1398.055457162191
000006.jpg,1488.302113730109,1085.765530178027,1569.4716149507926,1154.9259236605901,1395.618224186974,1167.8843971484123,1602.4821257580668,1293.0618323415379,1369.7545776721581,1310.055543776794,1668.5382852232408,1387.976700029524,1323.2321528942673,1409.075293543256,1538.1164909326044,1404.7468704385678,1413.4037935943902,1412.3262623548992,1690.912456807002,1459.29172892346,1311.161765713018,1478.0496174428226,1526.6791969744281,1474.8910481110113,1503.856236894151,1496.054730315803,1482.9873660269418,1117.9355385247648,1476.8352418331058,1395.5625549575518
000007.jpg,1487.5209991478139,1086.6174657427102,1566.8544686524408,1153.735389984097,1396.8266962775858,1168.8512583398904,1602.611526085745,1293.7830481882193,1368.2849592807925,1310.970893480765,1668.4322160060135,1388.5031784318392,1321.3906603870669,1408.1902100598334,1545.4166615580903,1412.3053691707357,1411.6019925737091,1412.2870955312444,1690.3939848265898,1461.2920624647452,1309.7838226368083,1476.6942993026375,1530.7600007615351,1476.6360804565452,1502.925144004676,1498.2893995556078,1483.381235599091,1117.1706865289075,1478.8462682438644,1397.4602293638536
000008.jpg,1488.3770733164656,1086.0373663327136,1568.7062114211676,1151.8468339726417,1396.8936837047636,1168.3017530879226,1602.0140488512136,1293.9358578760246,1364.3936341041613,1308.5160749122176,1668.3844213455172,1386.1986532767767,1322.4619606311135,1408.2853025578843,1547.0222438963215,1408.5900501210913,1411.751991868762,1414.3594872238602,1690.4852906462543,1460.2211104182788,1308.221396426088,1477.1145471271252,1531.5975679535507,1473.6626681606886,1502.8253727502802,1499.8527756508797,1482.9755587280515,1117.9096033683463,1478.4182979010989,1397.1916804466925
000009.jpg,1487.0437781031587,1086.9710770251556,1567.895301838088,1153.09206816707,1395.8172798488713,1169.1617032836318,1602.5974476541328,1293.2003231879735,1369.029306793604,1310.9931688918923,1668.8732365855194,1388.3533246804006,1323.0825936853323,1409.562821847948,1548.426124966519,1407.3181227536757,1412.377868985997,1413.314588038197,1689.9851946566673,1459.3124426243378,1311.2200187450508,1479.7831118939373,1521.8434149466973,1471.2724378157097,1504.487396868305,1496.1264932572249,1482.9065516149085,1116.85992530653,1476.8797250742518,1396.4290334436416
