img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,1415.7747457985497,1112.2812586639234,1496.537541347975,1187.1820387725243,1333.4671252242306,1191.7895682783756,1535.4786056678356,1327.2061717821869,1301.5967742194844,1338.3451212011148,1609.855366466137,1405.2727361750042,1266.0839885315252,1430.3907378402992,1467.9690913044221,1409.931384083388,1346.4832605639197,1417.085862714317,1619.8772522875415,1453.6410375688283,1257.7499756747263,1484.8726826667478,1419.1273045572757,1492.277183039178,1399.0860268456538,1464.5117550975096,1414.6723337088695,1146.6817670622017,1404.794696526808,1400.0881790019591
000001.jpg,1415.2332557336304,1111.569713231652,1496.5281095985952,1188.7093504739473,1333.3158456700512,1192.2213405340322,1535.2488487640403,1327.452573412953,1301.4748928492113,1336.8797796084114,1606.9605914520353,1405.5780925904583,1265.6886852453842,1431.2084557415103,1467.4424637102954,1408.6971129103497,1344.7938812826471,1416.9770587162784,1619.557086785637,1452.5955618830455,1259.9942677002082,1483.8858755092822,1422.3605489957333,1491.5063278452697,1500.490322521887,1453.0804873879952,1415.034497061774,1146.3750193522264,1402.4109748556011,1400.6195259831152
000002.jpg,1415.7905656308385,1111.5273562661155,1496.4502216073627,1187.0322711646866,1333.504863976191,1189.620654189737,1534.5428267862023,1328.140604479084,1300.3003275635178,1337.5714243034317,1605.9190504860621,1405.1704688972459,1266.344345457497,1430.010892874236,1459.127572315593,1408.1890943569945,1346.067075794999,1412.8843516847546,1619.7523006452864,1453.9024929038421,1258.8064328782955,1485.6558145626962,1422.2353210230422,1492.47417241758,1421.9651500198238,1469.7501515086433,1415.081178937667,1145.397657195471,1403.4619107673639,1400.1127982658616
000003.jpg,1414.6024915709777,1111.7099597576716,1495.9739351067656,1187.4448260278152,1334.0363504974391,1190.8337875484367,1535.960041023394,1327.115033134504,1300.5022807533974,1338.2410862389472,1608.5042151168313,1405.233991555684,1263.588211378209,1431.2124864523255,1465.0354548804735,1409.2550448788884,1343.120428656562,1416.8821197842426,1621.173981530374,1453.7912104160264,1258.2870534927438,1483.624902054974,1421.7587633040014,1491.9816746730962,1402.1905849280963,1477.6637752291306,1413.9231407018415,1146.2474285264211,1403.1176971906184,1399.5374365191205
000004.jpg,1414.9583171747774,1110.9000918424158,1496.3557440083707,1189.1544629325633,1333.2195962556277,1191.8765161165356,1536.1287821859073,1328.3495696424154,1300.4131062512183,1338.9050434929234,1606.373656816707,1404.9026454995517,1264.5802054834862,1429.1543766392156,1466.5035329316931,1409.0191175980792,1346.828044110174,1416.5759603895888,1619.5897114291286,1454.8640261602436,1259.1026158304019,1483.592696772745,1421.6484456447668,1491.7008258846017,1419.2921112174238,1469.3635452852282,1415.6088910062442,1146.1504195419943,1403.5533339158364,1401.0977704444258
000005.jpg,1413.6278704345953,1112.3784539193994,1494.2191640238896,1187.2097956938558,1333.7041699547724,1191.1828012200297,1535.0006238718893,1327.439392986396,1300.5026019290233,1338.5939038488782,1607.9818699298812,1405.342843670476,1264.2339724958972,1431.9084436609235,1467.889250155175,1409.879597318566,1346.7140220563351,1416.5975500111788,1619.2823865173743,1454.7631591104494,1259.6419141786034,1484.8355488171624,1421.3397164199584,1491.3627441221263,1401.6270030802073,1477.9996905088187,1412.9272840581364,1145.8708543407317,1406.111516796719,1399.9666707797296
000006.jpg,1415.5832514757326,1110.717953320528,1496.7070395477126,1187.0434725525056,1333.5703101917863,1190.326980596508,1534.2106283681908,1328.1368353454625,1299.5167284130705,1337.3861963372437,1607.8395154362893,1405.7570633271537,1264.7146272404143,1430.502930335223,1467.8031142465509,1409.6393990762338,1344.8153632559556,1417.4562113740835,1619.972817807592,1455.683090813812,1259.5619779301808,1485.7477372844965,1421.0937582363,1492.4525542176689,1396.3828011164815,1479.7648694517927,1413.9841920244437,1145.8708795417772,1404.8954136671973,1400.2111656911152
000007.jpg,1414.4035887112645,1111.0143779732514,1495.7328646076596,1188.0130151174646,1333.9835708919356,1191.2183682518842,1535.3432970772274,1327.691234552731,1299.03176870343,1337.0690258240895,1607.9548546916187,1404.5217550278753,1264.3382679063097,1431.320283202489,1462.4142837729732,1407.6219089377428,1346.4288849359516,1418.0696582494243,1618.2868489402974,1455.2354521843117,1260.1205839980985,1485.035936834409,1417.577921709399,1494.1568474193616,1496.9714467692545,1454.4428502487,1414.0206817190833,1146.64255809569,1405.2967137070175,1400.4792483892322
000008.jpg,1414.6160122637073,1111.5880377407727,1496.5353265744905,1186.5925675351136,1333.6376623688484,1190.8720997218675,1537.0182511890985,1327.0925281005948,1301.1395672981773,1336.6924329952462,1607.5700060708189,1404.8425595671627,1264.8420117704154,1429.754147172182,1458.114245862284,1410.3088822160605,1349.158513134811,1417.1789256260568,1619.7607361246123,1454.1684181722255,1260.3307260668994,1485.0965512768064,1422.142110506855,1491.9639878113785,1399.6360925805725,1464.1299576696517,1415.0872246379326,1146.7496519050435,1401.0922558505038,1400.839224143186
000009.jpg,1415.2580251988054,1110.899283998092,1495.484766082873,1187.9885862069439,1333.2280999522259,1190.9371213350237,1535.205491430105,1328.448523490423,1300.0619510580204,1338.6701780557476,1606.7380689375138,1405.9510241907215,1271.9764494914793,1430.3596981898781,1458.3560069162868,1409.9719327718358,1344.3821333034205,1415.0556742556523,1620.347356501949,1455.5234379599785,1258.3722647104948,1485.1355127862253,1422.2042057550468,1491.5900189138526,1399.7413491956231,1465.0678383944542,1414.0388266572136,1146.1201955751656,1402.2103034343336,1401.6068539959078
000010.jpg,1415.7406057247863,1111.6347805981957,1495.9786941133655,1186.572333356746,1332.7587499735998,1191.388930269093,1535.5986776541372,1328.0050410739866,1301.1112449908162,1338.2909193083399,1607.0878262483513,1405.0932120779444,1265.133373237568,1431.01052535674,1465.2259695756009,1408.5812758354557,1348.0651566149666,1414.0566065720136,1620.4634055040146,1454.322123724315,1259.268803659752,1485.9870588969998,1422.1135909769157,1491.0998270289276,1399.5770640456356,1464.7516457200916,1415.3242396001199,1145.6228549361379,1405.8615082578374,1400.6479533507459
