img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000000.jpg,1552.2300914105458,1080.682491796056,1628.0697401079697,1153.8468399796022,1457.9654077927837,1164.7265224730395,1661.5957318622898,1293.4852461788744,1428.118611512851,1309.7441218146828,1735.1425616831914,1385.7583210389182,1378.0498669242834,1402.6786168028345,1600.1050772410629,1406.0231104686857,1486.4426565922436,1404.3367222825998,1758.5662123997288,1451.1783880328169,1361.4260995598663,1472.86760057351,1556.2609907704457,1475.002270974501,1561.289530829144,1490.8175308035434,1543.99518791017,1115.7836719871875,1532.6369855973094,1391.419902310134
000001.jpg,1553.711888730922,1081.6812676417362,1629.0238825747888,1153.1742787773421,1457.3288330064486,1163.3387939092813,1662.232789688872,1294.0945710253652,1430.0357293155544,1310.0377628253518,1736.9536671896558,1385.1718220927064,1378.7563659249693,1405.6507748151657,1600.423773226518,1406.116255035623,1485.719624442248,1403.3920345462484,1758.7673697411713,1450.7125120361084,1362.0930240949065,1472.289203520226,1556.9054721170849,1471.3922136451902,1565.516426877471,1487.3400598230767,1546.4477515792255,1115.5022020224455,1532.828899597921,1393.6242512137944
000002.jpg,1553.742799629079,1081.3524245374442,1628.141894545867,1153.0498201677826,1456.6197989060306,1164.8393547651506,1662.4187248317328,1295.3336568372486,1428.5960223895365,1308.470082372696,1736.25625027083,1384.9918441624627,1379.9144100199917,1405.6073102178357,1599.671359336561,1405.7146423348404,1484.970583021199,1404.9933862211585,1760.6621093340839,1450.457351037577,1361.47938464904,1471.1634425998527,1561.3450651143298,1473.4296023006218,1565.7370603737063,1491.5228996649564,1545.4021834761938,1114.6178359739508,1532.9345374938941,1393.237660192338
000003.jpg,1553.8084213400055,1081.4699362976557,1629.0573153662237,1152.8228343111555,1457.4409505464976,1163.5722032317885,1660.8694520859242,1293.903234953921,1427.4848571640223,1308.7712056382193,1734.7348049230295,1385.645999289362,1381.4241982589915,1404.7924485831177,1601.057928064088,1405.2442196598024,1482.0797748028963,1408.7538884481326,1758.276113134737,1451.5499898389746,1363.890177598713,1471.680312625475,1557.0614777672258,1472.4735710459302,1566.51622094814,1487.3713579680143,1545.0439350168115,1116.3392767728114,1533.6664365866527,1392.7051449528403
000004.jpg,1549.3757421887228,1080.956337235142,1628.340288178747,1153.1029576181759,1457.8551247710197,1164.9567235692064,1663.2983811039321,1294.9062447973927,1429.810982432812,1308.8204109521705,1736.5653142842098,1384.4992097444594,1378.919894062849,1405.700381332596,1601.9893426136703,1405.7459533249337,1477.5779202218484,1405.8635495561518,1759.1861222841646,1452.7906738459994,1361.8432881799708,1471.6699891258402,1555.6677428767575,1472.8088619777923,1565.1045955818174,1490.0021993646908,1545.7318737345854,1114.3831491259143,1532.691072676682,1393.2666019132798
000005.jpg,1553.380170471858,1080.8154818284568,1628.028139284245,1152.8522147594806,1456.8490610539463,1164.5337134706074,1662.6753932182455,1293.830232908741,1428.9493038921014,1310.70321922993,1736.8465597294755,1386.2791069230934,1379.4120030165484,1405.2016467699173,1597.5580712427331,1403.6150431889132,1485.2096052116078,1406.7981583742292,1758.6617490596082,1450.2970858079489,1362.3693775620873,1471.195575887367,1561.0358956728917,1473.8463866578943,1565.515549159312,1488.3504575020377,1544.0038285124201,1114.6824642773477,1532.5450775270567,1394.7867263004405
000006.jpg,1552.3172806517089,1080.6042272377706,1629.980527213503,1153.0241057390372,1457.8513721888346,1164.4783544423653,1663.2378744328228,1293.238108030874,1428.4735419855997,1310.5964983475208,1737.1848555108575,1384.2488001436961,1381.1604360517135,1404.18403704838,1600.256443273902,1404.496815048272,1485.9161673849333,1404.7205664538674,1761.3835438608742,1450.7577170943218,1364.2310747616405,1470.9649784655664,1556.3865939683253,1473.1641498277302,1565.9222213589974,1488.4687969171741,1544.9423163264287,1114.7891330320317,1532.5096871709204,1391.4241833217106
000007.jpg,1553.4880957319888,1080.0405370545377,1628.6990551754031,1152.149934189869,1456.6319512833143,1163.188090441687,1663.337706334075,1293.2952787522056,1428.8253677955513,1309.1425017424028,1736.2469799234213,1385.3984426399848,1381.340633666383,1404.6983490508394,1600.0875465423676,1407.4828249315794,1485.018608399879,1404.6532607096901,1758.9261597107961,1452.7667205483283,1364.6729954589073,1471.725084996581,1554.7423815433842,1471.6580120855454,1564.9567398356817,1490.0464902752572,1545.987311053825,1115.1071348287733,1532.3258715324953,1393.2462396912167
000008.jpg,1553.505210388181,1081.0168108213454,1628.9959401858534,1153.099561737443,1457.3274729074576,1164.665866951297,1662.2992698303906,1293.0208000957452,1429.8646153778081,1309.1431174205895,1735.8684597453937,1385.2439965903643,1379.231025557787,1404.2441434542293,1597.7791046790874,1405.238740765592,1486.7974191745086,1404.7623418021465,1759.1818673032735,1452.1532483689462,1366.3292701361613,1473.9866172254847,1557.3779075987336,1475.1936526719119,1560.7216437530815,1489.362363284977,1545.0390278188227,1115.6885233893386,1532.7122450180668,1392.172616001992
000009.jpg,1552.1520021412414,1081.5227753477097,1629.6219466495595,1154.5795331134434,1457.3741543186875,1165.071349923984,1662.8663580007342,1294.8991294118273,1428.287277116756,1308.6287889897735,1735.7088541279484,1385.2924147213912,1379.7915395030884,1404.2480876277134,1598.4612544679421,1403.4994624978433,1481.9322390019718,1408.1801652649176,1760.4354208606078,1450.6299833282421,1362.828226364938,1472.5446802707436,1557.6798962393561,1473.7663895556677,1563.5180686810559,1491.2956767718608,1544.2787876156806,1114.727916512671,1532.7776672830819,1393.743107796333
