Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
0,0.0,1451.28,821.19,0.99,1469.28,802.48,0.99,1432.87,802.45,0.99,1494.04,808.37,0.9,1409.6,811.15,0.89,1528.76,904.4,1.0,1380.49,917.1,1.0,1555.46,1043.94,0.99,1380.02,1057.19,1.0,1530.2,1145.87,0.99,1416.7,1163.43,0.99,1512.94,1113.7,1.0,1409.74,1120.16,1.0,1608.99,1162.19,0.98,1328.4,1184.49,0.99,1482.37,1204.55,0.94,1456.36,1215.69,0.94,-0.04876646057425469,-1.4336175994264249,0.03848963190452954,-1.524315459997428,-0.13801005293727828,-1.524460886818226,0.15851523466979045,-1.4957633275140925,-0.25081279026957315,-1.4822871087868137,0.32682254193997884,-1.0302520741397787,-0.3919252820505398,-0.9686880533353031,0.45625241245017567,-0.35382345500147006,-0.39420363557637483,-0.2895932758156983,0.3338030293382818,0.14028840646311114,-0.21639510934738537,0.22541157223685926,0.2501341317725143,-0.01565762103924859,-0.2501341317725154,0.01565762103924859,0.7157423363606933,0.21940059697720962,-0.6444347185627545,0.3275012004370365,0.10194420137937833,0.424743267943948,-0.024140852252464824,0.4787450940669294
1,0.033,1451.4,824.03,0.99,1470.9,805.42,0.99,1433.2,804.97,0.99,1496.84,812.39,0.88,1409.12,812.57,0.88,1528.77,905.62,1.0,1382.57,915.11,1.0,1550.34,1043.31,1.0,1372.57,1063.05,0.99,1531.0,1149.03,0.99,1418.09,1168.12,0.99,1514.68,1119.03,1.0,1413.14,1125.39,1.0,1609.15,1168.63,0.99,1335.68,1180.49,0.99,1481.38,1204.4,0.95,1464.53,1223.46,0.95,-0.05900798869846723,-1.4064749856202219,0.032970890567728756,-1.4942558544993967,-0.14485494268025037,-1.496378444020924,0.15532638431978557,-1.4613793012437357,-0.25843706640999464,-1.4605302654351244,0.30593590303617757,-1.0216259210392509,-0.38366984818012284,-0.9768628664630354,0.40767869410140023,-0.3721606961078396,-0.4308385042140695,-0.2790497690968288,0.3164545133317478,0.12650633548304466,-0.21612678194754437,0.21655129985184843,0.2394752666843471,-0.014999632618795338,-0.2394752666843471,0.014999632618795338,0.6850775602370414,0.21895690130958073,-0.6048436763232982,0.27489892736584104,0.08240364209130495,0.3876791839430079,0.002924456674104178,0.47758264234370995
2,0.067,1451.34,823.07,0.99,1470.65,804.64,0.99,1433.44,804.13,0.99,1496.4,811.83,0.89,1409.77,811.9,0.87,1528.79,905.53,1.0,1382.87,914.15,1.0,1549.9,1043.79,0.99,1372.1,1062.22,0.99,1530.69,1150.22,0.99,1418.36,1168.3,0.99,1514.9,1118.95,1.0,1413.8,1124.79,1.0,1607.78,1170.91,0.99,1335.75,1180.75,0.99,1478.75,1205.23,0.96,1469.05,1224.31,0.96,-0.06130976397330961,-1.408098191792845,0.029688817296837967,-1.494949763662799,-0.14566370518178265,-1.4973531441106382,0.1510359673593071,-1.461066811858948,-0.25720883302561387,-1.4607369361112057,0.3036741883505056,-1.019504560952022,-0.38397537037242674,-0.9788827188728575,0.4031552888483207,-0.3679528340534983,-0.43472911041797196,-0.28110126218354436,0.3126279586463775,0.13359967783576765,-0.21672836626691094,0.21880187096700776,0.23821741497700338,-0.01376053119154917,-0.23821741497700233,0.013760531191550242,0.6759154071246585,0.2311015238471266,-0.6060288737100397,0.27747262895837654,0.06786015382134239,0.39283489045465797,0.022148800205577107,0.48274959426793573
3,0.1,1451.5,823.33,0.99,1470.79,804.99,0.99,1433.6,804.44,0.99,1496.69,812.11,0.88,1409.99,812.1,0.87,1529.36,906.24,1.0,1383.4,913.84,1.0,1549.62,1044.48,1.0,1371.6,1060.05,0.99,1530.96,1150.16,0.99,1416.35,1166.09,0.99,1514.77,1119.45,1.0,1413.95,1124.81,1.0,1609.06,1169.83,0.99,1335.93,1178.86,0.99,1474.58,1204.61,0.96,1471.5,1225.2,0.96,-0.060591762105289465,-1.4078396980606778,0.03029588105264366,-1.4942512779215644,-0.14493021791280705,-1.4968426829882755,0.15232750146687282,-1.460704361421591,-0.2561721699583641,-1.4607514778773494,0.30625696242953054,-1.017197163367871,-0.38145482581992135,-0.9813886569914948,0.40171490179602753,-0.3658592789638947,-0.4370522436148218,-0.2924989573480826,0.3137955953508735,0.13206742549076558,-0.2262061040960289,0.20712393951387925,0.23751405347804067,-0.01262721014324868,-0.23751405347804175,0.012627210143247608,0.6817751148238949,0.22474549396751695,-0.6051166413049963,0.2672916535173425,0.0481530177850731,0.3886165270951954,0.033641149411489484,0.48562930950172
4,0.133,1451.67,823.69,0.99,1471.13,805.45,0.99,1433.59,804.67,0.99,1496.75,813.08,0.88,1409.24,812.57,0.88,1528.06,907.14,1.0,1382.41,914.97,1.0,1547.74,1044.51,0.99,1372.46,1061.92,0.99,1531.03,1149.51,0.99,1417.77,1167.83,0.99,1514.24,1120.0,1.0,1413.43,1125.47,1.0,1608.7,1167.7,0.99,1331.96,1176.26,0.99,1474.12,1206.34,0.97,1473.19,1226.32,0.97,-0.057421450978172334,-1.4115575674284917,0.03443398971522997,-1.497654342261362,-0.1427629909440883,-1.501336112237768,0.15536597278639916,-1.4616390795434453,-0.2577002972588023,-1.4640463906818644,0.3031559958136559,-1.0176553821322736,-0.3843437440113188,-0.9806960758306631,0.3960498844491214,-0.36923904667221963,-0.43130991230008325,-0.2870600527116781,0.31717504303150823,0.1263838347670005,-0.21743683841426384,0.21285822703334795,0.2379225841804179,-0.012909796007012668,-0.2379225841804179,0.012909796007011596,0.6837943687589775,0.21224459870394755,-0.6224787379980682,0.2526496640860399,0.04854744129145054,0.39463381907358,0.04415763862727536,0.4889437730845859
5,0.167,1451.34,823.55,0.99,1470.75,805.31,0.99,1433.57,804.64,0.99,1496.55,812.45,0.88,1409.8,812.15,0.87,1528.11,905.89,1.0,1383.22,914.54,1.0,1549.42,1041.78,1.0,1371.9,1060.52,0.99,1531.89,1148.13,0.99,1417.5,1166.57,0.99,1515.13,1120.11,1.0,1414.71,1125.98,1.0,1609.1,1168.18,0.99,1333.03,1178.22,0.99,1477.26,1206.01,0.96,1471.24,1225.18,0.96,-0.06374655086425071,-1.4058743189314107,0.027366891865874283,-1.4914956066901677,-0.1471615883353642,-1.4946406868874462,0.14847595020885268,-1.4579793789161801,-0.25874152309554244,-1.4593876237806336,0.2966233099493332,-1.019358045134478,-0.38351201808609914,-0.978753651542743,0.39665563682099586,-0.3814700630326422,-0.4366497909714678,-0.29350170049979646,0.314367195241445,0.1177527414160319,-0.22259657157457577,0.20431285908442354,0.23569324881399073,-0.013777328923901672,-0.23569324881399073,0.013777328923900605,0.6768024818562263,0.21187043985698986,-0.6191113839091265,0.25899970132069144,0.05792580542450954,0.38945011726454304,0.029667025144481284,0.4794369641031054
6,0.2,1452.68,822.1,0.99,1470.31,803.03,0.99,1433.73,803.42,0.99,1494.26,807.28,0.89,1409.53,811.26,0.9,1529.21,903.91,1.0,1380.38,915.71,1.0,1556.42,1044.17,0.99,1379.89,1056.16,1.0,1529.2,1147.79,0.99,1416.49,1163.72,0.99,1513.24,1115.67,1.0,1411.27,1121.12,1.0,1603.69,1168.01,0.99,1325.74,1183.64,0.99,1464.93,1205.14,0.94,1471.66,1219.72,0.95,-0.04587521671487047,-1.4195924111261076,0.03859267578467597,-1.5109595529279434,-0.1366674210748489,-1.509091006241907,0.15334060688871196,-1.4905971851954944,-0.25261313851608774,-1.4715284267072246,0.32079113682967464,-1.0276288101398379,-0.39227502543394277,-0.9710932950238617,0.4511582017708361,-0.35562276351553423,-0.39462268665486044,-0.29817693078328417,0.32074322537618655,0.1408357175283144,-0.21926676688835944,0.21715866293488212,0.2442765456091546,-0.013055871075510941,-0.24427654560915568,0.013055871075510941,0.6776356424091563,0.23771267648128336,-0.6540632072930044,0.31259827828320785,0.012816313808070584,0.4156079032826554,0.045060722005572165,0.48546280246832696
7,0.233,1451.53,822.9,0.99,1470.7,804.38,0.99,1433.66,804.15,0.99,1496.73,811.4,0.89,1410.23,812.03,0.86,1530.05,905.98,1.0,1383.12,915.24,1.0,1549.69,1044.22,0.99,1371.35,1062.99,0.99,1531.56,1149.3,0.99,1417.56,1169.97,0.99,1515.92,1119.76,1.0,1413.69,1126.19,1.0,1609.8,1170.28,0.99,1338.13,1182.7,0.99,1486.82,1204.04,0.95,1464.63,1223.3,0.95,-0.06246352589015303,-1.411958006138421,0.027738040310542254,-1.4991010946119143,-0.14654813663644456,-1.5001833251923087,0.15021830990908616,-1.4660695351581388,-0.2567944953261831,-1.463105164437928,0.3070005835557815,-1.0210374990985804,-0.3843565433022317,-0.9774659548618339,0.39941366442076104,-0.37056986677807613,-0.4397385169163255,-0.2822504407171975,0.3141056625835879,0.12386834795165876,-0.22230427726405025,0.22112793967666505,0.24051398311677216,-0.015127701373772917,-0.24051398311677216,0.015127701373773988,0.6822522739316511,0.22258659828502242,-0.5960502555280661,0.2810270496263181,0.1035882879451376,0.3814392260855159,-0.000823436311169406,0.47206427381766947
8,0.267,1451.1,823.82,0.99,1470.7,805.43,0.99,1433.27,804.65,0.99,1496.73,812.54,0.89,1409.6,811.89,0.86,1528.18,906.1,1.0,1382.94,914.48,1.0,1549.71,1043.37,1.0,1371.5,1060.74,0.99,1531.99,1148.74,0.99,1417.45,1167.47,0.99,1514.08,1120.15,1.0,1413.56,1126.33,1.0,1610.14,1168.79,0.99,1339.05,1181.83,0.99,1478.63,1204.18,0.96,1469.78,1223.83,0.96,-0.05968744722320522,-1.4050012144317663,0.03228377648550767,-1.4912946227992778,-0.14335310634189566,-1.4949547021101346,0.15442719246192488,-1.4579315921580052,-0.25442243619828475,-1.4609816582503858,0.3020034672394251,-1.0189097712300907,-0.3795220700796243,-0.9795873806852433,0.40303104103782167,-0.374782736613003,-0.433203233305526,-0.2932755858058426,0.31988154695014903,0.1196564390087838,-0.21758702262107027,0.2075452665630788,0.23584049508162638,-0.014499544962240476,-0.23584049508162638,0.014499544962240476,0.6865933394417751,0.21373924693529792,-0.5854719174559198,0.27492826515782876,0.06949458281255329,0.3798036146419987,0.027966759862445324,0.472009458819355
9,0.3,1451.23,824.19,0.99,1470.46,805.87,0.99,1433.35,805.38,0.99,1496.14,812.74,0.88,1409.65,812.87,0.86,1527.8,905.67,1.0,1383.17,915.08,1.0,1548.37,1043.12,1.0,1371.69,1062.65,0.99,1532.68,1147.62,0.99,1417.33,1168.76,0.99,1512.59,1120.9,1.0,1413.36,1127.23,1.0,1609.32,1169.77,0.99,1339.75,1182.25,0.99,1462.74,1207.88,0.96,1478.04,1226.57,0.96,-0.05492906519346228,-1.4024566560144447,0.03500587935062375,-1.4881357087470324,-0.13855032408312773,-1.4904273427993777,0.15510621091027704,-1.456006063972312,-0.24939058334962905,-1.4553980794278123,0.3031738315169202,-1.0213906507387238,-0.37323235826005013,-0.9773819233253147,0.39937569367354225,-0.37856391503489606,-0.4269220703435711,-0.2872259292342712,0.32599663595660555,0.11016212265917472,-0.21347272718225696,0.20902976320321973,0.23203963981044332,-0.014802085256475753,-0.23203963981044332,0.014802085256475753,0.6844269089601799,0.2137533354335643,-0.576299196122984,0.27211985170554526,-0.0010990489842876339,0.3919863430557758,0.07045605509915027,0.4793958133380925
