Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
0,0.0,1317.42,1087.46,1.0,1337.82,1069.33,1.0,1299.99,1068.99,0.99,1365.21,1074.09,0.96,1278.49,1074.81,0.85,1405.67,1175.89,1.0,1248.22,1179.44,1.0,1455.33,1301.16,1.0,1210.83,1315.21,1.0,1495.52,1410.32,0.99,1181.61,1427.6,0.99,1386.4,1389.84,1.0,1280.15,1391.14,1.0,1507.3,1471.64,0.99,1177.86,1454.36,0.99,1349.19,1470.97,0.97,1360.82,1497.16,0.97,-0.07446489715726601,-1.4232165112309234,0.02134613418983047,-1.5083662170310648,-0.15632696952883018,-1.509963067553516,0.14998653363085987,-1.486010309716742,-0.25730428197797667,-1.4826287439044914,0.3400117458026027,-1.0078944768179918,-0.3994709446680075,-0.9912214787159237,0.573245854464212,-0.41954899167824405,-0.5750775359458492,-0.35356149214752297,0.7620029794563609,0.09313395841239848,-0.7123127484930148,0.17429153790641003,0.24950789413306543,-0.0030528024693932277,-0.24950789413306543,0.0030528024693932277,0.8173291534401257,0.3811306467557324,-0.7299250704318195,0.29997306726171974,0.07474669430828663,0.3779839119026656,0.1293683754144988,0.5009883683232773
1,0.033,1317.57,1088.25,1.0,1338.35,1070.1,1.0,1300.15,1069.59,0.99,1366.07,1074.33,0.96,1278.29,1074.55,0.85,1405.56,1175.28,1.0,1248.34,1179.08,1.0,1455.18,1300.75,1.0,1211.21,1314.39,1.0,1495.71,1410.15,1.0,1182.68,1426.25,0.99,1387.61,1388.66,1.0,1282.06,1390.33,1.0,1506.64,1467.56,0.99,1179.34,1453.05,1.0,1345.4,1474.65,0.98,1363.28,1499.93,0.98,-0.08126183243162716,-1.4178813038439253,0.016544184245418907,-1.5033085994497193,-0.16325320926098852,-1.5057090358551712,0.1470149629888127,-1.4833990974986169,-0.26614250303193376,-1.4823636151276374,0.33288404857959975,-1.0082538913606083,-0.40710930762661796,-0.9903682867709658,0.5664323906159349,-0.41769946823890536,-0.5818704914196263,-0.3534995612381874,0.7571964837786239,0.09721767442080888,-0.7161537279834437,0.17299615702429466,0.24839810058378725,-0.003930126271670591,-0.24839810058378833,0.003930126271671662,0.8086411306640966,0.3674315058659103,-0.7318742330701303,0.2991367367617746,0.049726687497256894,0.4008022786397444,0.13388316382957519,0.5197886165413673
2,0.067,1317.64,1088.42,1.0,1338.23,1070.22,1.0,1300.07,1069.82,0.99,1365.45,1074.48,0.96,1277.76,1074.95,0.87,1405.14,1174.92,1.0,1248.1,1179.06,1.0,1454.7,1299.99,1.0,1210.69,1313.47,1.0,1495.58,1409.62,1.0,1183.43,1426.24,0.99,1387.41,1387.69,1.0,1281.95,1389.58,1.0,1504.82,1464.94,0.99,1179.16,1451.98,1.0,1347.14,1475.13,0.98,1359.69,1499.55,0.98,-0.08045385894251857,-1.4174562947434421,0.01676122061302452,-1.5033870595764143,-0.16341009730050374,-1.505275647814502,0.14527965021486502,-1.4832735948407847,-0.2687461062798223,-1.4810545036610319,0.33267481813907707,-1.0090490882570649,-0.4087849241339956,-0.9895021999928619,0.5666709008380926,-0.4185347609131204,-0.5854151391011091,-0.3548893372895785,0.7596846187706134,0.0990800604406542,-0.7141224275267581,0.17755090173318183,0.24896314448585766,-0.004461789712480932,-0.24896314448585766,0.004461789712480932,0.80331100707043,0.3602718137681278,-0.7342831069683399,0.29908155485409926,0.05882952361641939,0.40838359913340183,0.11808397958640802,0.5236819110686304
3,0.1,1317.84,1088.55,1.0,1338.5,1070.39,1.0,1300.29,1069.86,0.99,1365.75,1074.9,0.96,1278.01,1075.08,0.87,1405.3,1174.97,1.0,1248.06,1179.64,1.0,1454.2,1298.99,1.0,1209.96,1314.16,1.0,1496.0,1409.93,1.0,1183.57,1427.46,0.99,1387.34,1387.52,1.0,1281.95,1389.92,1.0,1503.8,1464.21,1.0,1183.53,1453.23,1.0,1351.26,1474.55,0.98,1362.05,1498.52,0.98,-0.07943185821902941,-1.4188075502294542,0.0182213515878821,-1.5046440599145214,-0.16238509307436755,-1.507149200340353,0.14702338291597156,-1.4833267328947166,-0.2676955245602329,-1.4824759304859447,0.33396357884352873,-1.0103278604175825,-0.4092595920199131,-0.9882542645899792,0.5650982332267795,-0.42412500077319154,-0.589346101876801,-0.35242126443384747,0.7626734592639955,0.10025288383371678,-0.7140831883629769,0.18311158508808026,0.24907240516820792,-0.005672016058484888,-0.24907240516820792,0.005672016058484888,0.7995415636441456,0.35681707687917336,-0.7142722555649262,0.30491812994403855,0.07853378900976908,0.40569094858311594,0.1295346667356436,0.5189894693513474
4,0.133,1317.77,1088.6,1.0,1338.4,1070.35,1.0,1300.29,1069.95,0.99,1365.93,1074.75,0.96,1278.23,1075.16,0.86,1405.1,1174.7,1.0,1248.84,1179.49,1.0,1454.32,1299.42,1.0,1210.18,1313.07,1.0,1495.99,1409.88,1.0,1183.62,1426.21,0.99,1386.36,1386.66,1.0,1281.38,1389.09,1.0,1502.98,1461.42,1.0,1179.46,1452.95,1.0,1348.46,1476.39,0.98,1361.65,1498.49,0.98,-0.07634206478052498,-1.41908518243427,0.0214800964879376,-1.5056219949960459,-0.15922773511366695,-1.507518692257673,0.15202028551948185,-1.4847583251181378,-0.2638305890924487,-1.4828142104249689,0.33775436486439914,-1.010821096868851,-0.4031904203905636,-0.9881081471608563,0.5711429629077198,-0.4194308906932528,-0.5865062107269052,-0.35470609664019925,0.7687314001378129,0.1043420581053087,-0.7124469088990026,0.18177472381126983,0.24889409815712915,-0.005761217932194542,-0.24889409815712807,0.005761217932194542,0.8018761847847616,0.34873150026607125,-0.7321725604199327,0.30856893575109906,0.06918203261788054,0.4197153952824978,0.1317256248200628,0.5245079189874422
5,0.167,1317.58,1088.64,1.0,1338.17,1070.37,1.0,1300.06,1069.99,0.99,1365.68,1074.56,0.96,1278.14,1075.05,0.86,1405.51,1175.11,1.0,1248.73,1178.94,1.0,1454.26,1299.39,1.0,1210.65,1312.56,1.0,1496.04,1409.69,1.0,1183.64,1425.47,0.99,1385.83,1387.26,1.0,1280.51,1389.0,1.0,1501.54,1465.9,0.99,1180.87,1453.5,1.0,1348.77,1473.8,0.98,1357.87,1498.21,0.98,-0.07381919770861577,-1.4180956716968012,0.023675175660235755,-1.5046047635593036,-0.15677701322208176,-1.506404076909481,0.15393599214285283,-1.4847649663560258,-0.2605689833165546,-1.4824447991413228,0.3425324414522905,-1.008657183828685,-0.39982636655006165,-0.9905219992729437,0.5733654041395891,-0.4201870176178642,-0.5801365043784168,-0.35782660492880397,0.771195171956519,0.10208735744693631,-0.7080298032950103,0.17680621183064021,0.24934695005360227,-0.004119480564881581,-0.24934695005360336,0.004119480564880504,0.7972378651827783,0.3682436822193068,-0.721145850610782,0.3095292465819217,0.07386654805993512,0.40565045976247865,0.11695536776156376,0.52123266733575
6,0.2,1317.52,1088.57,1.0,1338.2,1070.4,1.0,1300.16,1069.84,0.99,1365.63,1074.61,0.96,1278.19,1074.66,0.86,1404.96,1175.37,1.0,1248.58,1179.16,1.0,1454.3,1300.56,1.0,1210.79,1313.83,1.0,1496.29,1410.44,1.0,1183.05,1425.99,0.99,1386.18,1387.62,1.0,1281.34,1389.36,1.0,1499.94,1464.65,0.99,1180.58,1452.25,1.0,1347.31,1474.45,0.98,1360.62,1498.36,0.98,-0.07684277373251146,-1.4191308311486952,0.02100873863130264,-1.5051057818087765,-0.15898504910174732,-1.50775553262714,0.15079921175216426,-1.4851853336921597,-0.2629404517435748,-1.4849487487976623,0.3368968897632276,-1.0084194543025138,-0.4030460262644906,-0.9904863192996669,0.5703588636525199,-0.41605819546180517,-0.5818568895250573,-0.35326856446239474,0.7690428580508053,0.10386076868402996,-0.7131141889917979,0.1774386708724874,0.24803560339028657,-0.004116577164241166,-0.24803560339028657,0.004116577164242242,0.7863135553490611,0.3603661112972964,-0.7248014827799325,0.3016930574621271,0.06411450640859151,0.40673675061863923,0.12709340532359906,0.5198716471669359
7,0.233,1317.57,1088.5,1.0,1338.14,1070.15,1.0,1300.13,1069.72,0.99,1365.43,1074.15,0.96,1278.32,1074.55,0.86,1405.44,1175.44,1.0,1248.26,1178.97,1.0,1454.49,1300.51,1.0,1210.9,1313.84,1.0,1496.35,1410.39,1.0,1183.57,1425.76,0.99,1386.46,1386.67,1.0,1281.05,1388.26,1.0,1500.55,1467.81,0.99,1181.78,1453.46,1.0,1348.63,1471.81,0.98,1360.83,1497.66,0.98,-0.07693464955076518,-1.4211163115813579,0.02084389485820828,-1.5083421885820696,-0.15983488360484718,-1.510386173710697,0.15056564871921269,-1.4893283734320506,-0.2635077107103266,-1.4874269919170493,0.34075133475727765,-1.0078510392956948,-0.40639653156271904,-0.9910713474258032,0.5739082430343854,-0.41333657409247615,-0.583985565063896,-0.3499730351050382,0.7728878185793336,0.10897292807854615,-0.7138974570764015,0.1820335127924936,0.2505307818704374,-0.003778995761066621,-0.25053078187043853,0.0037789957610655403,0.7928523244868538,0.3819162445570681,-0.7224061393560348,0.31370418270637535,0.07070762508913314,0.40093005970708706,0.1286997612966902,0.5238068401140855
8,0.267,1317.43,1087.92,1.0,1337.95,1069.81,1.0,1300.17,1069.39,0.99,1365.5,1074.39,0.96,1278.44,1074.76,0.86,1405.09,1175.2,1.0,1248.21,1179.48,1.0,1453.97,1300.36,1.0,1210.83,1314.12,1.0,1496.04,1410.51,1.0,1183.8,1425.94,0.99,1386.82,1387.65,1.0,1281.35,1389.77,1.0,1503.14,1463.05,1.0,1179.24,1451.51,1.0,1348.6,1474.82,0.98,1362.44,1498.32,0.98,-0.0787467754660742,-1.4221700745986487,0.018274169148986972,-1.5077962591492713,-0.16035406123878163,-1.5097820679571812,0.1485337707155042,-1.4861414869106262,-0.2630960264671093,-1.4843920839131817,0.3357198914421254,-1.0095000918499868,-0.4060269794745802,-0.989263754474136,0.5668302117532465,-0.41772906709262553,-0.582763963378625,-0.3526701880525065,0.765742060678959,0.1030729333629791,-0.7105649445163007,0.17602776647264778,0.24933720829801392,-0.0050118031818693785,-0.249337208298015,0.0050118031818693785,0.7993116857650676,0.3514881590001777,-0.7321251544307584,0.29692569794472917,0.06862860677814824,0.40713808678376784,0.13406573511501285,0.5182488177025758
9,0.3,1317.5,1088.81,1.0,1338.03,1070.58,1.0,1300.22,1070.18,0.99,1365.51,1074.7,0.96,1278.55,1075.13,0.86,1405.32,1175.24,1.0,1248.61,1179.37,1.0,1454.41,1299.81,1.0,1210.61,1313.96,1.0,1495.72,1410.43,1.0,1184.07,1426.49,0.99,1386.36,1387.21,1.0,1281.06,1389.11,1.0,1501.64,1465.55,0.99,1179.6,1452.97,1.0,1348.49,1473.9,0.98,1360.88,1498.42,0.98,-0.07683817146601718,-1.4189701806509676,0.02047753860167727,-1.5053834974816578,-0.15874832587272733,-1.5072795658707014,0.15073743692901526,-1.4858539930745018,-0.2614678308491983,-1.4838157195562791,0.33944364334864097,-1.0092772034882374,-0.4033885497691584,-0.9897002973713565,0.5721386363940935,-0.4187941054301416,-0.5835150467283593,-0.3517206861677019,0.7679550992726351,0.10556360756003792,-0.709319184341443,0.18169075338016308,0.24957000170794477,-0.00450316242397916,-0.24957000170794585,0.004503162423980237,0.7960169114304898,0.3668418315703309,-0.7305077485890124,0.3072104807348905,0.07005972697518378,0.4064222591916296,0.12879044532582898,0.5226512514400402
