Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
0,0.0,1342.27,845.6,0.99,1362.89,826.13,0.99,1323.14,827.42,0.99,1390.82,833.4,0.92,1297.41,837.04,0.84,1424.82,930.19,1.0,1276.68,946.0,1.0,1451.96,1077.53,1.0,1262.67,1093.97,0.99,1399.7,1171.69,1.0,1317.87,1189.8,0.99,1409.4,1137.0,1.0,1304.58,1146.32,1.0,1523.97,1181.91,0.99,1201.42,1211.03,0.99,1338.96,1238.04,0.97,1413.98,1242.8,0.96,-0.07227710606559323,-1.4536929362621929,0.028969763980095504,-1.5492931573965067,-0.16620788317393476,-1.5429590903567911,0.1661096805841718,-1.513596516017644,-0.2925455149040782,-1.4957236446807718,0.3330540831813298,-1.03834508285944,-0.39433249919346314,-0.9607159356517618,0.4663149974897675,-0.3148866040751682,-0.4631234133224685,-0.23416407528995395,0.2097116304389595,0.14745118852919667,-0.19208426557649527,0.23637363355962357,0.2573398864740313,-0.02288120341478623,-0.2573398864740313,0.022881203414787346,0.8198934219315718,0.19763271189810724,-0.7638688444717604,0.34061568259308433,-0.0885296346713751,0.47323828006806185,0.2798282795297657,0.49661049643166394
1,0.033,1342.28,844.67,0.99,1362.66,825.47,0.99,1323.13,826.77,0.99,1390.09,833.61,0.92,1297.14,837.35,0.85,1424.81,930.46,1.0,1275.82,946.3,1.0,1451.7,1078.4,1.0,1264.14,1095.31,0.99,1398.87,1174.18,1.0,1319.2,1191.39,0.99,1410.92,1137.18,1.0,1305.36,1146.4,1.0,1527.51,1183.09,0.99,1200.3,1209.79,0.99,1338.08,1236.85,0.97,1413.84,1241.15,0.97,-0.0779129719570098,-1.4596155250861853,0.0222047057531969,-1.5539363990820612,-0.17198821867685446,-1.5475500899052572,0.15695582938376307,-1.5139482785442262,-0.29966527675773075,-1.4955753582971127,0.32751940985963945,-1.038168244872319,-0.40440074725731917,-0.9603535238257215,0.4596177589090729,-0.3114062605520096,-0.4617792789381431,-0.22833511579835056,0.20008797905479386,0.1591173494128355,-0.1912945225728857,0.24366225782268103,0.25928415257824833,-0.022646834850051048,-0.2592841525782472,0.022646834850052165,0.8320378348271653,0.20288813000154612,-0.7753961849744324,0.3340530954020618,-0.09854566314360795,0.46698657718999964,0.27362878549845376,0.4881105229286603
2,0.067,1342.6,846.55,0.99,1362.85,827.13,0.99,1323.43,828.33,0.99,1389.61,834.39,0.9,1296.94,837.89,0.85,1424.2,930.34,1.0,1275.84,945.57,1.0,1451.78,1077.7,1.0,1263.72,1093.91,0.99,1399.67,1172.03,1.0,1318.09,1190.12,0.99,1409.6,1136.17,1.0,1304.71,1145.11,1.0,1525.59,1183.16,0.99,1201.06,1209.69,0.99,1336.98,1235.76,0.97,1414.76,1241.72,0.97,-0.07176648506741139,-1.4500725244572255,0.02808039384808667,-1.5458269140147052,-0.16628819710741544,-1.5399100619308237,0.1600261953186411,-1.510029958907223,-0.29690270685909664,-1.4927724736625692,0.33057945663652216,-1.0369283277002086,-0.40094068933401134,-0.9618336133356142,0.4665684403643952,-0.3103388917995768,-0.4607008953812126,-0.23041208156647916,0.2096291386218474,0.15477498909419724,-0.19261818888068824,0.2439715342587084,0.2585910896159649,-0.022040274012457103,-0.2585910896159649,0.022040274012458224,0.830504150623798,0.20965379217219743,-0.7696591883612184,0.3404655303266745,-0.09947707566025524,0.4690091418489969,0.28403355357665516,0.4983961738656078
3,0.1,1343.1,846.18,0.99,1363.17,826.55,0.99,1323.61,828.15,0.99,1389.88,833.59,0.91,1296.87,838.02,0.86,1424.68,930.41,1.0,1276.74,946.14,1.0,1451.7,1078.1,1.0,1263.89,1093.89,0.99,1400.1,1172.21,1.0,1317.33,1190.18,0.99,1409.97,1136.07,1.0,1304.96,1145.07,1.0,1524.42,1183.93,0.99,1200.76,1210.58,0.99,1340.88,1234.74,0.97,1405.31,1239.58,0.96,-0.0709706028392072,-1.4544403598909754,0.028185679721382893,-1.5514228126395737,-0.1672613824658084,-1.5435179769596064,0.16014703035383648,-1.5166415356477174,-0.2993709487672612,-1.4947550218588084,0.3320772063931241,-1.038300166563699,-0.3988236626658487,-0.9605857507850208,0.46557011893857103,-0.30863442807972175,-0.46230937422058527,-0.23062358096304392,0.21063916825962634,0.156318125571353,-0.19828786250967975,0.2450993113019854,0.25940212336042495,-0.02223235034990791,-0.25940212336042606,0.02223235034990791,0.824844900593083,0.2142210469271133,-0.7742045470182939,0.34588596622156725,-0.08193856234516078,0.46524898498907324,0.2363792894425199,0.4891611129209738
4,0.133,1342.96,846.26,0.99,1363.03,826.68,0.99,1323.54,828.41,0.99,1389.97,833.7,0.91,1297.04,838.4,0.85,1424.67,930.87,1.0,1276.57,946.41,1.0,1451.51,1078.65,1.0,1263.68,1093.84,0.99,1399.86,1172.68,1.0,1317.87,1188.98,0.99,1410.62,1136.59,1.0,1305.7,1145.57,1.0,1526.01,1183.45,0.99,1201.31,1209.29,0.99,1340.07,1235.99,0.97,1412.42,1240.58,0.97,-0.07503195006228176,-1.4553236524580373,0.02403984189495562,-1.5519766512882673,-0.1708951388918564,-1.5434368306561785,0.1570241007553437,-1.5173237375095021,-0.3017074202504413,-1.494123068740244,0.32831414464752867,-1.037662251486344,-0.4027537372093181,-0.9609519551726685,0.4608047722575063,-0.30817398963080883,-0.46638280538713484,-0.23319140269356797,0.20584423142086777,0.15598747512948302,-0.19888403079008982,0.23644936894627275,0.2589589539649573,-0.022164043143398014,-0.25895895396495616,0.022164043143398014,0.8285600538127733,0.2091515607986135,-0.7742606162676992,0.3367058759044936,-0.08929789319912415,0.4685054197638982,0.26784431647233375,0.49116309415770554
5,0.167,1342.83,846.73,0.99,1362.91,827.16,0.99,1323.47,828.56,0.99,1389.46,834.08,0.9,1296.77,838.1,0.86,1424.33,930.68,1.0,1276.01,946.34,1.0,1451.4,1077.83,1.0,1263.93,1094.48,0.99,1399.32,1173.67,1.0,1318.23,1190.11,0.99,1409.84,1136.02,1.0,1304.73,1145.02,1.0,1526.09,1185.17,0.99,1201.22,1210.9,0.99,1337.97,1233.95,0.96,1409.68,1239.82,0.96,-0.07151152155154013,-1.4534327164736822,0.027827900984256762,-1.550249075986906,-0.16728897276135102,-1.5433230206308248,0.15917559362994313,-1.5160145737982746,-0.299378742766618,-1.4961269005615268,0.33168384382034155,-1.0381167542286585,-0.40208224933251074,-0.9606438778884903,0.4656040713125735,-0.3101388644805311,-0.4618442126906985,-0.22776827756713394,0.20795481206634453,0.16399909646721367,-0.1932122085226843,0.24533077507719728,0.259999170884899,-0.02226232078740451,-0.2599991708848978,0.02226232078740451,0.8351091245595155,0.22089169403502518,-0.7720820208191735,0.34818269711500704,-0.0955548280019365,0.4622152513704899,0.25920762170134753,0.49125521204205924
6,0.2,1342.23,846.12,0.99,1362.6,827.02,0.99,1323.36,828.01,0.99,1389.58,834.28,0.91,1297.12,837.31,0.85,1424.31,930.89,1.0,1275.8,945.71,1.0,1451.13,1078.1,1.0,1263.8,1094.09,0.99,1399.53,1174.07,1.0,1318.98,1190.86,0.99,1411.35,1137.72,1.0,1306.14,1146.45,1.0,1527.29,1184.84,0.99,1199.85,1210.01,0.99,1338.79,1236.02,0.97,1415.26,1241.33,0.96,-0.08096771014765845,-1.4510207892129532,0.01889981971657446,-1.544661919326201,-0.1734812245579725,-1.539808269126614,0.15117404434774875,-1.5090684845292284,-0.3021274682318795,-1.4942133733123102,0.32144401549084295,-1.0354208625270882,-0.4066525412169287,-0.9627631898423585,0.45293381180693315,-0.31369778587938096,-0.4654846648482886,-0.2353039811405938,0.1999556801920849,0.15681212286242008,-0.19495494968341828,0.23912806917663096,0.2579053219689741,-0.02140018497090721,-0.257905321968973,0.02140018497090721,0.8263216897872967,0.2096139538215655,-0.7790108570337443,0.3330143331383433,-0.0978329189219819,0.46053296110931585,0.2770747889188593,0.4865661758161923
7,0.233,1342.56,846.45,0.99,1362.38,827.12,0.99,1323.42,828.85,0.99,1389.22,834.4,0.91,1297.4,839.13,0.85,1424.73,931.27,1.0,1276.49,946.7,1.0,1450.97,1079.01,1.0,1263.66,1093.94,0.99,1399.33,1173.73,1.0,1317.8,1189.62,0.99,1410.23,1136.17,1.0,1305.17,1145.12,1.0,1526.59,1184.13,0.99,1201.38,1209.8,0.99,1338.41,1235.79,0.97,1410.63,1241.23,0.97,-0.07503050383419324,-1.4579655928335753,0.023193048741349195,-1.5537608133827792,-0.16988412625073482,-1.545187314595913,0.15620617442891374,-1.5176827375629034,-0.29883351262891805,-1.494241899839275,0.3321859096437211,-1.037616363294855,-0.4024588650181503,-0.9611486833634416,0.4622255675439337,-0.30544947845577736,-0.46604151787103587,-0.23145968834715763,0.20630910664580152,0.16396196957425824,-0.1977356078589364,0.24270930814264086,0.26032710478270427,-0.022177113914003017,-0.26032710478270427,0.022177113914003017,0.8369816243432499,0.2155020778883673,-0.7746874741982169,0.3427169413905943,-0.09559698936338014,0.47151765437940996,0.26230941664093965,0.4984770956514055
8,0.267,1342.43,847.0,0.99,1362.57,827.42,0.99,1323.23,829.09,0.99,1389.77,834.4,0.91,1297.26,838.97,0.84,1424.46,931.31,1.0,1276.5,946.41,1.0,1451.58,1079.94,1.0,1263.31,1094.58,0.99,1397.74,1174.98,1.0,1318.71,1191.41,0.99,1410.24,1137.05,1.0,1305.7,1145.76,1.0,1525.96,1183.51,0.99,1199.61,1208.67,0.99,1335.05,1237.62,0.97,1419.4,1242.35,0.97,-0.07667128576478922,-1.4525360286732831,0.022695489994724854,-1.5491398752160488,-0.17140028748190375,-1.5409004255875287,0.15689490909397036,-1.5147019360501395,-0.29953112990864655,-1.492154460120597,0.328048506467236,-1.0365671674873507,-0.40195686301527633,-0.9620667546785784,0.46185322139265944,-0.30325615054908456,-0.46703371367406504,-0.2310252867397855,0.19621731241091847,0.1656524079506311,-0.19370107330280767,0.2467147776491829,0.2578898395704981,-0.021486708462397634,-0.2578898395704981,0.021486708462397634,0.8288294270030226,0.2077377404843281,-0.781316912079283,0.3318722031511304,-0.11308274579980557,0.4747057760527159,0.30308346747303844,0.49804266032990097
9,0.3,1343.13,846.76,0.99,1363.07,827.27,0.99,1323.69,829.08,0.99,1389.88,834.33,0.91,1297.23,839.22,0.85,1424.86,931.24,1.0,1275.89,946.63,1.0,1451.74,1078.52,1.0,1264.14,1093.73,0.99,1399.13,1174.25,1.0,1319.1,1190.96,0.99,1410.19,1137.01,1.0,1304.75,1145.93,1.0,1524.87,1184.94,0.99,1200.74,1209.84,0.99,1337.09,1234.73,0.97,1411.47,1240.61,0.97,-0.07075917388624545,-1.4542145143664935,0.02763259231261997,-1.5503858043973815,-0.16668374434291372,-1.5414545558106234,0.15992362800929105,-1.5155490005175418,-0.29724774302004536,-1.491419826158843,0.3325286421334797,-1.0373571217646769,-0.4025476572970664,-0.9614168368198148,0.46516508523405825,-0.3106199439427601,-0.46052675723872527,-0.2355678494650891,0.2055667492399587,0.16174935285851724,-0.1893326012562944,0.24420303456278297,0.26014111905738374,-0.02200738602040858,-0.26014111905738374,0.02200738602040858,0.8260171344879739,0.2144979978267161,-0.773367177349464,0.33736434578818836,-0.10056289845200127,0.4601813498348178,0.2664571401574112,0.48919557176306866
