Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
0,0.0,1249.15,867.59,0.99,1271.25,849.08,1.0,1231.28,849.04,0.99,1301.42,854.05,0.96,1207.15,854.53,0.84,1332.78,948.47,1.0,1178.33,950.82,1.0,1346.03,1097.35,1.0,1175.97,1097.17,1.0,1287.34,1211.7,1.0,1218.26,1202.63,0.99,1314.31,1159.4,1.0,1205.86,1159.79,1.0,1445.63,1215.84,0.99,1077.25,1206.75,0.99,1216.95,1249.14,0.96,1309.34,1258.91,0.96,-0.052071709948344556,-1.3905075138058005,0.05316695396189008,-1.4786508472437394,-0.13716740787033158,-1.4788413244634868,0.19683439695608915,-1.4549840526901712,-0.2520727906827279,-1.4526983260532067,0.3461685372377616,-1.0053625754773021,-0.3893116275104651,-0.994172038817164,0.4092641162789659,-0.2964063635788504,-0.40054978347553954,-0.29726351106771126,0.12978641560513324,0.24812038837297737,-0.19916774289799033,0.20492967879533822,0.25821568101956954,-0.0009285764462664769,-0.25821568101957065,0.0009285764462664769,0.8835523934490758,0.26783478061679455,-0.8706475618112142,0.22454883242928197,-0.20540587184470538,0.4264070660561994,0.23454888646600072,0.4729311269794118
1,0.033,1249.04,867.4,0.99,1270.84,848.8,1.0,1231.25,849.2,0.99,1301.65,853.46,0.96,1207.76,854.9,0.82,1333.14,948.5,1.0,1179.26,951.5,1.0,1346.11,1098.13,1.0,1176.42,1099.24,0.99,1288.12,1210.58,1.0,1218.0,1201.93,0.99,1313.11,1159.36,1.0,1204.89,1159.86,1.0,1444.43,1215.59,0.99,1078.26,1205.77,0.99,1216.5,1248.53,0.96,1304.62,1258.64,0.96,-0.04751257806407271,-1.3939408068376138,0.05648081569062399,-1.4826691152705205,-0.1323769117749009,-1.4807609796052963,0.20345496530448776,-1.4604393347706628,-0.2444321787151684,-1.4535700463758574,0.35367294554923123,-1.0070663007134888,-0.3803868448623639,-0.9927552832243104,0.41554424449411187,-0.2932804517448966,-0.3939346080854525,-0.287985375273901,0.13891227642829188,0.24314418714114244,-0.19558390568543918,0.20188075338067848,0.2581230521131486,-0.001192584790764873,-0.2581230521131486,0.001192584790764873,0.8845639910061219,0.26704358634807046,-0.8621911003313726,0.22019885576682655,-0.2027394144300284,0.4241785583792504,0.2176228726187735,0.47240668731778246
2,0.067,1249.34,867.87,0.99,1271.25,849.28,1.0,1231.52,849.46,0.99,1301.68,853.56,0.96,1207.47,854.52,0.83,1333.39,948.35,1.0,1179.16,950.89,1.0,1345.99,1097.11,1.0,1175.5,1097.33,0.99,1288.51,1209.47,1.0,1217.61,1202.15,0.99,1313.47,1160.0,1.0,1204.93,1160.33,1.0,1443.65,1214.99,0.99,1076.83,1205.77,0.99,1218.66,1247.61,0.96,1300.55,1257.83,0.96,-0.046826325192727086,-1.3881440894734263,0.05722689843532981,-1.4764302340305042,-0.1314556471941858,-1.4755753923941255,0.20174262618529631,-1.4561039995655074,-0.24567198805474053,-1.451544844171489,0.3523372277939533,-1.0059348956082512,-0.38011958097625004,-0.9938721302949121,0.4121761423404391,-0.29945577434354675,-0.39750136091594407,-0.29841096789908417,0.13919671312361162,0.2341553715646432,-0.19751590920542608,0.1993918116852563,0.2577347533680796,-0.0007836048333466699,-0.2577347533680796,0.0007836048333466699,0.8759752212777283,0.26037051508024656,-0.8660970512573564,0.2165836268168653,-0.19252933299321803,0.4152868160728158,0.19637612035692045,0.46382282453829915
3,0.1,1249.83,868.13,0.99,1271.29,849.49,1.0,1232.04,849.97,0.99,1301.11,853.83,0.96,1208.13,855.57,0.83,1333.59,948.94,1.0,1179.1,951.92,1.0,1345.69,1096.89,1.0,1176.52,1098.14,1.0,1289.49,1210.29,1.0,1217.79,1202.65,0.99,1313.98,1159.8,1.0,1205.06,1160.24,1.0,1444.33,1217.23,0.99,1076.16,1205.99,0.99,1219.27,1247.9,0.96,1299.57,1259.08,0.96,-0.046227817915334,-1.392511637905755,0.056150817013774744,-1.4814369759802462,-0.13109808424286604,-1.479147053111375,0.19841227524238664,-1.4607322567075371,-0.2451648671485031,-1.4524312863078797,0.35336372270265914,-1.0069935815860311,-0.38365749398876603,-0.9927769771084574,0.41108886168878345,-0.30117256398297354,-0.3959658294089474,-0.2952092231786219,0.1429770591251345,0.23982171378780456,-0.1990801694124745,0.2033737747916081,0.2598108321639914,-0.001049547981566015,-0.2598108321639914,0.001049547981566015,0.8816680112417777,0.272930181933565,-0.8747505359087296,0.21930782142083521,-0.1920195739001221,0.41924671190913665,0.19106543937142562,0.47258283206325674
4,0.133,1250.0,867.56,0.99,1271.98,849.1,1.0,1232.22,849.0,0.99,1301.87,853.79,0.96,1207.82,854.14,0.84,1332.87,948.29,1.0,1179.37,951.6,1.0,1345.89,1096.95,1.0,1176.19,1098.79,1.0,1288.14,1210.24,1.0,1219.19,1202.61,0.99,1314.24,1160.04,1.0,1206.24,1160.98,1.0,1445.02,1212.38,0.99,1076.76,1205.84,0.99,1218.89,1250.17,0.96,1305.91,1260.33,0.96,-0.04862175765386399,-1.3909906156933052,0.05574408543519172,-1.4786427295888447,-0.13304508295520184,-1.4791175514409334,0.19766833702444828,-1.4563735847258936,-0.24890161486479997,-1.4547117082435839,0.34486311117188795,-1.0076669345022469,-0.38398843178398273,-0.9919503311981168,0.40668491631381365,-0.30179676918745996,-0.39908776668039675,-0.29306004710903166,0.13247529673269615,0.23612890704361866,-0.19491437028233524,0.19989999972926442,0.2564038001277982,-0.0022316627048161505,-0.2564038001277982,0.0022316627048161505,0.8773758182891581,0.24629009467831336,-0.8712031342120077,0.21523674555172356,-0.19633883583860057,0.42572527258256304,0.2168511398488252,0.4739671727547555
5,0.167,1249.95,867.21,0.99,1271.8,848.9,1.0,1232.3,848.76,0.99,1301.42,853.3,0.96,1207.95,853.61,0.85,1333.57,948.14,1.0,1179.11,950.55,1.0,1345.98,1097.13,1.0,1176.2,1098.56,1.0,1288.1,1210.83,1.0,1218.36,1203.59,0.99,1314.84,1160.18,1.0,1206.16,1160.38,1.0,1445.13,1215.47,0.99,1075.13,1205.14,0.99,1217.81,1248.33,0.96,1301.34,1259.71,0.96,-0.05000568377881074,-1.389115236498212,0.05356059020858403,-1.4759023521370775,-0.13366448175947596,-1.476565934670635,0.19395569480843108,-1.4550469010824076,-0.24908044384611502,-1.453577539758101,0.34634268376471217,-1.0055171333494757,-0.385778445758998,-0.9940940340218042,0.40516453548936127,-0.29932312138691153,-0.39957148270651766,-0.29254509979414456,0.13082055661565667,0.23960069336671852,-0.19973834260086243,0.20528399663130698,0.25756482052517377,-0.00047398752397041874,-0.25756482052517377,0.00047398752396934105,0.8751231655053908,0.2615937144789164,-0.878630673182766,0.21263080325283928,-0.20234527398269597,0.41734601485538303,0.19357650478925453,0.4712857950831436
6,0.2,1250.07,867.73,0.99,1272.04,849.32,1.0,1232.47,849.21,0.99,1302.09,853.67,0.96,1208.3,853.95,0.84,1332.98,947.7,1.0,1179.36,950.74,1.0,1345.85,1095.91,1.0,1175.89,1097.85,1.0,1288.47,1210.53,1.0,1218.88,1201.92,0.99,1314.0,1159.62,1.0,1205.76,1160.35,1.0,1444.6,1214.32,0.99,1076.65,1206.4,0.99,1219.93,1249.17,0.96,1302.91,1258.91,0.96,-0.04653752065654957,-1.3864243730356423,0.05768565251616983,-1.4737593124125088,-0.13002991245626963,-1.474281139861257,0.20023942374239692,-1.4531234087574647,-0.24468963460395432,-1.451795120706105,0.3467780591227023,-1.0070558177956621,-0.38197769248372226,-0.9926344046666197,0.4078318706262474,-0.30396448889585653,-0.3984389765487798,-0.2947613502542973,0.1356276978155683,0.23977971269982262,-0.19449932180616705,0.19893485512052803,0.25673910478413997,-0.001731518352664701,-0.2567391047841411,0.001731518352664701,0.8762906030252473,0.25775904025214863,-0.8692222130376583,0.22018746394227515,-0.1895182416135703,0.42308346378739126,0.20412941017852104,0.46928891243110027
7,0.233,1249.47,868.25,0.99,1271.56,849.83,1.0,1231.69,849.65,0.99,1301.56,853.78,0.96,1207.23,853.98,0.84,1332.87,948.19,1.0,1179.38,950.83,1.0,1345.3,1096.57,1.0,1175.73,1097.67,1.0,1288.42,1209.79,1.0,1218.43,1201.51,0.99,1314.05,1160.11,1.0,1205.88,1160.49,1.0,1443.83,1215.09,0.99,1075.92,1206.52,0.99,1219.24,1246.7,0.96,1301.63,1256.97,0.96,-0.049780629858043615,-1.3852723153922317,0.054998228032777444,-1.4726433684637088,-0.13411598944603828,-1.4734971572559383,0.1972963600710139,-1.4539074477453413,-0.2501363997678806,-1.4529587935317527,0.3458081772082531,-1.0060952262210108,-0.38223649901004303,-0.993572990601646,0.4047670365827627,-0.3022886651598937,-0.39954943840802887,-0.29707106698515773,0.13496977823826695,0.23474448515241078,-0.19701176380693877,0.19547020070985766,0.2565398157095997,-0.0009012215029090897,-0.2565398157096008,0.0009012215029090897,0.8721215349070105,0.259883821812499,-0.8729753236992414,0.2192339887602431,-0.19316971424190665,0.40981862027012145,0.19762838904577057,0.45853201413787764
8,0.267,1249.45,867.51,0.99,1271.7,848.96,1.0,1231.8,848.82,0.99,1302.66,853.31,0.96,1207.83,853.48,0.82,1333.34,948.54,1.0,1179.62,950.69,1.0,1345.32,1097.54,1.0,1176.12,1097.89,0.99,1288.13,1209.75,1.0,1218.82,1201.29,0.99,1313.88,1160.72,1.0,1205.53,1160.91,1.0,1443.92,1214.48,0.99,1076.39,1205.11,0.99,1219.89,1248.98,0.96,1302.27,1258.89,0.96,-0.048550211329488994,-1.3885928555822464,0.05678788736199249,-1.4764140569632342,-0.13211054579711407,-1.4770768584830907,0.20336170918169003,-1.4558198668819786,-0.24559163458968997,-1.4550150364650096,0.3486099279616736,-1.0049728044824378,-0.37914614084077747,-0.9947940668560695,0.4053268008751096,-0.29956261549229213,-0.3957161788371903,-0.29790561169265023,0.13457238001372496,0.23167280267270296,-0.19356171528095367,0.1916206536870878,0.25648051670161925,-0.0004497581741884771,-0.2564805167016182,0.0004497581741884771,0.8721284427169113,0.25406602545071233,-0.8678675758035465,0.2097056665860295,-0.188496017950621,0.4173992571296387,0.20151533351923215,0.46431613614233935
9,0.3,1249.35,868.37,0.99,1271.34,850.01,1.0,1231.94,849.71,0.99,1301.44,854.8,0.96,1208.03,854.66,0.83,1333.22,948.77,1.0,1179.01,950.9,1.0,1345.21,1097.2,1.0,1175.9,1097.76,1.0,1287.69,1211.47,1.0,1218.85,1203.25,0.99,1314.07,1160.72,1.0,1205.53,1161.01,1.0,1444.71,1215.0,0.99,1076.31,1206.27,0.99,1219.11,1249.99,0.96,1302.65,1260.25,0.96,-0.04951147777463572,-1.3858238939418195,0.054675832872659515,-1.472812480730557,-0.13199902112931486,-1.4742338628676277,0.19728784062543803,-1.4501177459419923,-0.24528317745386405,-1.4507810576059585,0.34785958834581265,-1.0048934812068249,-0.3827782095131867,-0.9948016680336216,0.40466749442407873,-0.3016409791887242,-0.39751320433415427,-0.2989877325328588,0.1321411593430229,0.2397634768215723,-0.19401866171017476,0.2008176062658302,0.2571280285961213,-0.0006870013662508371,-0.2571280285961213,0.0006870013662508371,0.8760925698859192,0.2564884066344395,-0.8693646944371167,0.2151261864456769,-0.19278679719138003,0.4222689432214727,0.20302074857829072,0.4708802123092966
