Frame,Time_Sec,Nose_x,Nose_y,Nose_conf,Left_Eye_x,Left_Eye_y,Left_Eye_conf,Right_Eye_x,Right_Eye_y,Right_Eye_conf,Left_Ear_x,Left_Ear_y,Left_Ear_conf,Right_Ear_x,Right_Ear_y,Right_Ear_conf,Left_Shoulder_x,Left_Shoulder_y,Left_Shoulder_conf,Right_Shoulder_x,Right_Shoulder_y,Right_Shoulder_conf,Left_Elbow_x,Left_Elbow_y,Left_Elbow_conf,Right_Elbow_x,Right_Elbow_y,Right_Elbow_conf,Left_Wrist_x,Left_Wrist_y,Left_Wrist_conf,Right_Wrist_x,Right_Wrist_y,Right_Wrist_conf,Left_Hip_x,Left_Hip_y,Left_Hip_conf,Right_Hip_x,Right_Hip_y,Right_Hip_conf,Left_Knee_x,Left_Knee_y,Left_Knee_conf,Right_Knee_x,Right_Knee_y,Right_Knee_conf,Left_Ankle_x,Left_Ankle_y,Left_Ankle_conf,Right_Ankle_x,Right_Ankle_y,Right_Ankle_conf,norm_Nose_x,norm_Nose_y,norm_Left_Eye_x,norm_Left_Eye_y,norm_Right_Eye_x,norm_Right_Eye_y,norm_Left_Ear_x,norm_Left_Ear_y,norm_Right_Ear_x,norm_Right_Ear_y,norm_Left_Shoulder_x,norm_Left_Shoulder_y,norm_Right_Shoulder_x,norm_Right_Shoulder_y,norm_Left_Elbow_x,norm_Left_Elbow_y,norm_Right_Elbow_x,norm_Right_Elbow_y,norm_Left_Wrist_x,norm_Left_Wrist_y,norm_Right_Wrist_x,norm_Right_Wrist_y,norm_Left_Hip_x,norm_Left_Hip_y,norm_Right_Hip_x,norm_Right_Hip_y,norm_Left_Knee_x,norm_Left_Knee_y,norm_Right_Knee_x,norm_Right_Knee_y,norm_Left_Ankle_x,norm_Left_Ankle_y,norm_Right_Ankle_x,norm_Right_Ankle_y
0,0.0,1550.39,1067.91,0.99,1569.54,1049.04,0.99,1529.49,1048.15,1.0,1593.27,1056.2,0.89,1502.99,1057.83,0.96,1629.14,1155.11,1.0,1468.32,1165.35,1.0,1666.13,1288.22,0.99,1429.78,1301.1,1.0,1727.34,1384.05,0.99,1389.5,1406.26,1.0,1599.44,1376.96,1.0,1492.36,1381.97,1.0,1749.64,1445.11,1.0,1366.17,1457.19,1.0,1541.03,1490.61,0.98,1611.59,1505.4,0.99,0.02047860041727159,-1.4209822612478928,0.10782051533725986,-1.5070471142264934,-0.07484495163639816,-1.5111063468259074,0.21605151486996682,-1.4743908160109775,-0.19570974251784495,-1.4669564911378927,0.3796522714328917,-1.0232686852153592,-0.35383737647481733,-0.9765647056445662,0.5483612757613716,-0.41616256015009906,-0.5296158308359854,-0.3574177108462115,0.827536138019988,0.020911889290241903,-0.7133303129757844,0.12221026685540935,0.2441924869355719,-0.011425143439925938,-0.24419248693557297,0.0114251434399249,0.9292449997806025,0.29940261122311485,-0.8197369383065068,0.35449871212303546,-0.022211755909156986,0.5069251766988065,0.2996078533208384,0.5743814128171696
1,0.033,1549.63,1068.69,0.99,1569.48,1051.15,0.99,1530.48,1049.23,0.99,1593.06,1062.13,0.79,1501.13,1059.19,0.92,1622.59,1156.76,1.0,1464.8,1163.27,1.0,1663.63,1287.04,0.99,1422.66,1306.86,0.99,1725.55,1386.18,0.99,1387.81,1409.06,0.98,1594.8,1388.35,1.0,1485.26,1393.05,1.0,1728.37,1440.53,0.99,1384.77,1448.82,0.99,1542.88,1473.82,0.98,1588.97,1502.9,0.98,0.041609938460721835,-1.3957100295559206,0.12764715496544193,-1.4717348546185298,-0.041393220031238125,-1.4800568423106746,0.22985156630958817,-1.42414348750408,-0.16860693813771363,-1.436886531157676,0.35784547076220247,-1.0139821878647002,-0.32607454900000626,-0.9857654483460235,0.5357279576817866,-0.44930064800399566,-0.5087248413682133,-0.3633934625569652,0.804112060753438,-0.01959134602525519,-0.6597775867178114,0.07957900730612993,0.23739336765559393,-0.010185766185696993,-0.23739336765559393,0.01018576618569798,0.8163349801762746,0.21598158682268187,-0.6729540672303729,0.2519135024309504,0.012352950480527211,0.36027271717241194,0.2121239987778854,0.48631615575968073
2,0.067,1549.05,1068.69,0.99,1568.98,1051.28,0.99,1530.18,1049.33,0.99,1592.97,1061.95,0.81,1501.56,1058.95,0.91,1622.98,1156.56,1.0,1464.37,1162.63,1.0,1664.08,1286.78,0.99,1423.38,1306.79,0.99,1726.0,1386.27,0.99,1388.35,1409.48,0.98,1595.04,1388.81,1.0,1484.88,1393.35,1.0,1730.24,1441.85,0.99,1384.9,1448.42,0.99,1542.24,1472.27,0.98,1588.39,1504.34,0.98,0.03926314721628641,-1.3925243158480403,0.12534835337916844,-1.4677246891192786,-0.04224351812709389,-1.476147476475908,0.22897023475636535,-1.421636924455056,-0.16586412025362104,-1.4345950588498702,0.3585947724858225,-1.0129805594239354,-0.32650179296800025,-0.9867619341650941,0.5361212136947755,-0.45051113912637053,-0.5035531025824762,-0.3640803827129604,0.8035771076037391,-0.020776208813018393,-0.6548609185325899,0.07947655762152696,0.2379113474887868,-0.0098049883587426,-0.2379113474887868,0.0098049883587426,0.8218912708817431,0.21929482774157077,-0.6697627730866252,0.2476731420662144,0.00984818214005861,0.3506903105049862,0.20918748291361614,0.48921276718554885
3,0.1,1549.2,1067.96,0.99,1568.99,1050.4,0.99,1530.08,1048.7,0.99,1592.82,1061.28,0.8,1501.16,1058.86,0.92,1622.69,1155.86,1.0,1464.63,1163.13,1.0,1663.91,1285.85,0.99,1422.25,1307.21,0.99,1725.4,1385.84,0.99,1388.76,1408.91,0.98,1594.78,1388.13,1.0,1485.05,1393.23,1.0,1729.3,1441.01,0.99,1386.1,1449.67,0.99,1543.68,1473.44,0.98,1591.45,1502.79,0.98,0.040157371759336306,-1.395755198080011,0.12574858200352124,-1.4717017191455937,-0.04253610675854287,-1.4790541727795057,0.22881268206006114,-1.4246460158885588,-0.16761431798955953,-1.4351124498850687,0.3579996173806179,-1.0155900954795127,-0.32560557166414666,-0.9841475437627243,0.5362749931393502,-0.4533868908488093,-0.5088979157848427,-0.36100547342506983,0.8022175660506661,-0.020932867993020125,-0.6537412523729053,0.07884425279188963,0.237289628602689,-0.011028680450867513,-0.237289628602689,0.011028680450867513,0.8190849596814044,0.21767587729104745,-0.6652456798236147,0.2551301410967397,0.01628352231275217,0.35793474278973003,0.22288746942567386,0.48487269229285407
4,0.133,1548.31,1069.79,0.99,1568.74,1052.04,0.99,1529.18,1050.11,0.99,1593.58,1062.7,0.83,1500.8,1059.77,0.91,1622.97,1156.77,1.0,1464.54,1163.97,1.0,1663.79,1285.91,0.99,1422.54,1308.21,0.99,1725.35,1385.26,0.99,1386.88,1409.2,0.98,1594.95,1389.39,1.0,1484.83,1394.34,1.0,1728.77,1440.86,0.99,1383.07,1449.27,0.99,1543.05,1473.43,0.98,1587.22,1503.98,0.98,0.03636720752233064,-1.3910888791870002,0.12460735594052672,-1.467753716897376,-0.04625805137341459,-1.4760896682653213,0.23189493727718732,-1.4217116228132851,-0.16883540879428616,-1.4343667199677306,0.3588346319424239,-1.0154095786772268,-0.3254476350127775,-0.9843117290144263,0.5351421629473552,-0.45763509180861134,-0.5068517580457792,-0.3613181407696606,0.8010287775642974,-0.028527957919832835,-0.6608724967923699,0.07487239220897833,0.2378121670046929,-0.010689885821587204,-0.2378121670046919,0.010689885821587204,0.8158002561541279,0.21161654780956893,-0.6773284422389358,0.24794056387403463,0.013648500685340476,0.3522911260758759,0.2044251700750475,0.4842410298534519
5,0.167,1548.63,1069.81,0.99,1568.9,1051.92,0.99,1529.45,1050.21,0.99,1593.73,1062.45,0.82,1500.99,1059.96,0.91,1623.01,1156.75,1.0,1464.64,1164.38,1.0,1664.02,1285.64,0.99,1421.17,1307.91,0.99,1725.33,1385.36,0.99,1387.57,1409.69,0.98,1593.98,1388.74,1.0,1484.22,1393.92,1.0,1727.42,1439.39,0.99,1385.33,1448.93,0.99,1540.9,1474.95,0.98,1587.36,1503.65,0.98,0.04128876972055148,-1.392986908767202,0.12910863983970786,-1.4704954177179517,-0.04180867028366294,-1.4779040007423108,0.23668473135715476,-1.4248741433047936,-0.16511175383527596,-1.4356620799893867,0.36354046875670576,-1.0163189507918953,-0.32259829941156254,-0.9832619399872986,0.5412164862005442,-0.4579024209616986,-0.510932278399216,-0.36141754145732696,0.8068423489043172,-0.02586505301486761,-0.6565044360708325,0.07954478615627646,0.23776785753030666,-0.011221187153853382,-0.23776785753030566,0.011221187153854366,0.8158972837118676,0.20822017552672298,-0.6662092465822737,0.2495522702941995,0.007798508446694504,0.3622840423958497,0.2090866764652437,0.4866269270736886
6,0.2,1548.01,1070.34,0.99,1568.49,1052.33,0.99,1528.92,1050.53,0.99,1593.55,1062.25,0.84,1500.76,1059.56,0.91,1623.18,1156.84,1.0,1465.05,1164.03,1.0,1664.36,1286.15,0.99,1421.7,1307.67,0.99,1725.84,1385.36,0.99,1387.77,1409.76,0.98,1595.09,1388.02,1.0,1485.73,1393.02,1.0,1726.18,1439.9,0.99,1388.04,1449.2,0.99,1544.73,1473.17,0.98,1589.25,1502.26,0.98,0.033026989407035814,-1.3913922984663867,0.12202603454599395,-1.4696575720480582,-0.04993159319563519,-1.4774797537497242,0.23092818645919141,-1.426548659558875,-0.1723052802617029,-1.4382384755463655,0.35968998858162,-1.0154930111363147,-0.32748867390975933,-0.9842477408946588,0.5386441232897391,-0.45355616900161344,-0.5158728832248874,-0.36003764110169273,0.8058150849666503,-0.0224235875447769,-0.6633210083012963,0.08361043107781026,0.23762049747061684,-0.010864141252314217,-0.23762049747061584,0.010864141252314217,0.8072926081769657,0.21458851801571088,-0.6621476810460464,0.2550031234743196,0.018773236083999677,0.3591685098015084,0.21224186350521118,0.4855836574134363
7,0.233,1548.22,1070.03,0.99,1568.57,1052.3,0.99,1529.35,1050.4,0.99,1593.45,1062.57,0.83,1501.21,1059.6,0.91,1623.25,1156.55,1.0,1464.69,1163.75,1.0,1664.85,1285.94,0.99,1420.93,1307.75,0.99,1725.78,1385.2,0.99,1387.29,1410.88,0.98,1594.98,1388.82,1.0,1484.98,1393.87,1.0,1730.38,1440.14,0.99,1387.35,1449.64,0.99,1545.12,1474.81,0.98,1585.08,1503.21,0.98,0.03563560265835226,-1.3895938917680144,0.12364343203911252,-1.4662709834103183,-0.04597165731289903,-1.474487930625229,0.2312421934638464,-1.4218562213591925,-0.1676689702747955,-1.434700607268817,0.36011852346613943,-1.0154200638553161,-0.3256073451635118,-0.9842821586198625,0.540026420382092,-0.4558459585198552,-0.5148566136501007,-0.3615240539107945,0.8035309434371166,-0.026575337176646317,-0.6603398264446363,0.08448319149647107,0.2378589983263801,-0.010919890377710496,-0.2378589983263801,0.01091989037771148,0.8234246051153236,0.21102417860610526,-0.6600803439010077,0.2521089146806618,0.02222900457086479,0.36096184173293366,0.1950443786276313,0.4837835790505558
8,0.267,1549.49,1069.99,0.99,1569.01,1050.82,0.99,1528.85,1050.09,1.0,1593.69,1055.89,0.9,1502.92,1057.81,0.95,1628.6,1154.57,1.0,1468.19,1164.61,1.0,1666.64,1286.21,0.99,1429.29,1300.74,1.0,1728.39,1382.83,0.99,1388.66,1408.9,0.99,1597.59,1377.7,1.0,1491.21,1382.29,1.0,1747.06,1444.02,1.0,1367.26,1452.32,1.0,1537.58,1490.04,0.98,1609.83,1505.06,0.99,0.023090057244599685,-1.4062933587646833,0.11163974632408745,-1.4932553228862913,-0.07054035170010513,-1.4965668635127272,0.22359703763975167,-1.4702559927821408,-0.18816808929391174,-1.4615461872989133,0.3819612612957408,-1.0226082818003863,-0.34571576868584897,-0.9770632572943385,0.5545242824322026,-0.4254422433565448,-0.522180056861673,-0.3595289758194057,0.8346443285724882,0.01286057215882947,-0.7064922426864466,0.13112339973578965,0.24128883002755855,-0.010410939366670641,-0.24128883002755958,0.010410939366671671,0.9193381141828377,0.29044025836650705,-0.8035702829682626,0.3280920216533792,-0.03093795489355131,0.49920340854263556,0.2968138399831391,0.5673394910208069
9,0.3,1547.82,1069.4,0.99,1568.14,1051.87,0.99,1529.15,1049.91,0.99,1593.05,1062.17,0.83,1501.22,1059.06,0.9,1623.24,1155.97,1.0,1464.57,1162.66,1.0,1665.22,1285.12,0.99,1421.67,1306.64,0.99,1726.28,1384.99,0.99,1387.43,1410.12,0.98,1594.08,1389.36,1.0,1483.99,1393.86,1.0,1729.5,1440.91,0.99,1384.01,1448.36,0.99,1538.74,1476.08,0.98,1584.68,1503.88,0.98,0.03780998319610021,-1.386767750212331,0.12526574398662443,-1.4622155595951016,-0.04254430095542836,-1.4706512530571787,0.23247652160925872,-1.4178851296668333,-0.16275293279004094,-1.4312703371500293,0.36241202447667553,-1.014176942553098,-0.3204917926804295,-0.9853836827259028,0.5430908058736331,-0.45832499835545526,-0.5051301852942802,-0.3657045272820259,0.805888480768779,-0.02849198506069174,-0.652496585366501,0.07966565611380855,0.23690956460208532,-0.00968383178044675,-0.23690956460208434,0.00968383178044675,0.8197471200279073,0.21218351412267844,-0.6672160096727804,0.24424775712904576,-0.001269657944546797,0.3635525646641498,0.19645266738599726,0.4832016862181149
